,epsilon,distance,algorithm,dataset,dimension
0,0.5,119.9564369271603,piecewise,heart-dataset,2
1,0.7,80.52755900256352,piecewise,heart-dataset,2
2,1.0,52.29458754241611,piecewise,heart-dataset,2
3,1.5,31.95981977183995,piecewise,heart-dataset,2
4,2.0,21.805627520545734,piecewise,heart-dataset,2
5,2.5,15.703973126448076,piecewise,heart-dataset,2
6,3.0,11.692825733358804,piecewise,heart-dataset,2
7,3.5,8.796152013713902,piecewise,heart-dataset,2
8,5.0,4.074097850472423,piecewise,heart-dataset,2
9,7.0,1.365689768453645,piecewise,heart-dataset,2
10,9.0,0.493562890966324,piecewise,heart-dataset,2
11,0.5,1146.0947793535745,piecewise,heart-dataset,3
12,0.7,792.9626550922426,piecewise,heart-dataset,3
13,1.0,531.0237023137292,piecewise,heart-dataset,3
14,1.5,339.79187253552055,piecewise,heart-dataset,3
15,2.0,238.6076489510937,piecewise,heart-dataset,3
16,2.5,169.62448101267555,piecewise,heart-dataset,3
17,3.0,136.8636851024477,piecewise,heart-dataset,3
18,3.5,105.17905271222222,piecewise,heart-dataset,3
19,5.0,47.61917040050581,piecewise,heart-dataset,3
20,7.0,16.252651347506383,piecewise,heart-dataset,3
21,9.0,5.842737342525227,piecewise,heart-dataset,3
22,0.5,1124.4011330352996,piecewise,heart-dataset,4
23,0.7,782.1578424264793,piecewise,heart-dataset,4
24,1.0,558.1435627627371,piecewise,heart-dataset,4
25,1.5,339.0430090114617,piecewise,heart-dataset,4
26,2.0,242.35792216377217,piecewise,heart-dataset,4
27,2.5,175.06602329463482,piecewise,heart-dataset,4
28,3.0,134.4698124245289,piecewise,heart-dataset,4
29,3.5,99.10485583477873,piecewise,heart-dataset,4
30,5.0,45.21399410097615,piecewise,heart-dataset,4
31,7.0,16.85994274849949,piecewise,heart-dataset,4
32,9.0,7.127211897541066,piecewise,heart-dataset,4
33,0.5,1126.9813112729494,piecewise,heart-dataset,5
34,0.7,798.7804722518105,piecewise,heart-dataset,5
35,1.0,543.6265074072463,piecewise,heart-dataset,5
36,1.5,343.25764637992785,piecewise,heart-dataset,5
37,2.0,242.55539934025555,piecewise,heart-dataset,5
38,2.5,173.09410409456575,piecewise,heart-dataset,5
39,3.0,129.87502124555883,piecewise,heart-dataset,5
40,3.5,95.70009461477507,piecewise,heart-dataset,5
41,5.0,46.730890862632094,piecewise,heart-dataset,5
42,7.0,17.711912413421313,piecewise,heart-dataset,5
43,9.0,6.884855773128735,piecewise,heart-dataset,5
44,0.5,1233.532793171465,piecewise,heart-dataset,6
45,0.7,865.6224885588118,piecewise,heart-dataset,6
46,1.0,586.5596877967538,piecewise,heart-dataset,6
47,1.5,370.6579624364058,piecewise,heart-dataset,6
48,2.0,261.72572599843835,piecewise,heart-dataset,6
49,2.5,185.02194797124105,piecewise,heart-dataset,6
50,3.0,141.47400810627622,piecewise,heart-dataset,6
51,3.5,108.5879589059703,piecewise,heart-dataset,6
52,5.0,50.752537596082526,piecewise,heart-dataset,6
53,7.0,21.363409142984924,piecewise,heart-dataset,6
54,9.0,6.85980235499127,piecewise,heart-dataset,6
55,0.5,1240.6571121322374,piecewise,heart-dataset,7
56,0.7,887.2421055610837,piecewise,heart-dataset,7
57,1.0,599.935158785014,piecewise,heart-dataset,7
58,1.5,374.278657114368,piecewise,heart-dataset,7
59,2.0,267.0448215077204,piecewise,heart-dataset,7
60,2.5,197.34353427889593,piecewise,heart-dataset,7
61,3.0,147.06630937049835,piecewise,heart-dataset,7
62,3.5,114.18661926858985,piecewise,heart-dataset,7
63,5.0,52.665024013118625,piecewise,heart-dataset,7
64,7.0,18.97774869887085,piecewise,heart-dataset,7
65,9.0,8.46193320622896,piecewise,heart-dataset,7
66,0.5,1277.2510831470502,piecewise,heart-dataset,8
67,0.7,909.0946050926365,piecewise,heart-dataset,8
68,1.0,612.8399222215014,piecewise,heart-dataset,8
69,1.5,394.7893718059193,piecewise,heart-dataset,8
70,2.0,275.3146518169424,piecewise,heart-dataset,8
71,2.5,198.18997966816235,piecewise,heart-dataset,8
72,3.0,157.0810526342182,piecewise,heart-dataset,8
73,3.5,117.38470328888293,piecewise,heart-dataset,8
74,5.0,50.95434829487856,piecewise,heart-dataset,8
75,7.0,22.166842202658724,piecewise,heart-dataset,8
76,9.0,8.726503020225172,piecewise,heart-dataset,8
77,0.5,1284.0138635253884,piecewise,heart-dataset,9
78,0.7,878.4160283809861,piecewise,heart-dataset,9
79,1.0,621.2396429320601,piecewise,heart-dataset,9
80,1.5,394.5384382560889,piecewise,heart-dataset,9
81,2.0,279.87270848738484,piecewise,heart-dataset,9
82,2.5,197.40224351169942,piecewise,heart-dataset,9
83,3.0,156.57072783044055,piecewise,heart-dataset,9
84,3.5,118.39894569492797,piecewise,heart-dataset,9
85,5.0,54.93605684432258,piecewise,heart-dataset,9
86,7.0,20.8628623722963,piecewise,heart-dataset,9
87,9.0,9.394106976554273,piecewise,heart-dataset,9
