,X,Y
0,-1.9633933141867397,7.933036595030875
1,-1.6531527911252748,5.056897344121415
2,2.732018999784705,6.8797237734958365
3,0.2675098417352859,0.5301144168237206
4,-0.50292127982272,8.572888352016342
5,0.9614239591465467,0.9306451043554383
6,-0.8437702508543854,7.920956237742143
7,1.2160823333210384,7.578749899557785
8,1.6548845113884143,0.7194951317652898
9,-0.9248483232445308,2.5317475916279673
10,1.9479977694513306,5.205348967161939
11,2.6943137507547448,4.276206045012757
12,2.0701538136063453,1.9326437228457025
13,-0.4623976883975107,4.317910652841342
14,1.9160980725043426,2.1055642656988054
15,0.768736916998147,8.797590761021048
16,2.518232256331979,3.8322808317019628
17,1.2794006893554792,7.825197033128466
18,-1.9632220626868726,4.010020767598742
19,1.9294397793434515,2.1952023305473602
20,0.5923935101109099,8.886530951858145
21,1.3084447965704882,2.424939454590376
22,1.5859885181576123,3.168346606848573
23,0.5038545511638371,3.996948015584791
24,0.5056107560958004,6.4410173077916175
25,1.2917098965377014,0.8942463246794723
26,-2.3791131540946107,2.477807466084818
27,-2.1849354910439303,3.3759003443687745
28,-1.480843496397422,3.464552343382298
29,1.4410200209804627,3.7629143604800914
30,-1.2371931092299797,4.556759436031715
31,-0.6103327376354417,3.4013858199096556
32,-0.2692169103767046,3.962229391758444
33,-1.1953638493793681,1.789010010372912
34,2.117310756109922,2.58177048510313
35,-1.3780881353034427,7.040832798071268
36,-1.3494640556427766,1.3456227489478547
37,-0.9623659301863597,0.10604184655722193
38,1.6191487267870905,5.979068940357329
39,-0.15690360039998252,4.452870336454587
40,-0.5115391293949884,5.381941025222806
41,-1.109060668282679,1.3716483662260814
42,2.370397751022691,5.446531452699362
43,-1.7823531309845364,5.798781968996122
44,0.5591364308505693,8.233915490952967
45,-0.39584037712352016,7.215860165200734
46,-1.8339059994920768,3.132210056563918
47,1.0320680941262435,5.00250280061253
48,-2.306086003879179,3.690316633322413
49,-1.2960778106397026,8.454168048992504
