,algorithm,clustering_algorithm,dimensions,ari,ami,ch,sc,mechanism,epsilon
0,density-nd-Laplace,KMeans(clusters=2),2,0.834911837293226,0.7471357147845066,787.2697890055241,0.6674999794296708,density-nd-Laplace,0.5
1,density-nd-Laplace,AgglomerativeClustering(clusters=2),2,0.5478470803597484,0.5083032503389739,629.379910433721,0.6448937838547747,density-nd-Laplace,0.5
2,density-nd-Laplace,OPTICS(min_samples=4),2,0.011129461287764777,0.14798190075055676,25.187241491050226,0.060664628675691654,density-nd-Laplace,0.5
3,density-nd-Laplace,KMeans(clusters=5),3,0.6072956207397195,0.651213502227083,1694.781730853127,0.5940055732915756,density-nd-Laplace,0.5
4,density-nd-Laplace,AgglomerativeClustering(clusters=2),3,0.8333630821515726,0.7361329871571483,762.9561481425578,0.681647558972813,density-nd-Laplace,0.5
5,density-nd-Laplace,OPTICS(min_samples=6),3,0.06062586719039724,0.21031033300159474,26.99620761584881,0.053523239581706614,density-nd-Laplace,0.5
6,density-nd-Laplace,KMeans(clusters=2),4,0.016197183900001477,-0.0007904685501182159,70.83045177462915,0.444024600793702,density-nd-Laplace,0.5
7,density-nd-Laplace,AgglomerativeClustering(clusters=4),4,0.2314162119324989,0.3503705192286647,66.61383458715117,0.24487457113148028,density-nd-Laplace,0.5
8,density-nd-Laplace,OPTICS(min_samples=12),4,0.16950447337243585,0.32302425749074754,34.57727395292054,-0.03804686518078666,density-nd-Laplace,0.5
9,density-nd-Laplace,KMeans(clusters=2),5,0.5199141225565723,0.40981211345948754,65.60652863860687,0.24604601473770207,density-nd-Laplace,0.5
10,density-nd-Laplace,AgglomerativeClustering(clusters=4),5,0.37330812153216014,0.4284546247453367,54.58145624695091,0.17955817671392676,density-nd-Laplace,0.5
11,density-nd-Laplace,OPTICS(min_samples=12),5,0.1401924666825029,0.32473358150755777,34.23543561272843,0.04000355142647431,density-nd-Laplace,0.5
12,density-nd-Laplace,KMeans(clusters=2),6,0.5947357330639597,0.4924420148913389,52.73544898188409,0.2545555368772424,density-nd-Laplace,0.5
13,density-nd-Laplace,AgglomerativeClustering(clusters=4),6,0.2978587056432298,0.3507858462395218,65.73951340662428,0.26997253930130594,density-nd-Laplace,0.5
14,density-nd-Laplace,OPTICS(min_samples=12),6,0.10234970907119276,0.31988929842237523,19.92179156258012,-0.17729107055241755,density-nd-Laplace,0.5
15,density-nd-Laplace,KMeans(clusters=2),7,0.8345784275604051,0.7548749527333631,67.71613385589401,0.28929599403341194,density-nd-Laplace,0.5
16,density-nd-Laplace,AgglomerativeClustering(clusters=4),7,0.7618389894825739,0.7902520699939215,66.24563146937204,0.3016678560513081,density-nd-Laplace,0.5
17,density-nd-Laplace,OPTICS(min_samples=12),7,0.30924182727596106,0.2951829981648736,24.078244023663355,0.06669797651009994,density-nd-Laplace,0.5
18,density-nd-Laplace,KMeans(clusters=2),2,0.7003588961703305,0.5812132565031455,601.9614199235756,0.6184134190857974,density-nd-Laplace,1.0
19,density-nd-Laplace,AgglomerativeClustering(clusters=2),2,0.6355976621338046,0.5726232537715397,539.7635480160908,0.6243908293948298,density-nd-Laplace,1.0
20,density-nd-Laplace,OPTICS(min_samples=4),2,0.06427955425198574,0.1495802299745437,14.359487915644184,-0.05607419737018915,density-nd-Laplace,1.0
21,density-nd-Laplace,KMeans(clusters=5),3,0.6648681501120522,0.7107270963687974,1673.1475568331457,0.6105612392223506,density-nd-Laplace,1.0
22,density-nd-Laplace,AgglomerativeClustering(clusters=2),3,0.8871816328216493,0.8285165877404289,683.6349045122486,0.6649729451462889,density-nd-Laplace,1.0
23,density-nd-Laplace,OPTICS(min_samples=6),3,0.07418678826733563,0.3048205404150154,22.59160840473887,0.15437554077980417,density-nd-Laplace,1.0
24,density-nd-Laplace,KMeans(clusters=2),4,0.6211648520702495,0.5215404590424857,95.78051235584125,0.31991455220980003,density-nd-Laplace,1.0
25,density-nd-Laplace,AgglomerativeClustering(clusters=4),4,0.45629277189386724,0.5497318211858955,89.93672400339382,0.2503382278679062,density-nd-Laplace,1.0
26,density-nd-Laplace,OPTICS(min_samples=12),4,0.22129779195103733,0.3765723583518667,31.493796203167637,-0.035124317118274566,density-nd-Laplace,1.0
27,density-nd-Laplace,KMeans(clusters=2),5,0.6274923248358167,0.5217021691757073,108.8981042610474,0.3229006465321075,density-nd-Laplace,1.0
28,density-nd-Laplace,AgglomerativeClustering(clusters=4),5,0.5161800571361936,0.5673801334792128,80.22003911463774,0.241694499894593,density-nd-Laplace,1.0
29,density-nd-Laplace,OPTICS(min_samples=12),5,0.10367603665210838,0.2956520078427315,32.65725146638021,0.32966791710762156,density-nd-Laplace,1.0
30,density-nd-Laplace,KMeans(clusters=2),6,0.6352981693630648,0.5482556262910412,89.70915690051018,0.32377493525084355,density-nd-Laplace,1.0
31,density-nd-Laplace,AgglomerativeClustering(clusters=4),6,0.2563733010710702,0.3376994593866755,97.61681744899707,0.3738726947361105,density-nd-Laplace,1.0
32,density-nd-Laplace,OPTICS(min_samples=12),6,0.15316479019391244,0.32416768325349193,37.13781742468946,0.1523332588740058,density-nd-Laplace,1.0
33,density-nd-Laplace,KMeans(clusters=2),7,0.7430881288885134,0.6947133003418495,96.18575239259519,0.3337019443175203,density-nd-Laplace,1.0
34,density-nd-Laplace,AgglomerativeClustering(clusters=4),7,0.7624077946215949,0.7540598475065721,82.4940366688335,0.3523362052813342,density-nd-Laplace,1.0
35,density-nd-Laplace,OPTICS(min_samples=12),7,0.1711643535869227,0.22365990902624028,20.82433470953799,-0.10598990350180508,density-nd-Laplace,1.0
36,density-nd-Laplace,KMeans(clusters=2),2,0.817383502782636,0.7159812234220994,629.2564035426904,0.623430263210465,density-nd-Laplace,1.5
37,density-nd-Laplace,AgglomerativeClustering(clusters=2),2,0.7829666715652198,0.6704750813921168,400.22833306675733,0.5812440709106362,density-nd-Laplace,1.5
38,density-nd-Laplace,OPTICS(min_samples=4),2,-0.019809433289468402,0.07340782171971347,10.88369446700044,-0.11140362630415215,density-nd-Laplace,1.5
39,density-nd-Laplace,KMeans(clusters=5),3,0.5767682173430735,0.6405895013702627,1114.3998034386711,0.5511078644863343,density-nd-Laplace,1.5
40,density-nd-Laplace,AgglomerativeClustering(clusters=2),3,0.7990279496318349,0.6858306898525448,635.6948276613751,0.6390582059884196,density-nd-Laplace,1.5
41,density-nd-Laplace,OPTICS(min_samples=6),3,0.10503095616385216,0.29642405853874665,26.57595768831832,0.11450608423329549,density-nd-Laplace,1.5
42,density-nd-Laplace,KMeans(clusters=2),4,0.7277520641827312,0.6113450782091066,131.3433045122134,0.37111004380525947,density-nd-Laplace,1.5
43,density-nd-Laplace,AgglomerativeClustering(clusters=4),4,0.5308984181785458,0.6174115751096935,124.47259009444046,0.2865359925056447,density-nd-Laplace,1.5
44,density-nd-Laplace,OPTICS(min_samples=12),4,0.20189186588817937,0.3677479355340273,30.514216056876982,-0.2138631981069719,density-nd-Laplace,1.5
45,density-nd-Laplace,KMeans(clusters=2),5,0.7331252147287204,0.6192789946083808,149.3355882427358,0.3847941934887867,density-nd-Laplace,1.5
46,density-nd-Laplace,AgglomerativeClustering(clusters=4),5,0.3951093747428468,0.5136899125454911,112.05275474997543,0.3243187156184418,density-nd-Laplace,1.5
47,density-nd-Laplace,OPTICS(min_samples=12),5,0.1592249185636818,0.39565602778201203,45.61468115133788,0.13002735635527013,density-nd-Laplace,1.5
