,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
0,0.5,-0.015999999999999986,0.47619047619047616,-0.015999999999999986,[0.   0.16 1.  ],[0.    0.176 1.   ],0,2
1,0.5,0.015999999999999986,0.5172413793103449,0.015999999999999986,[0.   0.24 1.  ],[0.    0.224 1.   ],1,2
2,0.5,0.0,0.5,0.0,[0.    0.088 1.   ],[0.    0.088 1.   ],2,2
3,0.5,0.0,0.5,0.0,[0.    0.208 1.   ],[0.    0.208 1.   ],3,2
4,0.5,-0.00799999999999998,0.49019607843137253,-0.00799999999999998,[0.  0.2 1. ],[0.    0.208 1.   ],4,2
5,0.5,0.023999999999999994,0.5306122448979592,0.023999999999999994,[0.    0.208 1.   ],[0.    0.184 1.   ],5,2
6,0.5,0.055999999999999994,0.5853658536585366,0.055999999999999994,[0.    0.192 1.   ],[0.    0.136 1.   ],6,2
7,0.5,-0.07999999999999999,0.4,-0.07999999999999999,[0.   0.16 1.  ],[0.   0.24 1.  ],7,2
8,0.5,0.031999999999999994,0.6111111111111112,0.031999999999999994,[0.    0.088 1.   ],[0.    0.056 1.   ],8,2
9,0.5,0.088,0.582089552238806,0.088,[0.    0.312 1.   ],[0.    0.224 1.   ],9,2
10,1.0,0.12,0.6229508196721312,0.12,[0.    0.304 1.   ],[0.    0.184 1.   ],0,2
11,1.0,0.03999999999999998,0.5333333333333333,0.03999999999999998,[0.   0.32 1.  ],[0.   0.28 1.  ],1,2
12,1.0,0.04000000000000001,0.5423728813559322,0.04000000000000001,[0.    0.256 1.   ],[0.    0.216 1.   ],2,2
13,1.0,-0.10400000000000001,0.37254901960784315,-0.10400000000000001,[0.    0.152 1.   ],[0.    0.256 1.   ],3,2
14,1.0,-0.04799999999999999,0.45588235294117646,-0.04799999999999999,[0.    0.248 1.   ],[0.    0.296 1.   ],4,2
15,1.0,0.024000000000000007,0.56,0.024000000000000007,[0.    0.112 1.   ],[0.    0.088 1.   ],5,2
16,1.0,0.07200000000000001,0.56,0.07200000000000001,[0.    0.336 1.   ],[0.    0.264 1.   ],6,2
17,1.0,-0.04799999999999999,0.4444444444444444,-0.04799999999999999,[0.    0.192 1.   ],[0.   0.24 1.  ],7,2
18,1.0,0.016000000000000014,0.515625,0.016000000000000014,[0.    0.264 1.   ],[0.    0.248 1.   ],8,2
19,1.0,0.06400000000000003,0.5645161290322581,0.06400000000000003,[0.   0.28 1.  ],[0.    0.216 1.   ],9,2
20,1.5,-0.06400000000000003,0.43333333333333335,-0.06400000000000003,[0.    0.208 1.   ],[0.    0.272 1.   ],0,2
21,1.5,-0.016000000000000014,0.48863636363636365,-0.016000000000000014,[0.    0.344 1.   ],[0.   0.36 1.  ],1,2
22,1.5,-0.09599999999999997,0.4230769230769231,-0.09599999999999997,[0.    0.264 1.   ],[0.   0.36 1.  ],2,2
23,1.5,-0.07999999999999996,0.4358974358974359,-0.07999999999999996,[0.    0.272 1.   ],[0.    0.352 1.   ],3,2
24,1.5,-0.016000000000000014,0.4891304347826087,-0.016000000000000014,[0.   0.36 1.  ],[0.    0.376 1.   ],4,2
25,1.5,0.055999999999999994,0.5636363636363636,0.055999999999999994,[0.    0.248 1.   ],[0.    0.192 1.   ],5,2
26,1.5,0.0,0.5,0.0,[0.    0.312 1.   ],[0.    0.312 1.   ],6,2
27,1.5,-0.04799999999999999,0.4659090909090909,-0.04799999999999999,[0.    0.328 1.   ],[0.    0.376 1.   ],7,2
28,1.5,-0.02400000000000002,0.47692307692307695,-0.02400000000000002,[0.    0.248 1.   ],[0.    0.272 1.   ],8,2
29,1.5,0.007999999999999952,0.5058823529411764,0.007999999999999952,[0.    0.344 1.   ],[0.    0.336 1.   ],9,2
30,2.0,0.016000000000000014,0.5263157894736842,0.016000000000000014,[0.   0.16 1.  ],[0.    0.144 1.   ],0,2
31,2.0,0.03999999999999998,0.5362318840579711,0.03999999999999998,[0.    0.296 1.   ],[0.    0.256 1.   ],1,2
32,2.0,0.023999999999999966,0.5172413793103449,0.023999999999999966,[0.   0.36 1.  ],[0.    0.336 1.   ],2,2
33,2.0,0.064,0.5425531914893617,0.064,[0.    0.408 1.   ],[0.    0.344 1.   ],3,2
34,2.0,0.064,0.5714285714285714,0.064,[0.    0.256 1.   ],[0.    0.192 1.   ],4,2
35,2.0,-0.023999999999999966,0.48484848484848486,-0.023999999999999966,[0.    0.384 1.   ],[0.    0.408 1.   ],5,2
36,2.0,0.07999999999999999,0.578125,0.07999999999999999,[0.    0.296 1.   ],[0.    0.216 1.   ],6,2
37,2.0,0.008000000000000007,0.5051546391752577,0.008000000000000007,[0.    0.392 1.   ],[0.    0.384 1.   ],7,2
38,2.0,-0.064,0.44594594594594594,-0.064,[0.    0.264 1.   ],[0.    0.328 1.   ],8,2
39,2.0,0.023999999999999994,0.5348837209302325,0.023999999999999994,[0.    0.184 1.   ],[0.   0.16 1.  ],9,2
40,2.5,-0.008000000000000007,0.4935064935064935,-0.008000000000000007,[0.    0.304 1.   ],[0.    0.312 1.   ],0,2
41,2.5,-0.03999999999999998,0.4691358024691358,-0.03999999999999998,[0.    0.304 1.   ],[0.    0.344 1.   ],1,2
42,2.5,0.0,0.5,0.0,[0.    0.432 1.   ],[0.    0.432 1.   ],2,2
43,2.5,0.064,0.5392156862745098,0.064,[0.   0.44 1.  ],[0.    0.376 1.   ],3,2
44,2.5,-0.03199999999999997,0.48,-0.03199999999999997,[0.    0.384 1.   ],[0.    0.416 1.   ],4,2
45,2.5,-0.064,0.45,-0.064,[0.    0.288 1.   ],[0.    0.352 1.   ],5,2
46,2.5,0.0,0.5,0.0,[0.    0.336 1.   ],[0.    0.336 1.   ],6,2
47,2.5,-0.008000000000000007,0.49206349206349204,-0.008000000000000007,[0.    0.248 1.   ],[0.    0.256 1.   ],7,2
48,2.5,0.008000000000000007,0.5056179775280899,0.008000000000000007,[0.   0.36 1.  ],[0.    0.352 1.   ],8,2
49,2.5,0.02400000000000002,0.5168539325842697,0.02400000000000002,[0.    0.368 1.   ],[0.    0.344 1.   ],9,2
50,3.0,0.016000000000000014,0.5151515151515151,0.016000000000000014,[0.    0.272 1.   ],[0.    0.256 1.   ],0,2
51,3.0,0.055999999999999994,0.5353535353535354,0.055999999999999994,[0.    0.424 1.   ],[0.    0.368 1.   ],1,2
52,3.0,0.01599999999999996,0.5098039215686274,0.01599999999999996,[0.    0.416 1.   ],[0.  0.4 1. ],2,2
53,3.0,0.055999999999999994,0.5522388059701493,0.055999999999999994,[0.    0.296 1.   ],[0.   0.24 1.  ],3,2
54,3.0,0.08000000000000002,0.543859649122807,0.08000000000000002,[0.    0.496 1.   ],[0.    0.416 1.   ],4,2
55,3.0,0.064,0.5344827586206896,0.064,[0.    0.496 1.   ],[0.    0.432 1.   ],5,2
56,3.0,0.064,0.5408163265306123,0.064,[0.    0.424 1.   ],[0.   0.36 1.  ],6,2
57,3.0,0.016000000000000014,0.5128205128205128,0.016000000000000014,[0.   0.32 1.  ],[0.    0.304 1.   ],7,2
58,3.0,-0.023999999999999966,0.4782608695652174,-0.023999999999999966,[0.    0.264 1.   ],[0.    0.288 1.   ],8,2
59,3.0,-0.008000000000000007,0.4936708860759494,-0.008000000000000007,[0.    0.312 1.   ],[0.   0.32 1.  ],9,2
60,3.5,0.007999999999999952,0.504950495049505,0.007999999999999952,[0.    0.408 1.   ],[0.  0.4 1. ],0,2
61,3.5,0.03200000000000003,0.515625,0.03200000000000003,[0.    0.528 1.   ],[0.    0.496 1.   ],1,2
62,3.5,0.008000000000000007,0.5038759689922481,0.008000000000000007,[0.   0.52 1.  ],[0.    0.512 1.   ],2,2
63,3.5,-0.055999999999999994,0.4666666666666667,-0.055999999999999994,[0.    0.392 1.   ],[0.    0.448 1.   ],3,2
64,3.5,-0.03999999999999998,0.46987951807228917,-0.03999999999999998,[0.    0.312 1.   ],[0.    0.352 1.   ],4,2
65,3.5,0.04799999999999999,0.5267857142857143,0.04799999999999999,[0.    0.472 1.   ],[0.    0.424 1.   ],5,2
66,3.5,-0.016000000000000014,0.4888888888888889,-0.016000000000000014,[0.    0.352 1.   ],[0.    0.368 1.   ],6,2
67,3.5,0.0,0.5,0.0,[0.    0.376 1.   ],[0.    0.376 1.   ],7,2
68,3.5,0.016000000000000014,0.5081967213114754,0.016000000000000014,[0.    0.496 1.   ],[0.   0.48 1.  ],8,2
69,3.5,-0.15199999999999997,0.424,-0.15199999999999997,[0.    0.424 1.   ],[0.    0.576 1.   ],9,2
70,5.0,-0.01599999999999996,0.49,-0.01599999999999996,[0.    0.392 1.   ],[0.    0.408 1.   ],0,2
