,area,perimeter
0,14.967966321525061,14.567519005556253
1,16.06122394274788,14.538459506026237
2,15.074477800410023,14.115796567610673
3,2.7104870619837866,13.341788633059124
4,16.951152298626702,12.390367106397335
5,11.004635878996186,14.542893493894788
6,15.25749855862734,14.133657855057137
7,4.432445013789433,13.81657349184011
8,17.058340486279114,15.310320451118521
9,16.104969938440973,16.137117289597388
10,16.34474271475895,15.114252919811035
11,13.769818913510424,13.68526803748493
12,15.006235989850643,14.459816560139187
13,14.541784732389576,14.751391420748078
14,14.240379468719993,15.179860815753717
15,14.294893113737238,15.521636643796176
16,13.857509988177316,14.74878216908036
17,15.52049669030827,14.180698715684995
18,15.468835628197017,14.880621484704216
19,12.7353780936334,13.206976164249859
20,14.606241271471816,15.448770130580895
21,13.860465377578658,11.693375941035626
22,16.351084883529406,15.334965373448785
23,11.9052557291297,13.312362142562113
24,14.867468587659644,15.901598186879113
25,1.7479551638273492,15.081971104652766
26,14.032352060990146,13.420248612479494
27,13.148245676569658,14.686860279869096
28,14.483045591431663,15.248012985415638
29,13.660292165312494,1.602357484753684
30,13.86770241922698,14.027959774874997
31,16.457924570975898,15.34651471823441
32,15.205155738792731,14.758641653456632
33,13.642431812991193,14.850870494012476
34,14.905141104428562,14.59205971408123
35,17.089184345526945,15.595459577513328
36,15.664684529220587,15.910046065138413
37,16.882277525954017,15.67334491601534
38,15.6175999427619,14.58401698483232
39,13.754598904913578,15.200927454414334
40,13.914442380846129,15.008431234657104
41,13.16637761734403,14.238895158574579
42,12.541814539643754,13.563586927047567
43,16.666355219278714,14.931620593658309
44,15.4317260905141,15.508989266986728
45,13.188794532870725,22.970454938863515
46,15.209293240106277,14.835497429766178
47,14.8269050188985,14.898259747993288
48,15.877168965610156,15.76173269557425
49,16.072219353311354,15.969859004357975
50,-1.1222071350305605,14.033887497177746
51,16.326691638568818,15.474911501838282
52,14.142529318852894,14.203950790805333
53,15.026392189707588,14.270798513003987
54,14.664441097779347,14.442322273875796
55,15.503783169217773,14.734987172429015
56,15.59290959797831,13.828288439144966
57,16.08384243184342,15.494559284202877
58,16.09425474088571,15.223863164930194
59,11.516266264322184,14.005383285801386
60,11.268602147614313,12.25376174295516
61,11.61616101441366,12.250835495011225
62,13.014817499991588,13.390846545492451
63,14.026177598617288,13.750150089182293
64,13.627870825221297,12.92607314176544
65,13.077721216167582,12.988689418083757
66,14.701718115197146,15.363599901970634
67,14.517048643205253,13.870941774367095
68,13.200911218551925,14.456598709319762
69,13.481338032724828,14.084662156071976
70,18.053499530594415,16.162429459217517
71,18.11915483322538,15.947745532892544
72,17.63075174944043,16.354868520929248
73,19.14304338256874,7.688916164813442
74,17.2538013782312,15.319832386149335
75,16.952585249755845,16.430581952260106
76,18.075138000394098,17.27149341458193
77,21.48689156210282,17.540644301973487
78,19.502405387640422,16.590045792714076
79,17.219428816758274,15.584886991611818
80,17.24268928898292,16.24885482473148
81,20.263256775296455,15.93539889781531
82,21.900057617760577,18.08357071908464
83,21.17452207691799,16.737674813733047
84,20.758215340117815,17.115849666414036
85,19.826728716494316,16.166254628145737
86,20.08065413901008,16.920590015866278
87,18.80882070135491,3.6977955399616924
88,21.435064610777896,18.45184152912262
89,21.807214035544895,18.149185165564873
90,20.58328918740147,18.04696401939672
91,19.64205515306651,16.31187333209409
92,18.715813992428963,17.676027554357645
93,19.72425064623574,17.030410951645422
94,19.85502372548254,17.77837368633748
95,17.026949719559557,16.962962095724993
96,19.327012529214258,16.79279935542428
97,20.523679771359575,17.804872839331626
98,18.47390161488493,16.720390131691726
99,20.287977019244885,17.485324217407936
100,16.059637654753672,15.412589022131005
101,19.27941146595372,16.81394421036346
102,21.1542665351412,16.76633148949063
103,19.669176523948387,17.808330145425966
104,19.36242052710397,16.78022962746404
105,19.23111123051867,17.671833501623933
106,8.27750452255201,17.177813387114234
107,17.50353188464574,16.75488838440703
108,21.088097419190092,17.78710445603266
109,18.54345407247778,16.298920857733073
110,14.29663582766104,16.86723467416725
111,7.6300502395377245,16.3321173683941
112,19.724564299111066,16.208924948172037
113,19.903169040512363,16.758837868995077
114,21.05215626783739,18.15488228341667
115,19.176743417931114,17.697931298723727
116,20.542315460198793,16.309292494836452
117,19.481063957197293,17.30084823775152
118,19.172227275240658,17.14798103147097
119,20.641280396171183,16.825200767143993
120,20.479765883692245,17.336681067070973
121,18.203661200839207,15.909264386880487
122,17.556560812169277,2.4013040860385377
123,18.912678068887573,16.302203801856457
124,15.772890630034418,14.59971341299834
125,19.399231359562464,16.22697828607391
126,19.62627662152635,17.324649838684103
127,19.50402239914762,16.44568114055957
