,epsilon,distance,algorithm,dataset,dimension
0,0.5,0.21880059105386748,grid-nd-Laplace,line-dataset,2
1,1.0,0.21713658914334552,grid-nd-Laplace,line-dataset,2
2,1.5,0.21352688157778998,grid-nd-Laplace,line-dataset,2
3,2.0,0.21038086610511023,grid-nd-Laplace,line-dataset,2
4,2.5,0.20578111788888942,grid-nd-Laplace,line-dataset,2
5,3.0,0.19794211137273862,grid-nd-Laplace,line-dataset,2
6,3.5,0.19531772819802218,grid-nd-Laplace,line-dataset,2
7,5.0,0.18220312672548986,grid-nd-Laplace,line-dataset,2
8,7.0,0.16112780647451536,grid-nd-Laplace,line-dataset,2
9,9.0,0.1400931828801922,grid-nd-Laplace,line-dataset,2
10,0.5,0.22357386112936267,grid-nd-Laplace,line-dataset,3
11,1.0,0.2228172933863396,grid-nd-Laplace,line-dataset,3
12,1.5,0.22268238779638086,grid-nd-Laplace,line-dataset,3
13,2.0,0.22179875903393542,grid-nd-Laplace,line-dataset,3
14,2.5,0.21963956752062752,grid-nd-Laplace,line-dataset,3
15,3.0,0.22040672394035585,grid-nd-Laplace,line-dataset,3
16,3.5,0.21436629508720886,grid-nd-Laplace,line-dataset,3
17,5.0,0.2063732715638514,grid-nd-Laplace,line-dataset,3
18,7.0,0.19753635940428552,grid-nd-Laplace,line-dataset,3
19,9.0,0.18201317706621434,grid-nd-Laplace,line-dataset,3
