epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run
0.1,0.45000709320470983,0.7359105174696196,[0.         0.70188679 1.        ],[0.        0.2518797 1.       ],0
0.1,0.4533976450560363,0.800601956358164,[0.         0.60377358 1.        ],[0.         0.15037594 1.        ],1
0.1,0.5589587175485884,0.8462850011425357,[0.         0.68301887 1.        ],[0.         0.12406015 1.        ],2
0.1,0.32539367286139875,0.7075108111531293,[0.         0.55471698 1.        ],[0.         0.22932331 1.        ],3
0.1,0.4647893318201163,0.7893593344284882,[0.         0.63396226 1.        ],[0.         0.16917293 1.        ],4
0.1,0.4047240743367853,0.7227470760005621,[0.         0.65660377 1.        ],[0.        0.2518797 1.       ],5
0.1,0.3631295219180025,0.7209418751186838,[0.         0.59245283 1.        ],[0.         0.22932331 1.        ],6
0.1,0.20513548020995886,0.610651974288338,[0.         0.56603774 1.        ],[0.         0.36090226 1.        ],7
0.1,0.490949070790183,0.8537318314696323,[0.         0.59245283 1.        ],[0.         0.10150376 1.        ],8
0.1,0.2467016598099021,0.6235260690438983,[0.         0.62264151 1.        ],[0.         0.37593985 1.        ],9
0.5,0.40854021847070504,0.7185043552156363,[0.         0.67169811 1.        ],[0.         0.26315789 1.        ],0
0.5,0.37491842814583626,0.6733029063057391,[0.         0.72830189 1.        ],[0.         0.35338346 1.        ],1
0.5,0.3897006667612427,0.7092792930062471,[0.         0.66037736 1.        ],[0.         0.27067669 1.        ],2
0.5,0.2618527450702227,0.6254315148549839,[0.         0.65283019 1.        ],[0.         0.39097744 1.        ],3
0.5,0.39338913321038443,0.7210971136979748,[0.         0.64150943 1.        ],[0.        0.2481203 1.       ],4
0.5,0.2693573556532841,0.6309141304797496,[0.        0.6490566 1.       ],[0.         0.37969925 1.        ],5
0.5,0.29994325436232094,0.6181001642219566,[0.         0.78490566 1.        ],[0.         0.48496241 1.        ],6
0.5,0.31441339197049223,0.6648713790486959,[0.         0.63396226 1.        ],[0.         0.31954887 1.        ],7
0.5,0.2993332387572705,0.6582183563287343,[0.         0.62264151 1.        ],[0.         0.32330827 1.        ],8
0.5,0.3186267555681658,0.6337860376459377,[0.         0.75471698 1.        ],[0.         0.43609023 1.        ],9
