,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
0,0.5,0.008000000000000007,0.5087719298245614,0.008000000000000007,[0.    0.232 1.   ],[0.    0.224 1.   ],0,2
1,0.5,-0.023999999999999966,0.4794520547945205,-0.023999999999999966,[0.   0.28 1.  ],[0.    0.304 1.   ],1,2
2,0.5,0.023999999999999994,0.5283018867924528,0.023999999999999994,[0.    0.224 1.   ],[0.  0.2 1. ],2,2
3,0.5,0.040000000000000036,0.5225225225225225,0.040000000000000036,[0.    0.464 1.   ],[0.    0.424 1.   ],3,2
4,0.5,0.048000000000000015,0.5833333333333334,0.048000000000000015,[0.    0.168 1.   ],[0.   0.12 1.  ],4,2
5,0.5,-0.08800000000000002,0.44660194174757284,-0.08800000000000002,[0.    0.368 1.   ],[0.    0.456 1.   ],5,2
6,0.5,0.008000000000000007,0.5121951219512195,0.008000000000000007,[0.    0.168 1.   ],[0.   0.16 1.  ],6,2
7,0.5,0.04799999999999999,0.5394736842105263,0.04799999999999999,[0.    0.328 1.   ],[0.   0.28 1.  ],7,2
8,0.5,-0.024000000000000007,0.44,-0.024000000000000007,[0.    0.088 1.   ],[0.    0.112 1.   ],8,2
9,0.5,0.016000000000000014,0.5161290322580645,0.016000000000000014,[0.    0.256 1.   ],[0.   0.24 1.  ],9,2
10,1.0,0.032,0.532258064516129,0.032,[0.    0.264 1.   ],[0.    0.232 1.   ],0,2
11,1.0,-0.08000000000000002,0.4107142857142857,-0.08000000000000002,[0.    0.184 1.   ],[0.    0.264 1.   ],1,2
12,1.0,0.11199999999999999,0.5614035087719298,0.11199999999999999,[0.    0.512 1.   ],[0.  0.4 1. ],2,2
13,1.0,-0.12,0.3469387755102041,-0.12,[0.    0.136 1.   ],[0.    0.256 1.   ],3,2
14,1.0,-0.08,0.3611111111111111,-0.08,[0.    0.104 1.   ],[0.    0.184 1.   ],4,2
15,1.0,0.032,0.5370370370370371,0.032,[0.    0.232 1.   ],[0.  0.2 1. ],5,2
16,1.0,-0.023999999999999994,0.4444444444444444,-0.023999999999999994,[0.    0.096 1.   ],[0.   0.12 1.  ],6,2
17,1.0,0.016000000000000014,0.5178571428571429,0.016000000000000014,[0.    0.232 1.   ],[0.    0.216 1.   ],7,2
18,1.0,0.015999999999999986,0.5227272727272727,0.015999999999999986,[0.    0.184 1.   ],[0.    0.168 1.   ],8,2
19,1.0,0.0,0.5,0.0,[0.    0.272 1.   ],[0.    0.272 1.   ],9,2
20,1.5,0.016,0.5333333333333333,0.016,[0.    0.128 1.   ],[0.    0.112 1.   ],0,2
21,1.5,0.016,0.5333333333333333,0.016,[0.    0.128 1.   ],[0.    0.112 1.   ],1,2
22,1.5,0.032000000000000015,0.5666666666666667,0.032000000000000015,[0.    0.136 1.   ],[0.    0.104 1.   ],2,2
23,1.5,0.015999999999999986,0.5192307692307693,0.015999999999999986,[0.    0.216 1.   ],[0.  0.2 1. ],3,2
24,1.5,-0.07200000000000001,0.40816326530612246,-0.07200000000000001,[0.   0.16 1.  ],[0.    0.232 1.   ],4,2
25,1.5,-0.015999999999999986,0.4722222222222222,-0.015999999999999986,[0.    0.136 1.   ],[0.    0.152 1.   ],5,2
26,1.5,-0.023999999999999994,0.46938775510204084,-0.023999999999999994,[0.    0.184 1.   ],[0.    0.208 1.   ],6,2
27,1.5,0.0,0.5,0.0,[0.    0.144 1.   ],[0.    0.144 1.   ],7,2
28,1.5,-0.064,0.4,-0.064,[0.    0.128 1.   ],[0.    0.192 1.   ],8,2
