,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
0,0.5,-0.055999999999999994,0.46846846846846846,-0.055999999999999994,[0.    0.416 1.   ],[0.    0.472 1.   ],0,2
1,0.5,-0.008000000000000007,0.4953271028037383,-0.008000000000000007,[0.    0.424 1.   ],[0.    0.432 1.   ],1,2
2,0.5,0.09599999999999997,0.5555555555555556,0.09599999999999997,[0.   0.48 1.  ],[0.    0.384 1.   ],2,2
3,0.5,0.04800000000000004,0.5189873417721519,0.04800000000000004,[0.    0.656 1.   ],[0.    0.608 1.   ],3,2
4,0.5,-0.016000000000000014,0.4921875,-0.016000000000000014,[0.    0.504 1.   ],[0.   0.52 1.  ],4,2
5,0.5,-0.16800000000000004,0.4117647058823529,-0.16800000000000004,[0.    0.392 1.   ],[0.   0.56 1.  ],5,2
6,0.5,-0.03199999999999997,0.4803921568627451,-0.03199999999999997,[0.    0.392 1.   ],[0.    0.424 1.   ],6,2
7,0.5,-0.02400000000000002,0.4835164835164835,-0.02400000000000002,[0.    0.352 1.   ],[0.    0.376 1.   ],7,2
8,0.5,-0.008000000000000007,0.4927536231884058,-0.008000000000000007,[0.    0.272 1.   ],[0.   0.28 1.  ],8,2
9,0.5,-0.007999999999999952,0.49572649572649574,-0.007999999999999952,[0.    0.464 1.   ],[0.    0.472 1.   ],9,2
10,1.0,0.008000000000000007,0.5066666666666667,0.008000000000000007,[0.    0.304 1.   ],[0.    0.296 1.   ],0,2
11,1.0,-0.064,0.46078431372549017,-0.064,[0.    0.376 1.   ],[0.   0.44 1.  ],1,2
12,1.0,-0.016000000000000014,0.49230769230769234,-0.016000000000000014,[0.    0.512 1.   ],[0.    0.528 1.   ],2,2
13,1.0,0.08000000000000002,0.5480769230769231,0.08000000000000002,[0.    0.456 1.   ],[0.    0.376 1.   ],3,2
14,1.0,0.11199999999999999,0.5760869565217391,0.11199999999999999,[0.    0.424 1.   ],[0.    0.312 1.   ],4,2
15,1.0,0.016000000000000014,0.5147058823529411,0.016000000000000014,[0.   0.28 1.  ],[0.    0.264 1.   ],5,2
16,1.0,-0.008000000000000007,0.4948453608247423,-0.008000000000000007,[0.    0.384 1.   ],[0.    0.392 1.   ],6,2
17,1.0,0.064,0.5350877192982456,0.064,[0.    0.488 1.   ],[0.    0.424 1.   ],7,2
18,1.0,0.0,0.5,0.0,[0.    0.248 1.   ],[0.    0.248 1.   ],8,2
19,1.0,-0.023999999999999966,0.48739495798319327,-0.023999999999999966,[0.    0.464 1.   ],[0.    0.488 1.   ],9,2
20,1.5,0.04800000000000004,0.5384615384615384,0.04800000000000004,[0.    0.336 1.   ],[0.    0.288 1.   ],0,2
21,1.5,0.016000000000000014,0.5083333333333333,0.016000000000000014,[0.    0.488 1.   ],[0.    0.472 1.   ],1,2
22,1.5,0.07199999999999995,0.5338345864661654,0.07199999999999995,[0.    0.568 1.   ],[0.    0.496 1.   ],2,2
23,1.5,0.055999999999999994,0.5466666666666666,0.055999999999999994,[0.    0.328 1.   ],[0.    0.272 1.   ],3,2
24,1.5,0.03199999999999997,0.5166666666666667,0.03199999999999997,[0.    0.496 1.   ],[0.    0.464 1.   ],4,2
25,1.5,0.016000000000000014,0.509090909090909,0.016000000000000014,[0.    0.448 1.   ],[0.    0.432 1.   ],5,2
26,1.5,-0.03999999999999998,0.463768115942029,-0.03999999999999998,[0.    0.256 1.   ],[0.    0.296 1.   ],6,2
27,1.5,-0.03200000000000003,0.47368421052631576,-0.03200000000000003,[0.    0.288 1.   ],[0.   0.32 1.  ],7,2
28,1.5,-0.008000000000000007,0.4943820224719101,-0.008000000000000007,[0.    0.352 1.   ],[0.   0.36 1.  ],8,2
29,1.5,-0.040000000000000036,0.4861878453038674,-0.040000000000000036,[0.    0.704 1.   ],[0.    0.744 1.   ],9,2
30,2.0,0.0,0.5,0.0,[0.    0.288 1.   ],[0.    0.288 1.   ],0,2
31,2.0,-0.09600000000000003,0.45161290322580644,-0.09600000000000003,[0.    0.448 1.   ],[0.    0.544 1.   ],1,2
32,2.0,0.0,0.5,0.0,[0.    0.496 1.   ],[0.    0.496 1.   ],2,2
33,2.0,0.12,0.5728155339805825,0.12,[0.    0.472 1.   ],[0.    0.352 1.   ],3,2
34,2.0,0.09600000000000003,0.5697674418604651,0.09600000000000003,[0.    0.392 1.   ],[0.    0.296 1.   ],4,2
35,2.0,-0.08000000000000002,0.4519230769230769,-0.08000000000000002,[0.    0.376 1.   ],[0.    0.456 1.   ],5,2
36,2.0,0.007999999999999952,0.504950495049505,0.007999999999999952,[0.    0.408 1.   ],[0.  0.4 1. ],6,2
37,2.0,0.07200000000000001,0.5391304347826087,0.07200000000000001,[0.    0.496 1.   ],[0.    0.424 1.   ],7,2
38,2.0,-0.04800000000000004,0.4797297297297297,-0.04800000000000004,[0.    0.568 1.   ],[0.    0.616 1.   ],8,2
39,2.0,0.008000000000000007,0.5061728395061729,0.008000000000000007,[0.    0.328 1.   ],[0.   0.32 1.  ],9,2
40,2.5,0.06399999999999995,0.5294117647058824,0.06399999999999995,[0.    0.576 1.   ],[0.    0.512 1.   ],0,2
41,2.5,0.02400000000000002,0.5168539325842697,0.02400000000000002,[0.    0.368 1.   ],[0.    0.344 1.   ],1,2
42,2.5,-0.008000000000000007,0.4953271028037383,-0.008000000000000007,[0.    0.424 1.   ],[0.    0.432 1.   ],2,2
43,2.5,0.04799999999999999,0.53,0.04799999999999999,[0.    0.424 1.   ],[0.    0.376 1.   ],3,2
44,2.5,-0.07200000000000001,0.46153846153846156,-0.07200000000000001,[0.    0.432 1.   ],[0.    0.504 1.   ],4,2
45,2.5,-0.023999999999999966,0.4794520547945205,-0.023999999999999966,[0.   0.28 1.  ],[0.    0.304 1.   ],5,2
46,2.5,-0.008000000000000007,0.4962962962962963,-0.008000000000000007,[0.    0.536 1.   ],[0.    0.544 1.   ],6,2
47,2.5,-0.03999999999999998,0.4691358024691358,-0.03999999999999998,[0.    0.304 1.   ],[0.    0.344 1.   ],7,2
48,2.5,0.008000000000000007,0.5041322314049587,0.008000000000000007,[0.    0.488 1.   ],[0.   0.48 1.  ],8,2
49,2.5,-0.055999999999999994,0.47058823529411764,-0.055999999999999994,[0.    0.448 1.   ],[0.    0.504 1.   ],9,2
50,3.0,0.016000000000000014,0.5121951219512195,0.016000000000000014,[0.    0.336 1.   ],[0.   0.32 1.  ],0,2
51,3.0,0.02400000000000002,0.5098039215686274,0.02400000000000002,[0.    0.624 1.   ],[0.  0.6 1. ],1,2
52,3.0,-0.04799999999999999,0.47413793103448276,-0.04799999999999999,[0.   0.44 1.  ],[0.    0.488 1.   ],2,2
53,3.0,0.07200000000000006,0.5343511450381679,0.07200000000000006,[0.   0.56 1.  ],[0.    0.488 1.   ],3,2
54,3.0,-0.07200000000000001,0.4563106796116505,-0.07200000000000001,[0.    0.376 1.   ],[0.    0.448 1.   ],4,2
55,3.0,0.016000000000000014,0.5083333333333333,0.016000000000000014,[0.    0.488 1.   ],[0.    0.472 1.   ],5,2
56,3.0,0.05600000000000002,0.5686274509803921,0.05600000000000002,[0.    0.232 1.   ],[0.    0.176 1.   ],6,2
57,3.0,0.0,0.5,0.0,[0.    0.464 1.   ],[0.    0.464 1.   ],7,2
58,3.0,0.04799999999999999,0.5405405405405406,0.04799999999999999,[0.   0.32 1.  ],[0.    0.272 1.   ],8,2
59,3.0,0.055999999999999994,0.5384615384615384,0.055999999999999994,[0.    0.392 1.   ],[0.    0.336 1.   ],9,2
60,3.5,0.008000000000000007,0.5030674846625767,0.008000000000000007,[0.    0.656 1.   ],[0.    0.648 1.   ],0,2
61,3.5,0.04800000000000004,0.5238095238095238,0.04800000000000004,[0.    0.528 1.   ],[0.   0.48 1.  ],1,2
62,3.5,-0.10400000000000004,0.4462809917355372,-0.10400000000000004,[0.    0.432 1.   ],[0.    0.536 1.   ],2,2
