,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
0,0.5,0.7200000000000001,0.8169014084507041,[0.    0.928 1.   ],[0.    0.208 1.   ],0,2
1,0.5,0.704,0.7857142857142857,[0.    0.968 1.   ],[0.    0.264 1.   ],1,2
2,0.5,0.6960000000000001,0.7959183673469388,[0.    0.936 1.   ],[0.   0.24 1.  ],2,2
3,0.5,0.672,0.7916666666666666,[0.    0.912 1.   ],[0.   0.24 1.  ],3,2
4,0.5,0.704,0.8333333333333333,[0.   0.88 1.  ],[0.    0.176 1.   ],4,2
5,0.5,0.656,0.7808219178082191,[0.    0.912 1.   ],[0.    0.256 1.   ],5,2
6,0.5,0.608,0.7289156626506025,[0.    0.968 1.   ],[0.   0.36 1.  ],6,2
7,0.5,0.6719999999999999,0.7763157894736842,[0.    0.944 1.   ],[0.    0.272 1.   ],7,2
8,0.5,0.64,0.7777777777777777,[0.    0.896 1.   ],[0.    0.256 1.   ],8,2
9,0.5,0.72,0.7960526315789473,[0.    0.968 1.   ],[0.    0.248 1.   ],9,2
10,0.7,0.752,0.8455882352941176,[0.   0.92 1.  ],[0.    0.168 1.   ],0,2
11,0.7,0.6559999999999999,0.7662337662337662,[0.    0.944 1.   ],[0.    0.288 1.   ],1,2
12,0.7,0.8079999999999999,0.8531468531468532,[0.    0.976 1.   ],[0.    0.168 1.   ],2,2
13,0.7,0.752,0.8309859154929577,[0.    0.944 1.   ],[0.    0.192 1.   ],3,2
14,0.7,0.656,0.7808219178082191,[0.    0.912 1.   ],[0.    0.256 1.   ],4,2
15,0.7,0.728,0.8095238095238095,[0.    0.952 1.   ],[0.    0.224 1.   ],5,2
16,0.7,0.76,0.8368794326241135,[0.    0.944 1.   ],[0.    0.184 1.   ],6,2
17,0.7,0.6240000000000001,0.76,[0.    0.912 1.   ],[0.    0.288 1.   ],7,2
18,0.7,0.736,0.815068493150685,[0.    0.952 1.   ],[0.    0.216 1.   ],8,2
19,0.7,0.56,0.7272727272727273,[0.    0.896 1.   ],[0.    0.336 1.   ],9,2
20,1.0,0.72,0.8,[0.   0.96 1.  ],[0.   0.24 1.  ],0,2
21,1.0,0.712,0.8027210884353742,[0.    0.944 1.   ],[0.    0.232 1.   ],1,2
22,1.0,0.608,0.7676056338028168,[0.    0.872 1.   ],[0.    0.264 1.   ],2,2
23,1.0,0.6639999999999999,0.7712418300653594,[0.    0.944 1.   ],[0.   0.28 1.  ],3,2
24,1.0,0.712,0.8296296296296296,[0.    0.896 1.   ],[0.    0.184 1.   ],4,2
25,1.0,0.744,0.8444444444444444,[0.    0.912 1.   ],[0.    0.168 1.   ],5,2
26,1.0,0.728,0.8226950354609929,[0.    0.928 1.   ],[0.  0.2 1. ],6,2
27,1.0,0.632,0.7309941520467836,[0. 1. 1.],[0.    0.368 1.   ],7,2
28,1.0,0.656,0.7847222222222221,[0.    0.904 1.   ],[0.    0.248 1.   ],8,2
29,1.0,0.584,0.718562874251497,[0.   0.96 1.  ],[0.    0.376 1.   ],9,2
30,1.5,0.5760000000000001,0.7465753424657535,[0.    0.872 1.   ],[0.    0.296 1.   ],0,2
31,1.5,0.704,0.7972972972972973,[0.    0.944 1.   ],[0.   0.24 1.  ],1,2
32,1.5,0.736,0.8066666666666666,[0.    0.968 1.   ],[0.    0.232 1.   ],2,2
33,1.5,0.6880000000000001,0.7905405405405405,[0.    0.936 1.   ],[0.    0.248 1.   ],3,2
34,1.5,0.688,0.7792207792207791,[0.   0.96 1.  ],[0.    0.272 1.   ],4,2
35,1.5,0.664,0.7748344370860927,[0.    0.936 1.   ],[0.    0.272 1.   ],5,2
36,1.5,0.7120000000000001,0.8111888111888111,[0.    0.928 1.   ],[0.    0.216 1.   ],6,2
37,1.5,0.616,0.7619047619047619,[0.    0.896 1.   ],[0.   0.28 1.  ],7,2
38,1.5,0.6,0.7659574468085105,[0.    0.864 1.   ],[0.    0.264 1.   ],8,2
39,1.5,0.736,0.8108108108108109,[0.   0.96 1.  ],[0.    0.224 1.   ],9,2
40,2.0,0.7040000000000001,0.8142857142857143,[0.    0.912 1.   ],[0.    0.208 1.   ],0,2
41,2.0,0.6240000000000001,0.7532467532467533,[0.    0.928 1.   ],[0.    0.304 1.   ],1,2
42,2.0,0.648,0.7718120805369126,[0.   0.92 1.  ],[0.    0.272 1.   ],2,2
43,2.0,0.728,0.8273381294964028,[0.   0.92 1.  ],[0.    0.192 1.   ],3,2
