,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
0,0.5,0.055999999999999994,0.5507246376811594,0.055999999999999994,[0.    0.304 1.   ],[0.    0.248 1.   ],0,2
1,0.5,0.0,0.5,0.0,[0.    0.256 1.   ],[0.    0.256 1.   ],1,2
2,0.5,-0.032,0.46296296296296297,-0.032,[0.  0.2 1. ],[0.    0.232 1.   ],2,2
3,0.5,-0.016000000000000014,0.4864864864864865,-0.016000000000000014,[0.    0.288 1.   ],[0.    0.304 1.   ],3,2
4,0.5,0.0,0.5,0.0,[0.   0.16 1.  ],[0.   0.16 1.  ],4,2
5,0.5,0.015999999999999986,0.5166666666666667,0.015999999999999986,[0.    0.248 1.   ],[0.    0.232 1.   ],5,2
6,0.5,0.023999999999999994,0.5263157894736842,0.023999999999999994,[0.   0.24 1.  ],[0.    0.216 1.   ],6,2
7,0.5,0.023999999999999966,0.5176470588235295,0.023999999999999966,[0.    0.352 1.   ],[0.    0.328 1.   ],7,2
8,0.5,0.04000000000000001,0.5409836065573771,0.04000000000000001,[0.    0.264 1.   ],[0.    0.224 1.   ],8,2
9,0.5,0.16,0.6666666666666666,0.16,[0.   0.32 1.  ],[0.   0.16 1.  ],9,2
10,1.0,-0.01599999999999996,0.4861111111111111,-0.01599999999999996,[0.   0.28 1.  ],[0.    0.296 1.   ],0,2
11,1.0,0.02400000000000002,0.5319148936170213,0.02400000000000002,[0.  0.2 1. ],[0.    0.176 1.   ],1,2
12,1.0,0.0,0.5,0.0,[0.    0.224 1.   ],[0.    0.224 1.   ],2,2
13,1.0,-0.007999999999999952,0.49295774647887325,-0.007999999999999952,[0.   0.28 1.  ],[0.    0.288 1.   ],3,2
14,1.0,0.008000000000000007,0.5102040816326531,0.008000000000000007,[0.  0.2 1. ],[0.    0.192 1.   ],4,2
15,1.0,0.015999999999999986,0.52,0.015999999999999986,[0.    0.208 1.   ],[0.    0.192 1.   ],5,2
16,1.0,-0.023999999999999994,0.4634146341463415,-0.023999999999999994,[0.    0.152 1.   ],[0.    0.176 1.   ],6,2
17,1.0,0.032,0.5769230769230769,0.032,[0.   0.12 1.  ],[0.    0.088 1.   ],7,2
18,1.0,0.04000000000000001,0.5675675675675675,0.04000000000000001,[0.    0.168 1.   ],[0.    0.128 1.   ],8,2
19,1.0,-0.064,0.42,-0.064,[0.    0.168 1.   ],[0.    0.232 1.   ],9,2
20,1.5,0.09599999999999997,0.6,0.09599999999999997,[0.    0.288 1.   ],[0.    0.192 1.   ],0,2
21,1.5,-0.08799999999999997,0.42857142857142855,-0.08799999999999997,[0.    0.264 1.   ],[0.    0.352 1.   ],1,2
22,1.5,0.04799999999999999,0.5454545454545454,0.04799999999999999,[0.    0.288 1.   ],[0.   0.24 1.  ],2,2
23,1.5,0.0,0.5,0.0,[0.    0.232 1.   ],[0.    0.232 1.   ],3,2
24,1.5,-0.11200000000000002,0.4,-0.11200000000000002,[0.    0.224 1.   ],[0.    0.336 1.   ],4,2
25,1.5,0.15200000000000002,0.6461538461538462,0.15200000000000002,[0.    0.336 1.   ],[0.    0.184 1.   ],5,2
26,1.5,-0.008000000000000007,0.49382716049382713,-0.008000000000000007,[0.   0.32 1.  ],[0.    0.328 1.   ],6,2
