,epsilon,shokri_mi_adv,precision,attack_adv,tpr,fpr,run,dimension
0,0.5,-0.07200000000000001,0.41509433962264153,-0.07200000000000001,[0.    0.176 1.   ],[0.    0.248 1.   ],0,2
1,0.5,0.023999999999999966,0.5126050420168067,0.023999999999999966,[0.    0.488 1.   ],[0.    0.464 1.   ],1,2
2,0.5,0.04000000000000001,0.5675675675675675,0.04000000000000001,[0.    0.168 1.   ],[0.    0.128 1.   ],2,2
3,0.5,0.032,0.5333333333333333,0.032,[0.    0.256 1.   ],[0.    0.224 1.   ],3,2
4,0.5,-0.008,0.0,-0.008,[0. 0. 1.],[0.    0.008 1.   ],4,2
5,0.5,-0.04000000000000001,0.45614035087719296,-0.04000000000000001,[0.    0.208 1.   ],[0.    0.248 1.   ],5,2
6,0.5,0.016000000000000014,0.5121951219512195,0.016000000000000014,[0.    0.336 1.   ],[0.   0.32 1.  ],6,2
7,0.5,0.08799999999999997,0.5384615384615384,0.08799999999999997,[0.    0.616 1.   ],[0.    0.528 1.   ],7,2
8,0.5,0.09600000000000003,0.5483870967741935,0.09600000000000003,[0.    0.544 1.   ],[0.    0.448 1.   ],8,2
9,0.5,-0.016000000000000014,0.46875,-0.016000000000000014,[0.   0.12 1.  ],[0.    0.136 1.   ],9,2
10,1.0,0.0,0.5,0.0,[0.    0.096 1.   ],[0.    0.096 1.   ],0,2
11,1.0,0.07199999999999998,0.5714285714285714,0.07199999999999998,[0.    0.288 1.   ],[0.    0.216 1.   ],1,2
12,1.0,-0.023999999999999994,0.47058823529411764,-0.023999999999999994,[0.    0.192 1.   ],[0.    0.216 1.   ],2,2
13,1.0,-0.00799999999999998,0.49019607843137253,-0.00799999999999998,[0.  0.2 1. ],[0.    0.208 1.   ],3,2
14,1.0,0.0,0.5,0.0,[0.   0.16 1.  ],[0.   0.16 1.  ],4,2
15,1.0,0.0,0.5,0.0,[0.    0.032 1.   ],[0.    0.032 1.   ],5,2
16,1.0,-0.10399999999999998,0.4177215189873418,-0.10399999999999998,[0.    0.264 1.   ],[0.    0.368 1.   ],6,2
17,1.0,0.007999999999999993,0.5294117647058824,0.007999999999999993,[0.    0.072 1.   ],[0.    0.064 1.   ],7,2
18,1.0,-0.016,0.42857142857142855,-0.016,[0.    0.048 1.   ],[0.    0.064 1.   ],8,2
19,1.0,0.128,0.5784313725490197,0.128,[0.    0.472 1.   ],[0.    0.344 1.   ],9,2
20,1.5,-0.05600000000000001,0.36,-0.05600000000000001,[0.    0.072 1.   ],[0.    0.128 1.   ],0,2
21,1.5,-0.008,0.42857142857142855,-0.008,[0.    0.024 1.   ],[0.    0.032 1.   ],1,2
22,1.5,0.016,0.5384615384615384,0.016,[0.    0.112 1.   ],[0.    0.096 1.   ],2,2
23,1.5,0.03999999999999998,0.5247524752475248,0.03999999999999998,[0.    0.424 1.   ],[0.    0.384 1.   ],3,2
