,epsilon,distance,algorithm,dataset,dimension
0,0.5,0.6666320024645509,density-kd-Laplace,line-dataset,2
1,0.7,0.6327727863922946,density-kd-Laplace,line-dataset,2
2,1.0,0.6037503824188745,density-kd-Laplace,line-dataset,2
3,1.5,0.6049091456045814,density-kd-Laplace,line-dataset,2
4,2.0,0.5665754035002811,density-kd-Laplace,line-dataset,2
5,2.5,0.48486171396281663,density-kd-Laplace,line-dataset,2
6,3.0,0.4487779010210489,density-kd-Laplace,line-dataset,2
7,3.5,0.4127423071297963,density-kd-Laplace,line-dataset,2
8,5.0,0.3249465257762941,density-kd-Laplace,line-dataset,2
9,7.0,0.2618582264086634,density-kd-Laplace,line-dataset,2
10,9.0,0.20446056235514876,density-kd-Laplace,line-dataset,2
11,0.5,0.8593110844058802,density-kd-Laplace,line-dataset,3
12,0.7,0.8278826971426447,density-kd-Laplace,line-dataset,3
13,1.0,0.7894698942783863,density-kd-Laplace,line-dataset,3
14,1.5,0.7365226650439859,density-kd-Laplace,line-dataset,3
15,2.0,0.6903654720362953,density-kd-Laplace,line-dataset,3
16,2.5,0.658426248821637,density-kd-Laplace,line-dataset,3
17,3.0,0.6224794931237563,density-kd-Laplace,line-dataset,3
18,3.5,0.561151639459757,density-kd-Laplace,line-dataset,3
19,5.0,0.47892192575651465,density-kd-Laplace,line-dataset,3
20,7.0,0.3470598104605807,density-kd-Laplace,line-dataset,3
21,9.0,0.2914638633840418,density-kd-Laplace,line-dataset,3
