,algorithm,clustering_algorithm,dimensions,ari,ami,ch,sc,mechanism,epsilon
0,piecewise,KMeans(clusters=4),2,0.008401288912797424,0.007553643952752309,842.9400003633571,0.3723108740212443,piecewise,0.5
1,piecewise,AgglomerativeClustering(clusters=3),2,-0.013009324374788554,0.00421585062441541,582.3731066249265,0.30715239117223125,piecewise,0.5
2,piecewise,OPTICS(min_samples=4),2,-0.02171948332384872,-0.009643136789525015,13.621492330823767,-0.05216015547342091,piecewise,0.5
3,piecewise,KMeans(clusters=4),3,0.002764403602622116,0.000805500904784247,389.32184863602345,0.28012357381272623,piecewise,0.5
4,piecewise,AgglomerativeClustering(clusters=4),3,0.0035216780372527567,0.0009236015730365834,317.96273446252997,0.22125696114115573,piecewise,0.5
5,piecewise,OPTICS(min_samples=6),3,-0.0024131456786493687,-0.0010556682986051032,10.407808913652087,-0.35611994897226734,piecewise,0.5
6,piecewise,KMeans(clusters=4),2,0.010415440076382626,0.006153423061216863,786.0290814933633,0.36157402338268896,piecewise,0.7
7,piecewise,AgglomerativeClustering(clusters=3),2,0.005709876128677184,0.0046483305976536965,727.658867384282,0.3612884961383705,piecewise,0.7
8,piecewise,OPTICS(min_samples=4),2,-0.007400495453677383,-0.012722396285754719,14.814998379564202,-0.05812142281554903,piecewise,0.7
9,piecewise,KMeans(clusters=4),3,0.003525107466125542,0.0038775031935985417,382.21665238439846,0.26627036112505625,piecewise,0.7
10,piecewise,AgglomerativeClustering(clusters=4),3,0.0031151892005817187,0.004917811095590424,288.9233309261771,0.19537636013156673,piecewise,0.7
11,piecewise,OPTICS(min_samples=6),3,-0.005409359963109416,-0.0052472898716210215,11.92699101192191,-0.2983115046011848,piecewise,0.7
12,piecewise,KMeans(clusters=4),2,0.03056852630088041,0.025107747562055242,800.6746993899185,0.3657523947174357,piecewise,1.0
13,piecewise,AgglomerativeClustering(clusters=3),2,0.039434575830544535,0.025308244398418882,459.00380565292716,0.28462998682381946,piecewise,1.0
14,piecewise,OPTICS(min_samples=4),2,0.015502834854448842,0.003438919000365766,11.201258911632575,-0.08492416656824107,piecewise,1.0
15,piecewise,KMeans(clusters=4),3,0.008219240768408468,0.006625168751307644,420.7888898841484,0.2911712657213207,piecewise,1.0
16,piecewise,AgglomerativeClustering(clusters=4),3,-0.0009911416464858853,0.005236109322251143,307.8128533529897,0.2092386630242553,piecewise,1.0
17,piecewise,OPTICS(min_samples=6),3,0.01094116066820254,-0.005342908122737424,11.820191710842305,-0.34654243651446615,piecewise,1.0
18,piecewise,KMeans(clusters=4),2,0.029308234522344618,0.02598787370796196,778.1533648636469,0.3466085410164255,piecewise,1.5
19,piecewise,AgglomerativeClustering(clusters=3),2,0.05869267821462513,0.023985752033237596,673.3469290243318,0.3791354050167321,piecewise,1.5
20,piecewise,OPTICS(min_samples=4),2,-0.00151723251857043,0.006959576570150105,10.099939977321167,-0.08315123933307235,piecewise,1.5
21,piecewise,KMeans(clusters=4),3,0.031036260128447575,0.02180891558493982,431.9824780227509,0.2969018977802704,piecewise,1.5
22,piecewise,AgglomerativeClustering(clusters=4),3,0.015185786218252529,0.017615847130878447,314.77946549479395,0.22057327322296044,piecewise,1.5
23,piecewise,OPTICS(min_samples=6),3,-0.004640496246507183,0.003203832448279676,8.04678513279651,-0.4191074449853276,piecewise,1.5
24,piecewise,KMeans(clusters=4),2,0.07100674506021756,0.06891000944171145,739.7405036645993,0.338626972995991,piecewise,2.0
25,piecewise,AgglomerativeClustering(clusters=3),2,0.0780432073010535,0.03268694959335701,662.4994764234419,0.3906699556255765,piecewise,2.0
26,piecewise,OPTICS(min_samples=4),2,-0.0009891165082866681,-0.00647376304735822,9.563201032024375,-0.15194118250873875,piecewise,2.0
27,piecewise,KMeans(clusters=4),3,0.06996941229111328,0.04748366469490898,450.4688286564219,0.32416159608824674,piecewise,2.0
28,piecewise,AgglomerativeClustering(clusters=4),3,0.06579219539184132,0.03528963214347114,353.80899800015146,0.27652423928286135,piecewise,2.0
29,piecewise,OPTICS(min_samples=6),3,0.01581660641583551,0.010331549805954021,7.756092330255913,-0.44364040211460576,piecewise,2.0
30,piecewise,KMeans(clusters=4),2,0.15178217157325327,0.14080902008348037,734.1077239700511,0.3647373104474686,piecewise,2.5
31,piecewise,AgglomerativeClustering(clusters=3),2,0.20646385762639236,0.10315174954653687,694.495956593465,0.4081456931838073,piecewise,2.5
32,piecewise,OPTICS(min_samples=4),2,-0.01021795284928295,0.0012890501228312596,12.078942376349612,-0.028500434266329144,piecewise,2.5
33,piecewise,KMeans(clusters=4),3,0.10572903466523624,0.08152202351885798,447.51480169608686,0.3176879639993936,piecewise,2.5
34,piecewise,AgglomerativeClustering(clusters=4),3,0.047648687135463275,0.0221149416832696,325.8200585806686,0.30251202506764124,piecewise,2.5
35,piecewise,OPTICS(min_samples=6),3,0.05425661300970961,0.02600496319427952,8.898136015470396,-0.40552979309468434,piecewise,2.5
36,piecewise,KMeans(clusters=4),2,0.14327986515969987,0.14744056773996167,687.984567323219,0.3267000244999166,piecewise,3.0
37,piecewise,AgglomerativeClustering(clusters=3),2,0.2792465265750615,0.20975134237497653,661.0070900245921,0.37370413675785,piecewise,3.0
38,piecewise,OPTICS(min_samples=4),2,0.0055988577733279265,0.011551566798635922,9.659390612711722,-0.09622791408379129,piecewise,3.0
39,piecewise,KMeans(clusters=4),3,0.16109308457367688,0.13715363317905988,481.7652488459089,0.3347957754129987,piecewise,3.0
40,piecewise,AgglomerativeClustering(clusters=4),3,0.08321492285822171,0.0539754192294747,360.1998719200888,0.2951488712697195,piecewise,3.0
41,piecewise,OPTICS(min_samples=6),3,0.005037257194846043,0.01154147931379618,8.515791869206694,-0.45352563047817823,piecewise,3.0
42,piecewise,KMeans(clusters=4),2,0.3464456062053293,0.3082662658885099,726.9041580927242,0.359009036889644,piecewise,3.5
43,piecewise,AgglomerativeClustering(clusters=3),2,0.3811477946994343,0.2275796318280164,606.9972947529643,0.3947267941401917,piecewise,3.5
