,epsilon,distance,algorithm,dataset,dimension
0,0.5,10.355213060329424,piecewise,skewed-dataset,2
1,0.7,7.176189424690719,piecewise,skewed-dataset,2
2,1.0,4.892072432374288,piecewise,skewed-dataset,2
3,1.5,2.9882199396065707,piecewise,skewed-dataset,2
4,2.0,1.9681140185274315,piecewise,skewed-dataset,2
5,2.5,1.4316763932609293,piecewise,skewed-dataset,2
6,3.0,0.9860730561984927,piecewise,skewed-dataset,2
7,3.5,0.7329259266474816,piecewise,skewed-dataset,2
8,5.0,0.3540903283825515,piecewise,skewed-dataset,2
9,7.0,0.12510520765116603,piecewise,skewed-dataset,2
10,9.0,0.046459239417153755,piecewise,skewed-dataset,2
11,0.5,13.277004274143641,piecewise,skewed-dataset,3
12,0.7,9.190208645171003,piecewise,skewed-dataset,3
13,1.0,6.16297419828404,piecewise,skewed-dataset,3
14,1.5,3.769223547295638,piecewise,skewed-dataset,3
15,2.0,2.5304969928787684,piecewise,skewed-dataset,3
16,2.5,1.8995329894205362,piecewise,skewed-dataset,3
17,3.0,1.362995228711106,piecewise,skewed-dataset,3
18,3.5,1.0312915211647764,piecewise,skewed-dataset,3
19,5.0,0.48301065034739965,piecewise,skewed-dataset,3
20,7.0,0.18308391226003318,piecewise,skewed-dataset,3
21,9.0,0.06790576065750664,piecewise,skewed-dataset,3
