,area,perimeter,dimension,epsilon,mechanism,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
0,-20.492534553140214,-1.4041248455559237,2,0.5,piecewise,,,,,
1,-22.40893550498867,0.5302069524171666,2,0.5,piecewise,,,,,
2,8.017253852737417,-1.4818234826918237,2,0.5,piecewise,,,,,
3,14.165973575341368,24.568181702326516,2,0.5,piecewise,,,,,
4,15.904509895273094,12.54048601807301,2,0.5,piecewise,,,,,
5,28.47258406886554,0.5404657081381657,2,0.5,piecewise,,,,,
6,57.83011343442685,11.076013468522902,2,0.5,piecewise,,,,,
7,-7.904590383210214,28.67359324246272,2,0.5,piecewise,,,,,
8,21.39504872740245,31.361204996960506,2,0.5,piecewise,,,,,
9,-25.58405144516015,-2.1480000332805584,2,0.5,piecewise,,,,,
10,-5.523422137183409,14.63021676413386,2,0.5,piecewise,,,,,
11,13.881645072774724,8.053031006574491,2,0.5,piecewise,,,,,
12,-25.789652830191667,2.755625958956201,2,0.5,piecewise,,,,,
13,44.90503221016981,22.7181468510302,2,0.5,piecewise,,,,,
14,49.56150948267983,12.277862376541986,2,0.5,piecewise,,,,,
15,8.003269107172189,12.30238278930959,2,0.5,piecewise,,,,,
16,38.62072047949016,19.902626419638263,2,0.5,piecewise,,,,,
17,-3.1739307325970523,28.497602219203998,2,0.5,piecewise,,,,,
18,46.084441587935906,10.560199703310232,2,0.5,piecewise,,,,,
19,-4.694468014558849,6.778750677020796,2,0.5,piecewise,,,,,
20,18.29767538441288,15.409044682045806,2,0.5,piecewise,,,,,
21,-13.697421447505315,12.530472972025095,2,0.5,piecewise,,,,,
22,-12.508626812740257,2.4351531993277145,2,0.5,piecewise,,,,,
23,-4.255565481219807,14.726760882134023,2,0.5,piecewise,,,,,
24,-18.213110476431353,6.34685024180631,2,0.5,piecewise,,,,,
25,4.8830239133395885,12.397523812581088,2,0.5,piecewise,,,,,
26,36.89118981012412,18.151945238064183,2,0.5,piecewise,,,,,
27,7.82480526761427,6.215902191287674,2,0.5,piecewise,,,,,
28,-10.106802525169972,-2.4292632080726273,2,0.5,piecewise,,,,,
29,20.825588583418,-3.239648917777733,2,0.5,piecewise,,,,,
30,8.864863895809535,30.585956664515727,2,0.5,piecewise,,,,,
31,-2.3105712009838735,7.169061595461902,2,0.5,piecewise,,,,,
32,-8.89266486993058,10.776577588503708,2,0.5,piecewise,,,,,
33,51.63058191612722,15.78709627531323,2,0.5,piecewise,,,,,
34,43.17809102794127,9.276407726835377,2,0.5,piecewise,,,,,
35,29.095623747245146,12.94380782563805,2,0.5,piecewise,,,,,
36,13.158698500165723,5.630350141694037,2,0.5,piecewise,,,,,
37,0.13709981480931474,13.717510664550383,2,0.5,piecewise,,,,,
38,12.210192723411097,17.543689242270982,2,0.5,piecewise,,,,,
39,27.68383184477293,12.60469704266328,2,0.5,piecewise,,,,,
40,22.300497610249472,23.441422905646203,2,0.5,piecewise,,,,,
41,-12.671325539470223,0.353225860761267,2,0.5,piecewise,,,,,
42,-13.734084104462504,9.551545561572008,2,0.5,piecewise,,,,,
43,48.40440052955811,28.371196362755533,2,0.5,piecewise,,,,,
44,39.91801526501561,12.852248200977519,2,0.5,piecewise,,,,,
45,-10.398144783616907,-4.0427984502065595,2,0.5,piecewise,,,,,
46,30.930463775849194,7.4242759299865275,2,0.5,piecewise,,,,,
47,10.942174079854702,18.342684215837256,2,0.5,piecewise,,,,,
48,31.691723078596834,15.444221878596178,2,0.5,piecewise,,,,,
49,7.799691504129957,16.19448049885171,2,0.5,piecewise,,,,,
50,19.43069712031575,0.6123218483794667,2,0.5,piecewise,,,,,
51,10.028926964001485,-0.23078274233477591,2,0.5,piecewise,,,,,
52,27.96136806487895,17.18508366083171,2,0.5,piecewise,,,,,
53,-13.762465983664205,-3.792804492526863,2,0.5,piecewise,,,,,
54,54.082274399621866,9.880706576748105,2,0.5,piecewise,,,,,
55,-4.399518924074986,8.528536197981975,2,0.5,piecewise,,,,,
56,11.613735413459754,32.8595647052883,2,0.5,piecewise,,,,,
57,15.950150617635071,26.861520573839666,2,0.5,piecewise,,,,,
58,16.28981770366604,21.267896258658148,2,0.5,piecewise,,,,,
59,3.528470687624513,31.108610604881722,2,0.5,piecewise,,,,,
60,-19.72644864906582,-0.7439313654380043,2,0.5,piecewise,,,,,
61,-5.961730055691046,7.460329065298636,2,0.5,piecewise,,,,,
62,-6.2270207667963975,10.547415709411055,2,0.5,piecewise,,,,,
63,30.882478436507473,7.419570451645102,2,0.5,piecewise,,,,,
64,58.16120971898613,13.517186152141715,2,0.5,piecewise,,,,,
65,6.301582446724575,12.937590815756424,2,0.5,piecewise,,,,,
66,23.47263175000101,11.176020091124107,2,0.5,piecewise,,,,,
67,22.543207091607968,10.188021092652583,2,0.5,piecewise,,,,,
68,-8.114758868617661,3.8252465126468755,2,0.5,piecewise,,,,,
69,16.720984167996953,9.769177426530446,2,0.5,piecewise,,,,,
70,-25.545074142092897,3.0619624484815318,2,0.5,piecewise,,,,,
71,38.99126601527839,14.979059126904774,2,0.5,piecewise,,,,,
72,51.44452459599695,-3.2929591846714903,2,0.5,piecewise,,,,,
73,57.41895656585695,19.973606752078286,2,0.5,piecewise,,,,,
74,36.66393872367968,26.98760676138122,2,0.5,piecewise,,,,,
75,-8.657832602840593,28.493843033983115,2,0.5,piecewise,,,,,
76,36.835622201648505,6.22507340128987,2,0.5,piecewise,,,,,
77,21.692530703841495,30.475842953609334,2,0.5,piecewise,,,,,
78,22.27338638608665,12.788907714339468,2,0.5,piecewise,,,,,
79,-2.2323727692636584,24.463512143661678,2,0.5,piecewise,,,,,
80,17.753829527465864,12.98139533408542,2,0.5,piecewise,,,,,
81,42.11054094535418,11.950554131361383,2,0.5,piecewise,,,,,
82,35.36554139855843,23.802391667536554,2,0.5,piecewise,,,,,
83,45.17127433217072,33.7938651348412,2,0.5,piecewise,,,,,
84,-25.444856562768816,10.352461182271416,2,0.5,piecewise,,,,,
85,10.729493957745893,25.76078288547588,2,0.5,piecewise,,,,,
86,-5.286763399554876,27.936952668399886,2,0.5,piecewise,,,,,
87,35.09953053417261,33.50180614476024,2,0.5,piecewise,,,,,
88,-24.857729574839958,1.4410413156844915,2,0.5,piecewise,,,,,
89,52.68206920961631,30.342064249387647,2,0.5,piecewise,,,,,
90,49.2774761505248,32.2737379655531,2,0.5,piecewise,,,,,
91,25.654330613743415,-3.686647702700187,2,0.5,piecewise,,,,,
92,45.759769044657475,19.65648867203488,2,0.5,piecewise,,,,,
93,22.309555140671595,23.28477944595493,2,0.5,piecewise,,,,,
94,19.731529527146545,-2.493780571084906,2,0.5,piecewise,,,,,
95,0.523614730533491,-3.2114871175975606,2,0.5,piecewise,,,,,
96,24.30907527869045,9.03445156822448,2,0.5,piecewise,,,,,
97,53.745738907361435,32.72038542390381,2,0.5,piecewise,,,,,
