area,perimeter
14.980393500682112,14.634962653662821
14.627223996416905,14.567007677335818
13.601568425239423,13.745559162216502
13.790593413628873,14.042510432575945
16.121460298554506,14.979876227208374
14.240295852508082,14.298203362225733
14.584769370125386,14.632957767347023
13.825273506694677,14.091094990984596
16.990014865320124,16.03010566376544
16.46001591694913,15.389981058333895
15.241794975118665,14.858630103016187
13.976626395316016,14.415217865638194
13.919579141199808,14.255478078007716
13.654994140157562,13.646622105815712
13.784517528089214,13.784654625560808
14.076314252694623,15.205601876485048
14.14780161977433,14.123541623485071
15.739036483891853,14.39275964061537
14.779705627716549,14.254814201276444
12.78834552122332,13.719730518224898
13.936029772641705,14.570571946656166
14.07974418396011,14.329499201200555
15.66076010735697,14.918085384720383
12.263487710057547,13.060592073373533
14.639310105214122,14.510570336776155
16.333679388958195,15.260165888503227
12.633056857996888,13.521217208557811
12.922950327552538,14.10163593772087
13.916538035297242,14.200252534439587
13.400966537144173,14.089026311323861
13.116955809430317,13.654462360685514
15.615864224453787,15.2600476783688
13.838997835428973,14.303048770094058
14.426974398676748,13.846773334411878
15.02165643672298,13.900720564336066
16.142019550947477,15.036153521630624
16.271082402802655,14.525405372901973
17.051341702548296,15.720756011932542
14.820841960557134,14.979479833957846
14.110878297784714,13.765031686491263
13.02506495544976,13.482952619389646
13.7078483841957,13.71449217397827
13.263767015636136,13.225002566376961
15.54225098262668,14.526425708734738
15.311593067286106,14.357522171683074
13.78658472760489,14.09110231821705
15.791783746561698,14.460874572267446
15.136453001564641,14.85073090917157
14.778576842666611,14.427979450598638
14.719366261970388,14.741430712943199
14.614583374602796,14.407838032208202
16.048144667791913,14.84680031260532
14.435778171757647,14.66708461860842
14.457943365201876,14.166292609003335
14.351650568143246,14.669798746612614
15.096761367221497,14.89426037957829
14.413108812689646,14.572172835410358
15.003568675848056,14.509321031619526
15.329952088920423,14.828739486741132
12.22834856566595,13.88402222894409
11.418623507454745,12.87849269872159
11.07633550929436,12.497098400340041
12.23431042799434,13.835540521698166
13.156582373646016,13.777697368683718
12.953618111154691,13.494457219652247
12.804690698940044,13.215034539378992
14.49792261998703,13.944211249542082
13.825270602541213,14.246684147207912
14.427823037466993,14.564614460229599
12.61661524720722,13.829245426844537
17.481802095419294,16.04675558103176
16.909369140456874,15.700726441724179
17.3169450686794,15.305464278281754
18.74940793150199,16.169173820310103
16.992512510100102,15.405767710521637
17.038777528981505,14.791763532195883
17.45543489562713,15.745907913988667
20.57122736486814,17.185016148001754
19.19099515946406,16.556693648492224
16.863551995967768,15.177536470851493
16.68380149307902,15.170535912105697
18.680987400431764,16.260376091330286
20.105569766934604,17.001402367597176
18.975894207096378,16.72733771927522
19.40886841100585,16.82333297197633
19.346976179209303,16.450490427390573
18.65407938535343,15.88948812478154
18.595670827409144,16.74312181222634
21.08814449916442,17.060109197644568
21.14436087677127,16.991944901798426
20.068662078919132,16.927502783275337
18.830953588253458,16.150820683118006
18.606120148648337,16.541898937744534
18.361943921765143,16.11576143321029
18.303438974460704,15.882945247527658
17.163920057311827,15.63556548779951
19.429851061409515,17.063670337981602
18.79661621556831,16.61503713410972
18.06306046920102,16.38501009501385
17.60599719355149,16.276530100726838
16.267072931285696,15.266467235293325
17.922111320672688,15.890045399492143
19.584633230696152,16.318493713489108
18.41666774675142,16.615794196807517
19.084116447347135,16.295237836272683
18.964187007841353,16.05525697026372
18.59677147813805,16.00459258125731
17.377823100662862,16.054640953144588
19.884477543786712,16.910379856751334
18.358033218881495,16.445517883794167
18.59718381956622,16.2594997702491
19.34842834137784,16.605546950624475
19.00063472765466,16.238798434595168
18.79488661020112,16.995932138822354
20.97,17.25
19.00171243297987,16.20079772505617
18.882801621704477,16.148740816931323
