,epsilon,distance,algorithm,dataset,dimension
0,0.5,4.073077198,kd-Laplace,circle-dataset,2
1,0.7,2.8885597671428576,kd-Laplace,circle-dataset,2
2,1.0,2.008932095,kd-Laplace,circle-dataset,2
3,1.5,1.318505618,kd-Laplace,circle-dataset,2
4,2.0,0.9641023570000001,kd-Laplace,circle-dataset,2
5,2.5,0.782498678,kd-Laplace,circle-dataset,2
6,3.0,0.6550870526666667,kd-Laplace,circle-dataset,2
7,3.5,0.575250568,kd-Laplace,circle-dataset,2
8,5.0,0.3928476492,kd-Laplace,circle-dataset,2
9,7.0,0.280480558,kd-Laplace,circle-dataset,2
10,9.0,0.219420751,kd-Laplace,circle-dataset,2
11,0.5,5.809503129957212,kd-Laplace,circle-dataset,3
12,0.7,4.131687990278288,kd-Laplace,circle-dataset,3
13,1.0,3.1062167498804416,kd-Laplace,circle-dataset,3
14,1.5,2.0379449521430333,kd-Laplace,circle-dataset,3
15,2.0,1.4727719718626315,kd-Laplace,circle-dataset,3
16,2.5,1.1913848801977986,kd-Laplace,circle-dataset,3
17,3.0,0.9871734432960183,kd-Laplace,circle-dataset,3
18,3.5,0.844083190643318,kd-Laplace,circle-dataset,3
19,5.0,0.6045017227186787,kd-Laplace,circle-dataset,3
20,7.0,0.4253602503222918,kd-Laplace,circle-dataset,3
21,9.0,0.3392273557889448,kd-Laplace,circle-dataset,3
