x1,x2,y
0.7047803999555473,-1.2203000918768028,0.0
-0.17814510604717648,-0.9014794885156021,0.4994654985770812
1.3529598803132328,-0.9465648883001752,0.15288867033671283
3.103175267222397,0.23352609941630031,0.03456611817288734
1.9494887287801903,-0.27020809359420933,0.19566209547916577
0.7047803999555473,-0.2868436175756899,0.4
-0.010485491295953053,-1.3900737816650452,0.156957341945011
2.2935294510418527,-0.2868436175756899,0.0
1.0977378378079667,-1.190200013387649,0.058581924732631234
1.2911175011263627,-0.6689484426216874,0.07073044670278013
2.2935294510418527,-0.2868436175756899,0.0
1.497007226412317,-0.554413684199286,0.9517288903909532
0.7047803999555473,-1.2203000918768028,0.0
1.8083644823544098,-0.4181921766684877,0.05963496242438656
1.5298210031219734,-0.9253325190806408,0.11299793148476237
1.6781186876522378,-0.6898666024165027,0.11675833360188625
2.45094708942048,-0.054684958500183664,0.14941010236206834
3.4105009559571413,0.2605687164594579,0.39937864381551336
0.7047803999555473,-1.2203000918768028,0.0
-0.8839686511307583,-2.1537565661779157,0.0
2.2935294510418527,-0.2868436175756899,0.4
2.2935294510418527,-0.2868436175756899,0.0
0.7047803999555473,-1.2203000918768028,0.0
0.7047803999555473,-1.2203000918768028,0.0
0.7047803999555473,-1.2203000918768028,0.0
1.2434102284590833,-0.9322928935951403,0.003131866771810592
0.2548546930528134,-1.7287325279475074,0.4036688558926237
1.8014030912965533,-0.2359732705069418,0.4042785532838977
0.9892998840407716,-1.0648105398659815,0.2687337082368726
0.2501473513704082,-1.3665222432813127,0.2678342786295426
3.8822785021281585,-0.2868436175756899,0.0
-0.8839686511307583,-2.1537565661779157,0.4
3.6767514329503124,0.4631583801165628,0.15821676057400028
0.7047803999555473,-1.2203000918768028,0.0
1.7841130207803702,-0.5216069838274562,0.18900025404376056
0.7047803999555473,-1.2203000918768028,0.0
0.7047803999555473,-1.2203000918768028,0.0
1.440000725709826,-0.8002363366865202,0.014326983320299873
2.623964469748632,-0.017625660942734656,0.03152703941093644
-0.8839686511307583,-2.1537565661779157,0.0
-0.3004612858470943,-1.9066729229571635,0.002863783540862787
0.7047803999555473,-0.2868436175756899,0.0
2.2935294510418527,-1.2203000918768028,0.0
0.7047803999555473,-0.2868436175756899,0.0
0.7047803999555473,-1.2203000918768028,0.2
-0.19565674213882284,-1.8684647782325003,0.04287842651443043
0.43594056690933797,-1.3015150523351642,0.08680190072420305
0.7047803999555473,-1.2203000918768028,0.0
0.7047803999555473,-1.2203000918768028,0.0
2.2935294510418527,-0.2868436175756899,0.0
0.3060644831040498,-1.4316378310575906,0.03317143252347644
0.4608575300502145,-1.2543086820454354,0.1479985828165363
-2.472717702217064,-3.087213040479029,0.0
0.4209840882433861,-1.1087251291288194,0.1809708389732811
-0.5069462324954468,-1.6771394086662712,0.24425202663249257
2.54482806940832,0.21607474801796042,0.13924533960014476
3.8822785021281585,0.6466128567254232,0.0
-0.33645076169574745,-1.5447104199416395,0.4123273142690714
0.7047803999555473,-0.2868436175756899,0.0
2.1259710683961512,-0.371393510989929,0.06815268647140356
-0.8839686511307583,-2.1537565661779157,0.0
2.796869784605999,-0.3752197633769202,0.24626170969266958
0.7047803999555473,-1.2203000918768028,0.0
0.7047803999555473,-1.2203000918768028,0.6000000000000001
0.7047803999555473,-1.2203000918768028,0.0
