x1,x2
-3.498920372654455,-2.307694282921521
-3.4413048065614262,-0.9739696761890064
-4.150831402867006,-0.2073834096884444
-3.7563311092035354,2.1384603016393546
-4.459952679788581,0.45582740046061815
-2.929436890318645,-1.3300882169107688
-3.242270642430384,0.7666958524186778
-3.833769108372959,-1.8765348364459804
-2.6169951131641613,0.9722060143088715
-2.9418270444034884,-0.5063541365344141
-4.508114491641024,0.14257433428830774
-4.144093217336433,1.1969344194241043
-4.03710241968915,-1.5859321559435269
-3.6889275555398933,-1.3482589062080705
-2.6452364555285177,-0.8643293736009561
-3.2340756287384615,0.47385336997116223
-1.7303582661451355,-1.5144691174165585
-4.479903836976409,-3.3651113052459314
-3.2676146007745435,0.6314495429689757
-4.195295769172739,0.6005610424836239
-3.5843636825522736,1.2468829396686067
-2.7496828308693333,-0.2982367916436411
-2.171565360441529,-0.2215215186757174
-3.901635887859208,1.215199130563848
-5.147090966394679,-2.2196652150459477
-2.877014164147637,-0.22902651291794512
-2.4630779832781626,-1.9631061264849705
-2.419883459459993,0.2171208961688845
-3.1890799046421274,-0.6296052548451037
-3.8550500462741595,-2.7248003307505075
-2.932851317093969,-2.548043155618473
-3.407292117545958,-0.682012924176449
-3.2162511506324667,0.2893401775545654
-2.8435901551939686,-1.3139121544178158
-2.9853434585729537,0.9596111986158915
-1.966707161569303,0.5168634895318434
-3.0440213047495592,-0.49301460253518203
-3.7047859366028315,0.23895368172105672
-0.17227275225311103,2.1107298566280046
-3.8380645790477,-2.06604161686997
-3.8962750801908608,0.5912111667501153
-3.477199794605622,0.38272578500661114
-3.935756612059144,-0.5063042884608131
-2.824559832831987,0.26337256249413743
-3.2293532570489907,0.8934288491548257
-2.2810861215379847,-2.4583693835481784
3.437526108333255,1.2572927954639763
-2.9829663102481296,-0.4760599145268651
-3.3510409421787806,0.434704029853171
-0.5328132713290542,1.3107074689551699
-2.5559876968093165,-1.6712194835706313
-4.113423257839808,-0.9015001932255242
-3.4153072876171544,-0.1915648736266405
-3.3187114131774798,-0.8435752463655959
-3.999869844361269,2.059176450424903
-4.089088134677525,-0.7232806916733772
-3.760870898083616,-0.7864034367176058
-2.8716199746802027,0.16407374347143022
-2.8421664336978316,-1.566096685627943
-2.9052868168721644,1.2023034311014176
-2.95227134999589,0.14778695417455948
-3.2603283939745,-0.2311023494880957
-3.3324903716861467,0.043398548315813294
-3.1759094497774822,-0.4768305150657082
4.553590520434058,-1.4515717791402747
-3.212599731256039,1.97271663404629
-4.936239574599741,1.791051481478212
-3.5647888024215564,0.12240005809002458
-2.2590625023781734,0.0081723816759646
-3.200655319746325,0.5152252834809464
-2.5433756737882836,-1.4913103530052265
