area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
12.030851302730882,11.25466792769881,0.9000953236790228,4.678010839835753,3.3776298282580792,0.612608388141995,4.860625288634281
14.773777091976303,13.717557566226644,0.871716254309012,5.63101395991523,3.5012702168577197,0.5761435394636963,6.214540346672725
13.911184789450553,15.993279254283829,0.9048993440903016,4.564984726530191,3.273352566317097,3.1740228546226525,4.501168294249579
14.709113947239091,13.626961129476515,0.9189145025231479,5.306237876931609,2.252683832574538,1.4428353479785927,4.662296035900956
14.785921795800794,15.6425808755333,0.91593342052874,4.744785726951217,3.621866715853192,0.41483283850852676,5.317408250222686
13.602363596036339,13.945064327732377,0.8935658372709047,5.358358457322414,3.4749360014038415,2.80847764219086,4.547586882313965
12.856478261401298,14.207768072975714,0.8945721528293945,5.348170333243055,2.8281350563437146,10.537186802587268,5.059191942866893
12.190336747338527,13.715957988611597,0.8834693486183477,5.262650290697417,3.2183637313272295,2.99518623563158,4.621679247236594
8.314002674191455,15.570574171255528,0.9026741513642537,6.208075421503734,3.3288319011237038,0.255862069721463,6.053347566057939
15.59781650591494,14.869841647635822,0.934950541730121,5.689949316025194,3.6493275916034578,1.1044433268935154,5.62186586292849
13.107272958083062,14.755216416600241,0.8557107073236849,6.761646533207021,3.1465080685139215,5.53944928045226,5.304416060395982
12.283585700302138,15.393983930151302,0.8862815396384147,5.580733084526362,2.4871870151511444,1.4626874419508726,5.074468715158479
20.68066936609504,13.418295750432677,0.8816776658729587,5.1198634765195825,3.191255570031511,3.3971861535268597,4.369886121496322
13.427644467936215,18.06700561660127,0.8813407410786295,5.334681492270523,3.144122179669951,8.319876076174598,4.610043224228246
18.00543859866872,12.650556056253732,0.8811150364720093,5.488392067868785,3.1046953227591927,2.715105066871894,5.053321053564383
8.009577431040297,13.95606294589719,0.9143160179246282,5.318919067596625,3.383266930981487,3.9070278373544878,4.8367793894262565
13.150557016731005,12.867131481544742,0.9428955968931264,4.823076130948156,3.697726821284617,5.566951878461586,4.283084820305429
16.07034325625037,14.59682088251534,0.9097576878487252,4.963161929652571,3.479966825588406,-0.12086806884620638,5.064657958764834
15.493640630938467,17.77190926072954,0.9230643279450051,4.932212638307597,3.4264175084845645,5.075178900382544,4.403961146086253
10.609123507959525,13.063314051383609,0.860336179572416,6.42814843144129,2.4111582819537323,3.328220244196221,6.02177191461287
14.958434499126202,11.506988191834099,0.7833218866393132,5.440716112104748,3.229928838136562,2.577950761887199,5.040015098529972
14.336448849679613,14.213113046636543,0.7973271358143943,5.582235461892269,3.1695525682621106,1.8881563631413674,4.854754175668797
14.403756337024722,14.475225548119,0.9059529568534141,5.39703391791249,2.3050077593245977,-0.32564791063184434,4.7728306542242525
9.653537955653904,12.99640228062127,0.8655212026892506,5.04858701659985,2.9566716578651016,-0.028164826639010022,4.827802289269022
15.9096524826213,16.552157535429796,0.8815611009579151,6.037763793121124,3.2318811872533226,0.7131786211864307,4.796988505873883
