area,perimeter,length of kernel
7.812002389324833,14.829394497572737,5.971934321072544
14.765032510685488,15.421725593165226,5.589325161525265
5.967856502106616,22.354700744614753,8.908211518862487
15.178104845295813,8.170614972374146,7.413510250891189
20.227371121224536,15.670619108898038,2.4023389011178775
12.204104021329634,12.892556731646383,4.540380800752207
34.49647824713072,16.66070955922279,3.5304164579581814
15.33897931019244,7.9264550930456785,3.91284950973507
9.969009402982005,23.463340611985352,8.986615382703219
21.699415111318885,9.724090287195088,5.411129286131763
0.19026548011924627,16.927597556176014,8.94211435904931
12.002662467927323,15.962350356501606,5.2538720560782926
12.944740651155614,9.180727038163578,5.650486686854041
4.161633505911862,17.687851314900595,8.898988639686396
18.05103937978837,18.9560750739466,5.190951015336821
35.95748685714236,10.211583420976643,6.835716911936418
5.7897157446171486,21.539625322483023,4.447229917632117
20.158038982308366,11.386115179338107,3.0827548883465354
36.17285394244438,13.516511881621874,4.284715817754062
4.830102838194555,11.360174481823645,7.612284185523661
-4.2136628439821955,8.235635362899675,4.411958704497914
12.163969673466552,16.045723900585415,5.661972357659119
17.25493967386517,10.491844287802639,8.92923860799953
1.4462886809857685,14.555477806734805,7.299517759949059
-0.2405415664465644,19.14700222104428,6.156134062341799
3.2590556845687373,15.41752603382118,5.364662743332475
-3.1923796752256752,6.513005906085646,6.313100192722619
2.8471333636509373,20.364479378876332,5.684048403184053
4.683570248412587,16.170526401136065,9.390207569465892
9.280152710399872,22.3960690612376,6.605232317721628
6.747253877494655,17.880422874553766,4.606457051176306
22.89906635416884,11.560273326057148,5.284306541660896
27.032060581988365,22.6824712031033,6.397423775151216
9.380769361808772,19.669084921180104,3.340739865002848
5.62874761809877,18.95104032399969,6.928187520113281
11.53761200785066,14.901866352142928,6.580623634879113
13.525752737667343,17.548624673501827,6.901974542564071
25.351963656673448,16.83971908010948,2.9082094648337384
19.156703902162917,13.772827255867755,3.2193149295251704
20.040424113789577,18.24980981279352,3.4853839408860114
31.523010979704125,21.437136746879634,3.606987991868143
35.414658223166,12.358367813698843,4.813440481205996
3.271248630605835,15.3080061783848,5.8758221563041255
9.458352224493227,12.200709238851239,5.848474101098165
8.337467684826546,15.634539320789873,9.220974078057958
