area,perimeter,length of kernel
14.338256614209344,14.61535224901889,5.277269934781434
15.382811024909001,14.473642922479385,5.440142934670054
14.665207974296381,14.507854862726498,4.859061222100237
12.137553444374268,14.590137268117974,7.445319446082744
14.707780854989153,15.603879855563742,6.816903665156554
15.077176213350741,14.481195357559402,5.308039156084526
13.977101412408215,15.01754073498403,5.508357759620685
14.220439234577785,14.03297511431092,5.201803526976953
17.340003406252894,16.069659508953016,5.9026182074303515
17.367494213720526,15.80333504793476,5.372325155581979
14.669962708825043,14.345735326506935,5.400508039664234
13.31595993846927,14.310230556695098,5.7950875495136165
14.241616498169178,13.33367192911196,5.773105632058627
13.534732562260992,14.159495334307863,5.25351319015069
13.940038997237851,12.98731686174699,6.7229450150316525
14.512057411479805,14.303632017756806,5.716196436255907
13.340676818741164,14.359707762631825,4.101478484047867
15.850718643872543,14.401389547262122,4.2311337726609946
15.917421129510464,13.70171037693751,3.3543345307581096
12.571368332949367,13.388755375603987,5.426573962336686
15.03076909768474,14.168499297877254,4.6932793756286575
14.56082892772921,14.121661081365477,6.102792874739265
16.76139763906364,14.844768178883777,7.839170607665377
11.350987035945266,13.06763153111395,5.901171711374484
14.880023565317472,14.996434784917444,6.870894198133449
16.10364884819283,15.159142794646264,5.648384583259604
13.129306688820481,13.739663455814663,5.939753460209753
13.408153475249938,14.455937292129562,6.21597307158071
14.158709654148405,14.245170190514328,5.1010442978775545
13.06332833060243,13.961247336678452,7.175347451016957
14.387949365036981,15.396763364388557,4.717801807331799
15.870204661802287,14.817649301903598,5.591144854982818
14.222614809890196,14.40381496594325,5.548215657890876
13.79567944601257,14.015666828111039,5.422083395583287
14.824086390062751,14.66426833032085,5.764688586224037
16.085935983803143,15.031647723508438,5.2712132435558
16.98765718024223,13.727286435028772,5.608159434400881
15.805067755846437,14.779215336661222,5.891767326463846
13.758747182402995,14.333550214539475,6.052101993534482
14.384996152737079,14.19902094655984,6.363860537816631
12.781155416946183,13.938641319599641,5.354962928537132
13.005687081865332,13.903728046437715,4.3226982620623575
13.4675226440597,13.159196974567653,4.405170456322865
16.7729606368134,14.308071016516852,6.681618287020347
15.265039069731852,14.512714295244516,5.46344520866324
13.96552632753187,13.96716424974532,5.395053787811538
14.318566344181004,14.50428010458702,5.22716315330277
15.220345957957202,14.64514473702626,4.909086420889891
14.706649369243811,14.668719230857072,5.380569700840974
15.071274613093058,14.939149130067724,5.752047693217023
13.319788068857132,13.616373563889754,5.263129706944588
16.12581420709971,14.96004682876178,3.4111252480343337
14.343155233938097,14.55535532026176,6.796096638323315
15.478441534255706,13.754688655080347,6.986329798662299
14.338217027279528,14.53671108068518,6.21918451812521
15.158965832131496,14.761955447749953,5.954547545341161
14.675629206497183,14.664966200571289,7.328996156464777
14.85428709565288,14.3802830702694,5.900844898814047
15.67820528786952,14.832902181494818,5.727207878816924
11.602914040373886,13.835081420214252,5.53236397419726
11.93996100915507,13.606605059373429,5.736949728782212
12.167383966745707,13.032131914695297,3.1507003308093355
12.367544011144933,13.188335963872355,5.033044145629625
14.261003610933026,13.974496739301735,8.055959337633773
11.803887633297242,13.010198916529076,5.345679169963972
13.602160837986224,13.291043420588114,4.5727534659504405
14.205355559204303,14.510391708476966,6.595747791428716
14.044591002275443,14.290940097669314,5.974990564771116
14.72769280397035,14.54971985305211,5.515531115941076
12.44624751717059,14.055462152324694,4.88434084846101
18.051977358466463,15.350187425794129,6.212203992389515
15.647402738643432,15.547473247450794,5.907491759880137
16.2054354219266,14.8127687145864,8.066084198973318
19.873452714307138,15.86810582787924,6.043456667766043
17.682090662947427,15.34334549750722,4.598239606247164
17.23133837475336,16.635106462769667,6.62169045461373
17.21810412936177,15.725387418267223,6.321290605179689
20.70919077462274,17.229752453653376,7.777064275539847
18.987909694908254,16.512712692010417,6.147265511560174
15.624502547252291,15.635472117495807,6.3083831826432455
16.73530179300731,15.400334595149022,6.251123707005239
18.278736842078455,16.07022193911435,7.166310750709389
19.7735978625143,16.79887399939142,5.504129594921279
19.283251160640166,17.002066495018955,6.2495282185729915
19.456641555020386,16.874255842546813,7.172866152708863
17.903868389925037,16.150620438316476,5.616885069295026
17.42244835629413,16.966982696774124,6.974005578128148
19.14638764387242,16.68974081653392,5.664338031793054
21.51529489377314,16.994777404167237,6.745454670326315
21.96665355034865,16.790915161472522,6.79349921238755
20.041228276296746,16.883231518264438,6.703780663642859
18.847317878113905,16.205304776230143,5.379683727144407
18.788286045549956,16.398248643207523,6.795808689828965
18.048972275890232,16.857415407751756,6.208683670701311
18.023025836579844,15.781037363140966,6.722743504035024
17.41347691788804,16.057076092953977,6.367196597234174
18.75078430688585,16.115141124182458,6.765870803758625
19.07380450654044,17.064218677770068,6.8633174442143465
17.45361177924905,16.052570183600974,7.211960004116272
19.407110052375124,16.88710483666857,5.585526024008249
15.928557156179732,15.081759629698576,5.210410035966691
18.36599556970203,16.150514569654106,6.178484831416028
18.08002568777806,15.970835386277571,5.143655014791182
19.519503690631456,16.636395332067636,6.451934928725966
18.914666110556674,16.414654843204598,6.520034583509573
18.89100145953457,16.276351724675337,5.657550548621509
18.679889175204966,16.473451247601908,5.680204241804613
16.87252771964346,16.751143539153958,5.271796300851602
19.317462732161317,17.097993696692516,6.702612545010104
18.248691368088707,16.102594634646724,6.442594681180818
18.093697373193635,16.022752280950154,5.834453089237662
19.012712750131747,16.634726337176804,5.95477467373323
18.679422942506825,15.989413555458412,5.968613828970895
18.293244108457603,17.049916596500303,6.804625786079869
21.521464744469302,17.152283703827678,6.749794541689767
19.43112602487316,16.360873452076053,6.2191932842290125
19.379699950865565,16.299434087675742,5.021458054349253
19.67608670271364,16.518942670086588,4.620358558651159
19.972371080719956,15.926638617221121,5.729695199758339
21.05133784390507,16.514402007765565,7.9248961217039575
20.228868673188856,16.921047981502078,7.285794383527261
18.227573549403882,16.08916375321802,7.130340830074368
15.80278963917585,15.213998851267498,7.066211884058573
17.60530003571381,16.040758085081617,5.648754440410754
16.0641237201405,15.331009183535501,6.029497674109309
18.754139956132818,16.180640712643957,5.652457597999775
18.807234300304106,15.639714266445528,7.276285057386958
16.94111822490228,16.94927682107753,5.103255759220877
20.957482711977985,17.148749215419638,5.173297161305404
16.70358445041174,15.5815895957227,6.233517244092851
18.45409017684199,16.01736960831927,6.374120104305135
20.030063803352462,15.341499454196686,4.73910889792033
15.84755204614643,15.570103124921985,5.980955239036941
15.676088855128189,16.08019064895399,6.578064062548365
15.337703394080371,14.956308314925135,6.382668216707605
15.171595766235162,14.713889918513509,5.241391616157474
17.304816575780126,15.936112210632265,6.119097435285246
15.137644287562784,14.91517932494066,6.6056419166048075
15.615016172253581,15.114917124464027,5.144185202942762
15.926364452190075,15.527952664469234,5.762751909934852
13.299801311067155,14.548557564845908,5.707079903915681
13.21918245505293,14.168712065723271,5.632108954302105
13.661556661550176,13.883607988360499,3.519408826567994
