area,perimeter,length of kernel
21.18,12.41,6.675
10.59,12.41,6.675
12.708,15.314,4.899
21.18,17.25,4.899
10.59,12.41,4.899
21.18,12.41,6.675
21.18,17.25,6.675
21.18,12.41,4.899
21.18,12.41,4.899
21.18,12.41,4.899
21.18,17.25,6.675
21.18,13.378,4.899
12.708,17.25,6.675
10.59,17.25,6.675
10.59,17.25,6.675
10.59,17.25,4.899
16.944,16.282,4.899
21.18,15.314,4.899
21.18,17.25,6.675
10.59,12.41,4.899
21.18,17.25,4.899
21.18,17.25,6.675
10.59,12.41,6.675
21.18,12.41,6.675
10.59,12.41,4.899
10.59,12.41,6.675
10.59,17.25,4.899
10.59,17.25,5.9646
21.18,17.25,6.675
21.18,17.25,6.675
10.59,16.282,6.675
10.59,12.41,6.675
21.18,12.41,6.675
10.59,12.41,6.675
10.59,14.346,4.899
12.708,17.25,4.899
21.18,12.41,4.899
10.59,12.41,6.675
10.59,17.25,6.675
10.59,14.346,4.899
10.59,12.41,4.899
10.59,12.41,4.899
21.18,12.41,6.675
21.18,12.41,6.675
21.18,15.314,6.675
21.18,12.41,6.675
21.18,17.25,6.675
10.59,17.25,4.899
16.944,17.25,6.675
10.59,17.25,6.675
21.18,17.25,6.675
21.18,17.25,4.899
21.18,17.25,4.899
10.59,17.25,4.899
10.59,15.314,4.899
10.59,12.41,6.675
10.59,12.41,4.899
10.59,12.41,6.675
21.18,17.25,6.675
21.18,17.25,6.675
19.061999999999998,17.25,4.899
21.18,17.25,4.899
10.59,12.41,6.675
10.59,12.41,4.899
21.18,12.41,6.675
21.18,17.25,6.675
10.59,17.25,4.899
10.59,17.25,4.899
14.826,14.346,6.675
10.59,13.378,4.899
10.59,17.25,6.675
10.59,17.25,6.675
21.18,12.41,4.899
10.59,17.25,6.675
21.18,12.41,6.675
10.59,17.25,6.675
10.59,17.25,6.675
21.18,12.41,6.675
10.59,12.41,4.899
10.59,12.41,6.675
10.59,17.25,6.675
10.59,12.41,6.675
16.944,14.346,6.675
21.18,17.25,6.675
10.59,17.25,4.899
21.18,12.41,6.675
21.18,15.314,6.675
10.59,17.25,6.675
21.18,17.25,6.675
21.18,17.25,6.675
16.944,17.25,4.899
10.59,12.41,6.675
21.18,12.41,6.675
21.18,12.41,4.899
10.59,17.25,6.675
10.59,17.25,6.675
21.18,17.25,4.899
10.59,12.41,4.899
21.18,17.25,6.675
21.18,17.25,4.899
10.59,17.25,6.675
21.18,12.41,6.675
21.18,17.25,4.899
10.59,12.41,6.675
10.59,17.25,6.675
21.18,17.25,4.899
10.59,17.25,4.899
10.59,17.25,6.675
21.18,17.25,6.675
10.59,17.25,6.675
10.59,12.41,4.899
10.59,12.41,4.899
21.18,12.41,4.899
10.59,17.25,4.899
10.59,17.25,4.899
12.708,17.25,4.899
21.18,17.25,6.675
10.59,17.25,6.675
21.18,12.41,4.899
10.59,12.41,4.899
21.18,17.25,6.675
21.18,17.25,4.899
10.59,12.41,4.899
21.18,17.25,6.675
21.18,12.41,6.675
10.59,17.25,6.675
21.18,17.25,4.899
10.59,12.41,6.675
10.59,17.25,4.899
10.59,17.25,4.899
14.826,17.25,6.675
10.59,12.41,6.675
21.18,17.25,6.675
10.59,17.25,4.899
21.18,17.25,4.899
21.18,17.25,6.675
10.59,12.41,6.675
10.59,12.41,4.899
10.59,17.25,4.899
21.18,12.41,6.675
10.59,17.25,6.675
10.59,12.41,4.899
10.59,17.25,4.899
21.18,12.41,4.899
21.18,12.41,6.675
21.18,12.41,6.675
10.59,17.25,6.675
10.59,17.25,4.899
21.18,12.41,6.675
10.59,12.41,4.899
12.708,12.41,6.675
10.59,17.25,4.899
10.59,12.41,6.675
21.18,12.41,6.675
19.061999999999998,12.41,6.675
21.18,12.41,4.899
10.59,17.25,4.899
21.18,17.25,6.675
10.59,15.314,6.675
10.59,17.25,4.899
21.18,12.41,6.675
10.59,12.41,4.899
10.59,12.41,4.899
10.59,15.314,4.899
21.18,17.25,6.675
21.18,17.25,4.899
21.18,12.41,6.675
10.59,17.25,4.899
21.18,17.25,4.899
21.18,17.25,4.899
21.18,12.41,6.675
21.18,12.41,6.675
10.59,12.41,4.899
10.59,12.41,4.899
21.18,17.25,6.675
14.826,17.25,4.899
21.18,17.25,4.899
21.18,14.346,4.899
21.18,12.41,6.675
10.59,12.41,4.899
10.59,12.41,4.899
16.944,12.41,6.675
12.708,14.346,6.675
12.708,16.282,6.675
10.59,17.25,4.899
21.18,17.25,4.899
10.59,17.25,4.899
21.18,17.25,6.675
10.59,12.41,4.899
10.59,12.41,6.675
10.59,12.41,4.899
10.59,12.41,4.899
10.59,12.41,6.675
14.826,17.25,6.675
10.59,14.346,4.899
10.59,12.41,5.2542
10.59,12.41,4.899
10.59,12.41,6.675
21.18,17.25,6.675
10.59,17.25,4.899
16.944,17.25,6.675
10.59,16.282,6.675
10.59,12.41,4.899
10.59,12.41,6.675
10.59,12.41,4.899
10.59,17.25,4.899
10.59,12.41,4.899
10.59,17.25,4.899
10.59,12.41,4.899
12.708,13.378,6.675
