,area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
0,18.328372118018343,15.225078322821608,0.7539698768657325,5.665895681951092,3.311727055699635,2.221037653262083,5.219983910888808
1,18.469996905648124,17.225237696579143,1.1492315194757328,5.3384184349464725,3.3180217268605507,1.0155123438018387,4.956544436789543
2,15.512444950628957,14.095871079765809,0.9053242619721522,5.290923060257839,3.3370495164690412,2.698995387438567,4.824996183313759
3,16.256989470116682,13.180917208214904,0.18952029352693545,5.532308598968024,3.346511248698911,2.261325494189556,4.804321475107899
4,17.908534960389524,14.573886415734775,0.9646906508522316,5.629885462207756,3.5665870517173897,1.3557761920986549,5.174251716401551
5,17.334467179047984,14.426553762465307,1.106508906037463,5.445132706858067,3.2866377405831,2.4672048237855986,4.954781523806178
6,19.066433517000284,13.672160844703756,0.283524532835739,5.523955775156397,3.2369918540459075,3.5775719778568296,5.218843815744127
7,19.730907616559563,13.871583498455488,0.7844068699120095,5.3648724086274,3.2927466002466366,2.6971785511254613,4.999815799894575
8,19.402911109464387,14.27907470900886,0.76944458427812,6.036171584452941,3.4821163180498917,2.0406992115661735,5.876929166335821
9,19.65961457451403,14.22335045481684,1.0160433523525298,5.85634236412633,3.5297738257120597,1.970623873558174,5.532273990424391
10,17.991582670445663,14.611509015716228,0.9089031619181679,5.725137978269132,3.24207876034608,4.543016427752634,5.314013139464662
11,14.941308797967435,14.189055905389404,0.8911676019620507,5.444271426713358,3.2038763082802406,1.7158651585789948,5.000590768022662
12,15.606365910777315,14.800414008803099,0.8013830155348132,5.392987257650045,3.1938855720219537,3.9829949829881817,4.737160340988523
13,19.464837047940946,14.507928137591858,0.7770855569706487,5.567589814075897,3.1394521144175824,3.137349516053741,4.872275364849707
14,16.316455537629828,15.692199525646902,1.3445646809729206,5.324915630702487,3.196241550878178,2.9590584811692415,4.831610660951619
15,16.708906230289596,13.344357232976039,1.1338074620559508,5.511888952154195,3.3740702203032518,4.173693762761909,4.783546171042061
16,18.416417600713427,14.103616303063951,1.0592525421545822,5.101640403091648,3.394711190698458,5.231178992076975,4.780982134637533
17,19.356230847896825,13.337520525258281,0.5885337567825801,5.316683709600724,3.4330474360154293,1.575373329522237,5.052264389963854
18,16.052970066816275,14.874760240560699,0.8969998345233345,5.204029624909082,3.4660084902839126,1.767001932213859,4.648998447906666
19,16.77417380363422,14.410134639173998,0.5229919901354254,5.082394006649424,3.11346258949362,4.0918363932255675,4.91983418383931
20,17.333112687445364,13.916144974677776,0.9664546998064856,5.6812730531943085,3.129386473847053,3.0724424840722704,5.176146424851103
21,17.79823214231223,13.82874690186124,0.878686857506665,5.511144811618652,3.1680599430819343,2.688017404659509,5.218997678391829
22,18.595996720293673,13.427813334026249,1.1811763815597955,5.685999068721628,3.4562356852273597,0.7833568664579161,5.087238968590811
23,13.758195099267603,11.68941656366637,0.9444924104281741,5.1186580583056065,2.926587912523561,1.4169442511064596,4.961125687201004
24,19.54748988309449,12.150925237331203,1.6552618401136696,5.877511050258095,3.2867251124960397,1.768536143301569,4.9963533183826385
25,18.627516065815417,15.132267927935908,0.893942488996707,5.832770206080758,3.421062438211217,0.9030446153269847,5.306972865097817
