,area,perimeter
0,15.836844023932308,15.841561087529653
1,15.674964921305088,14.891567450924992
2,13.404079274059352,12.955989158363643
3,15.116123259075543,15.22815710425647
4,16.659730038026478,12.752427014112614
5,11.510197586620102,15.480745049865986
6,13.631994621353847,16.64479021929185
7,19.51766524129969,13.482562976458995
8,19.894793715893826,15.29580511865415
9,13.695089817378133,15.969176503327782
10,12.707069490625354,16.87792828864931
11,14.972852593773927,13.259255492376568
12,17.909305818622038,15.849320468586912
13,15.826276192139431,13.69587990733367
14,14.366179021669403,13.99242895501078
15,11.543114968957994,17.084083072951326
16,15.943068671923536,17.227796982921557
17,20.10862296543754,15.490729348485637
18,14.382752932277485,13.012780041253292
19,15.536908907847556,15.983927646655777
20,12.440997950318774,13.29822982360578
21,13.831957151005605,14.233955389749893
22,15.57387919238146,12.76721694006564
23,13.935263388232357,13.925261783707827
24,14.286731387160106,13.803813992948726
25,17.87158038572071,16.9796663399534
26,12.377657410189698,13.8728483483078
27,11.66081625390597,12.702975012853098
28,19.599919236784075,12.575084156851787
29,15.149154706867234,12.937163862012852
30,16.68552742805521,12.782135187786755
31,19.906673984899502,16.754200641801212
32,13.949216391610758,12.819679294227447
33,13.245928792764492,12.681948320491978
34,17.148205081913776,13.833624678625846
35,15.893987756334726,13.14253984933367
36,18.449533378386615,15.599106198550713
37,14.13792044112021,14.030540067574549
38,17.21715609978383,12.45399970046521
39,20.048255991532912,14.75037718816701
40,14.586241282052299,13.419419131719067
41,12.385567414168333,14.630663594153425
42,18.568966265097593,16.17737537581447
43,11.843061038384391,14.9053382776221
44,16.804283267365015,16.875457192912542
45,17.510929351684876,13.169421014954025
46,17.72668031957526,12.772349062502384
47,12.433530462954998,14.77673051414351
48,19.421082776757927,14.418269204190125
49,19.605791709450468,15.817031561950762
50,15.16552535118627,12.633900592446077
51,21.00014022336405,13.059711498707097
52,11.609757264408646,15.631439075066762
53,18.70481281812167,13.5040164844545
54,11.251766078639049,13.463561410517219
55,15.929543338939263,13.145736800955586
56,18.421639761628988,17.171729149206246
57,16.50650903034926,13.966816878308094
58,20.379266813527536,13.617910846695345
59,15.726076116817719,15.309623932161262
60,15.298345443498306,14.696994986627864
61,19.044625163744875,16.19931468808305
62,20.20403579267797,12.490762913750398
63,13.143690964011123,15.714867714647207
64,14.91805190533722,15.060516015507343
65,10.773801915735593,14.335169071171178
66,17.797007110671036,13.191945347120978
67,20.220154662718713,15.684875076669247
68,11.443891321595412,12.7239300271101
69,18.821425445285254,16.50628954294199
70,13.047922895773787,13.2088433416124
71,19.734800493962624,12.651707351804044
72,19.26051736157907,16.611405725203063
73,14.98187778427189,16.816624291970868
74,11.761545791517008,14.460595327683018
75,17.85679623262645,15.963736480969006
76,13.148837758728156,13.043654535233404
77,13.751422795441238,12.712134229329612
78,14.964067840626956,13.208906269905837
79,15.79096717174657,13.071983489194498
80,20.90673016919687,13.08664646945004
81,18.661123182454315,16.019816784741586
82,19.19538466218275,15.523384134944155
83,18.277533728496135,14.199533693861518
84,18.73163130920719,15.836262850284202
85,19.565085289710375,16.895598617411792
86,14.986546420262421,15.865983276968304
87,19.115323595313235,14.807596318252552
88,15.773755544397483,15.923621191613037
89,18.230687947421398,13.126290067746886
90,14.299214065879951,17.156675309854233
91,14.777395211384214,14.824339668488408
92,15.366867833411572,15.160636113644461
93,14.959233686301872,13.605411049498318
94,15.635134503995536,14.873936331643169
95,15.93009174455637,15.529823359387496
96,18.988131203977325,14.02862420005441
97,19.565783863788504,14.83979276174066
98,12.469058075558166,12.84843025694309
99,14.993212734427036,15.679872953770857
100,18.03485404484407,12.78077422916537
101,14.679198594175347,16.52861500191777
102,11.831426640373044,16.036848878669304
103,17.15658895165986,16.636018791826096
104,12.981637222568539,13.651465809246591
105,18.957472672666817,17.20748700684161
106,16.52117541012052,13.206744741138111
107,15.245750664325154,16.504335590926075
108,14.427781049054198,15.584391526219633
109,17.339656603891065,13.66161626781761
110,15.463237498369876,16.77658437786484
111,19.908475913943395,15.626441953080821
112,17.06940819559194,16.17003310674896
113,19.225136052495422,14.884098539149612
114,16.719479264416663,14.404852148661499
115,13.266624673500091,16.195105185023124
116,18.249983689826863,13.493854041835856
117,18.761437494237768,13.724215647796807
118,17.97819218984717,14.173056510804372
119,20.775878138069082,16.750464982192796
120,19.499660764266352,15.391836142034297
121,14.970143947810833,16.709582239216637
122,12.147280628786309,12.982729335251834
123,17.723786649258557,17.207510294435785
124,11.050932816485862,14.522507476084598
125,13.504675677561167,16.049799708020277
126,16.139107734567716,14.158996227503753
127,16.81601813683332,12.930760213716756
128,16.52228178887484,15.566056915707325
129,14.087837601222473,12.800621395671596
130,12.03281437878129,15.570193019479863
131,19.296851336330633,16.051768868027885
132,18.10636889873436,17.226333008924996
133,19.915581594406714,12.831126852088415
134,16.982475772630956,13.373188684154165
135,11.882205278143982,14.157116493254975
136,15.66599291286396,13.534996544017769
137,12.945301697813633,15.325812283131775
138,14.431168909585157,16.49972180384408
139,17.91117924912578,14.167052247196883
140,10.962318439997748,14.896923296900264
141,19.000954392793478,14.362180780472658
142,15.63671994211759,14.08006793409356
143,16.047028166736837,16.515350089646343
144,19.58635451430948,15.265748734547284
145,15.700272574474493,16.928400670877444
146,18.836554424645907,16.82929622425106
147,16.256930726672664,13.960080894305488
148,12.730263054026805,14.863763170308784
149,13.767569037896473,16.76520502306725
150,14.186113837458848,13.526526010553788
151,13.763612840075456,16.592461845088152
152,13.068561966480726,13.978528301135894
153,16.141193692173765,15.351758386669173
154,19.979375886164377,15.947069088131668
155,11.503140796202471,14.61956780412752
156,16.917228106960355,12.947027660820131
157,12.964190631623675,15.987228270182548
158,17.10016641232658,16.852309217946697
159,11.743388557899697,16.266801572325562
160,14.6659662852204,16.75741305472821
161,10.72141711274388,16.390106871095448
162,11.496203943429183,14.278049332311596
163,17.116400238080352,15.843230685447416
164,10.731522598786293,15.53804725401469
165,12.138787230469605,17.097709457489557
