x1,x2
-3.4110214592641617,-1.721880412125504
-3.089311937883234,-1.3307253170623243
-3.35831304685053,-0.40519592914994507
-3.2595818073912244,1.934967112711693
-3.9760348988179417,0.5923661383052242
-3.038384670979718,-1.607866799111669
-3.1450422280574646,0.701260906000335
-3.142956720670166,-1.736708750792341
-2.8384319355979826,1.0022722204658854
-2.5073025938863345,-0.6154072135683445
-3.9645948498287797,-0.023658881108979554
-3.2021432446525866,1.144573367854586
-3.275605204950979,-0.9749741508350824
-3.523390469842229,-1.4395672104064494
-2.4716749905380655,-0.5855497857177477
-3.2378548086480583,0.7471620403351467
-3.2702027346968965,-1.410024365599707
-4.149350255149108,-2.9666351866135536
-2.531745612100719,-0.5019303535388406
-3.7548525065090885,0.5258131262479863
-2.714371517452431,0.9602447184679633
-2.580210060144729,-0.31194841927894157
-2.1783572138068,-0.29742260662401
-3.652240772007812,1.1971432384796532
-4.537820735440745,-1.8169461956014894
-2.890530347033645,-0.5437017725759816
-1.975224804961538,0.12267683695194304
-2.248296672643031,0.6908231709545056
-2.7355616173833024,-0.6445261579902164
-3.2706639580797106,0.14070810288791297
-2.2984364900720813,-2.892936179230921
-3.23516156069536,-0.6058270340432459
-2.8960649903412223,0.5045766623464312
-2.8455721952280535,-0.8739957776422772
-2.3909929699234116,0.09742437204864486
-1.8739375431677212,0.806004827292432
-2.6370061315475897,-0.2438450869920044
-3.3153335312879006,0.20973718064468455
-3.2316586154544567,-0.9257682609840888
-3.815178312072081,-0.3198913321547319
-3.4345507878102364,0.5239422548526568
-3.6148691138167646,0.033856059238947245
-3.342299057659798,-0.6140867119124878
-2.860462849183582,0.2567726394188967
-3.4565711913112693,0.41975979704072425
-2.4122111185349273,-2.2081462629659527
-2.8123839857240123,1.1551332020787708
-3.048635260483716,-0.48913749146120267
-3.335616082155943,0.4306265749261163
-2.87343176592422,1.1941986869518375
-2.9283896620041707,-1.4450856582702356
-3.96118342961434,-0.5540180063802029
-3.2692382976480476,-0.547024367823747
-3.126744510747023,-0.7969551639816701
-3.7413251204184124,2.1255550294585532
-3.6189585017724126,-0.6833009080947539
-3.2790050207592656,-0.6178091942806665
-2.612839381207636,0.17993823079982046
-2.794555329789668,-0.9113596077241695
-2.848997319052421,-0.48872555281668045
-2.3187166369227254,0.2120615333226171
-3.314924077223496,-0.1042930268292322
-2.8952842390813998,0.030188956250951207
-3.1094765073026105,-0.14694667484789187
-2.818471674433676,-1.5037470031450526
-3.0597359295422275,0.0919762954347576
-4.4909679293865326,1.0617491101950964
-3.0301625981469633,0.23705436371698366
-2.3846495979523405,0.5177510661589098
-2.30569492883696,0.6710520052057406
-2.6402031293199797,-1.3089613572970147
-2.2828893385934066,1.6024830871384819
-2.849286855103049,0.014947756050118333
-2.7830972680188246,1.8939052755690233
-3.323905535195395,-0.7832042537581154
-3.2953123012432313,1.7773811614556938
-2.643977793081388,1.062424258443607
-2.295628850496952,0.6011922420308969
-3.053809417976312,-0.33117889206345696
-3.3034888754765053,-0.27196674908978796
-3.010245052163154,1.0476620102121859
-2.4335944295708822,0.025161852901443904
-3.7207986587406,-1.3698303257785922
-4.220292246496033,-1.6309188592005417
-3.054817458932287,-0.3890766521005553
-3.3264569204394387,0.4068923549779772
-3.3800943307872418,0.2732095491805957
