,epsilon,distance,algorithm,dataset,dimension
0,0.5,4.124063131702727,density-kd-Laplace,heart-dataset,2
1,0.7,2.8633533805940066,density-kd-Laplace,heart-dataset,2
2,1.0,1.9853178090310444,density-kd-Laplace,heart-dataset,2
3,1.5,1.347909697710881,density-kd-Laplace,heart-dataset,2
4,2.0,0.987286212841016,density-kd-Laplace,heart-dataset,2
5,2.5,0.7812273222953903,density-kd-Laplace,heart-dataset,2
6,3.0,0.6518920202257759,density-kd-Laplace,heart-dataset,2
7,3.5,0.5719260041661066,density-kd-Laplace,heart-dataset,2
8,5.0,0.4059451057384759,density-kd-Laplace,heart-dataset,2
9,7.0,0.28845828497513737,density-kd-Laplace,heart-dataset,2
10,9.0,0.21982257389986387,density-kd-Laplace,heart-dataset,2
11,0.5,6.0509952728478815,density-kd-Laplace,heart-dataset,3
12,0.7,4.243510525572895,density-kd-Laplace,heart-dataset,3
13,1.0,2.9605203985709942,density-kd-Laplace,heart-dataset,3
14,1.5,2.029006360409873,density-kd-Laplace,heart-dataset,3
15,2.0,1.4878145418629989,density-kd-Laplace,heart-dataset,3
16,2.5,1.2121507351662189,density-kd-Laplace,heart-dataset,3
17,3.0,0.9972810664026848,density-kd-Laplace,heart-dataset,3
18,3.5,0.8574496757165321,density-kd-Laplace,heart-dataset,3
19,5.0,0.6068995286443992,density-kd-Laplace,heart-dataset,3
20,7.0,0.4350775059493874,density-kd-Laplace,heart-dataset,3
21,9.0,0.3350906368295394,density-kd-Laplace,heart-dataset,3
22,0.5,7.951629960400568,density-kd-Laplace,heart-dataset,4
23,0.7,5.660700934402166,density-kd-Laplace,heart-dataset,4
24,1.0,4.011340441795903,density-kd-Laplace,heart-dataset,4
25,1.5,2.658451712578098,density-kd-Laplace,heart-dataset,4
26,2.0,2.0367866975624898,density-kd-Laplace,heart-dataset,4
27,2.5,1.6105891280408466,density-kd-Laplace,heart-dataset,4
28,3.0,1.3396417530893536,density-kd-Laplace,heart-dataset,4
29,3.5,1.1211264439282413,density-kd-Laplace,heart-dataset,4
30,5.0,0.8062407716772713,density-kd-Laplace,heart-dataset,4
31,7.0,0.5742106520120123,density-kd-Laplace,heart-dataset,4
32,9.0,0.45207239616670164,density-kd-Laplace,heart-dataset,4
33,0.5,10.05920868555635,density-kd-Laplace,heart-dataset,5
34,0.7,7.112205380962715,density-kd-Laplace,heart-dataset,5
35,1.0,5.094162956393502,density-kd-Laplace,heart-dataset,5
36,1.5,3.3386780741523157,density-kd-Laplace,heart-dataset,5
37,2.0,2.5132562608456563,density-kd-Laplace,heart-dataset,5
38,2.5,2.0052839570094543,density-kd-Laplace,heart-dataset,5
39,3.0,1.6777803885757152,density-kd-Laplace,heart-dataset,5
40,3.5,1.4167108431846156,density-kd-Laplace,heart-dataset,5
41,5.0,1.0043716527805213,density-kd-Laplace,heart-dataset,5
42,7.0,0.7019598926424093,density-kd-Laplace,heart-dataset,5
43,9.0,0.5607016322258533,density-kd-Laplace,heart-dataset,5
44,0.5,11.951680817737655,density-kd-Laplace,heart-dataset,6
45,0.7,8.630008298346503,density-kd-Laplace,heart-dataset,6
46,1.0,5.9934776969734695,density-kd-Laplace,heart-dataset,6
