,type,epsilon,ari,ami,ch,sc
0,"KMeans(clusters=3, init=random)",0.05,0.02166439981948904,0.017405348844489712,174.33872533508637,0.40068244978509576
1,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.05,0.01027091354231512,0.03411828406690766,231.36129125754002,0.38338773969966283
2,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",0.05,0.006747156250916371,-0.001687589253337248,12.098830020081465,0.028633661859062347
3,"KMeans(clusters=3, init=random)",0.1,0.017309558413039983,0.015996748150147528,168.66655728228926,0.39277966784127794
4,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.1,0.007921861245601675,0.015818398773413962,224.26282006967455,0.37623270406995696
5,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",0.1,0.0014158228934271493,-0.006619288690738428,11.244945541989358,-0.029720507303340592
6,"KMeans(clusters=3, init=random)",0.5,0.14484210044453166,0.1370310658449979,171.4260138392864,0.39108045877235004
7,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",0.5,0.04822253212979316,0.11022807014265328,243.3234377753247,0.41534242584597364
8,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",0.5,0.024213129580773603,0.0697922892835092,13.225684676973405,-0.05681934430021483
9,"KMeans(clusters=3, init=random)",1.0,0.34421194254811976,0.3685250267184804,260.7353188701071,0.4027672186167484
10,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",1.0,0.1116099125037386,0.24374325663472005,252.89094039263074,0.38281199990275405
11,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",1.0,0.09838431275849314,0.23455249070939194,27.944510727403404,0.11371710884359423
12,"KMeans(clusters=3, init=random)",2.0,0.4352790852407996,0.5040674067097278,435.30026852352995,0.49005705315443465
13,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",2.0,0.28127515538255815,0.44219831548045485,317.9303776704388,0.33732899379522474
14,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",2.0,0.216676323326847,0.32276652237944736,51.62575466720492,0.12599490043328015
15,"KMeans(clusters=3, init=random)",3.0,0.5423666693640596,0.5323431342532128,670.5713489434502,0.535059448483087
16,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",3.0,0.32633992578307947,0.5003645141552415,524.9174833638745,0.3468435378642734
17,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",3.0,0.4482351366366847,0.4610480703021781,155.37733888278552,0.3510067204476478
18,"KMeans(clusters=3, init=random)",5.0,0.6305498326038375,0.6192581356843734,820.3892738183877,0.5759272587509301
19,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",5.0,0.4866257853134467,0.6056738358061036,797.2934391779811,0.4041557146178197
20,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",5.0,0.31317038431709215,0.37465260618643087,97.63467864819826,-0.022486055317218593
21,"KMeans(clusters=3, init=random)",7.0,0.6612793349668252,0.6476370302076024,904.8715180662282,0.595015892631604
22,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",7.0,0.5559062313160016,0.6671149274711288,1203.7469414857728,0.46951803413631127
23,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",7.0,0.2888274749510744,0.4196340693979714,202.5653053376364,0.5039396892319769
24,"KMeans(clusters=3, init=random)",9.0,0.6272551977684431,0.6691573149293337,960.7903193194359,0.6163840295874883
25,"AffinityPropagation(damping=0.5, distance_metric=euclidean)",9.0,0.5766648426321211,0.6739240913710481,1288.497093384361,0.48613016132585385
26,"DBSCAN(samples=4, distance_metric=euclidean, eps=0.2)",9.0,0.4130828939235684,0.5482071562057559,227.8803513291701,0.39727667425859614
