,epsilon,shokri_mi_adv,attack_adv,tpr,fpr,run,dimension
0,0.5,0.16392396084550998,0.5785359885815266,[0.         0.60377358 1.        ],[0.         0.43984962 1.        ],0,2
1,0.5,0.14888636686054757,0.5703182579564489,[0.         0.60377358 1.        ],[0.         0.45488722 1.        ],1,2
2,0.5,0.031678252234359494,0.5192889103881969,[0.         0.42641509 1.        ],[0.         0.39473684 1.        ],2,2
3,0.5,0.18642360618527448,0.5940645087400324,[0.         0.58867925 1.        ],[0.         0.40225564 1.        ],3,2
4,0.5,0.06264718399773017,0.5247489239598279,[0.         0.66415094 1.        ],[0.         0.60150376 1.        ],4,2
5,0.5,0.09608455100014185,0.5470589052707641,[0.         0.55849057 1.        ],[0.         0.46240602 1.        ],5,2
6,0.5,0.0019009788622499357,0.5009416195856874,[0.         0.50566038 1.        ],[0.        0.5037594 1.       ],6,2
7,0.5,0.0472549297772733,0.5216295892261139,[0.         0.56981132 1.        ],[0.         0.52255639 1.        ],7,2
8,0.5,0.07717406724358067,0.5393974507531866,[0.         0.52830189 1.        ],[0.         0.45112782 1.        ],8,2
9,0.5,0.15616399489289262,0.5845884305649474,[0.         0.53962264 1.        ],[0.         0.38345865 1.        ],9,2
10,0.7,0.07415236203716835,0.526966373288484,[0.        0.7245283 1.       ],[0.         0.65037594 1.        ],0,2
11,0.7,0.14552418782806065,0.5571425388266227,[0.         0.70943396 1.        ],[0.         0.56390977 1.        ],1,2
12,0.7,0.07358490566037734,0.5342706502636204,[0.         0.57358491 1.        ],[0.  0.5 1. ],2,2
13,0.7,0.1454532557809618,0.5588556077287808,[0.         0.69056604 1.        ],[0.         0.54511278 1.        ],3,2
14,0.7,0.17908923251525039,0.5816727912633922,[0.         0.63773585 1.        ],[0.         0.45864662 1.        ],4,2
15,0.7,0.22791885373811888,0.6111895468261219,[0.         0.62641509 1.        ],[0.         0.39849624 1.        ],5,2
16,0.7,0.06273230245424877,0.5239280535053353,[0.         0.68679245 1.        ],[0.         0.62406015 1.        ],6,2
17,0.7,-0.004809192793304051,0.4983374366117056,[0.         0.72075472 1.        ],[0.         0.72556391 1.        ],7,2
