,epsilon,distance,algorithm,dataset,dimension
0,0.5,4.124063131702727,grid-kd-Laplace,heart-dataset,2
1,0.7,2.8633533805940066,grid-kd-Laplace,heart-dataset,2
2,1.0,1.9853178090310444,grid-kd-Laplace,heart-dataset,2
3,1.5,1.347909697710881,grid-kd-Laplace,heart-dataset,2
4,2.0,0.987286212841016,grid-kd-Laplace,heart-dataset,2
5,2.5,0.7812273222953903,grid-kd-Laplace,heart-dataset,2
6,3.0,0.6518920202257759,grid-kd-Laplace,heart-dataset,2
7,3.5,0.5719260041661066,grid-kd-Laplace,heart-dataset,2
8,5.0,0.4059451057384759,grid-kd-Laplace,heart-dataset,2
9,7.0,0.28845828497513737,grid-kd-Laplace,heart-dataset,2
10,9.0,0.21982257389986387,grid-kd-Laplace,heart-dataset,2
11,0.5,6.0509952728478815,grid-kd-Laplace,heart-dataset,3
12,0.7,4.243510525572895,grid-kd-Laplace,heart-dataset,3
13,1.0,2.9605203985709942,grid-kd-Laplace,heart-dataset,3
14,1.5,2.029006360409873,grid-kd-Laplace,heart-dataset,3
15,2.0,1.4878145418629989,grid-kd-Laplace,heart-dataset,3
16,2.5,1.2121507351662189,grid-kd-Laplace,heart-dataset,3
17,3.0,0.9972810664026848,grid-kd-Laplace,heart-dataset,3
18,3.5,0.8574496757165321,grid-kd-Laplace,heart-dataset,3
19,5.0,0.6068995286443992,grid-kd-Laplace,heart-dataset,3
20,7.0,0.4350775059493874,grid-kd-Laplace,heart-dataset,3
21,9.0,0.3350906368295394,grid-kd-Laplace,heart-dataset,3
22,0.5,7.951629960400568,grid-kd-Laplace,heart-dataset,4
23,0.7,5.660700934402166,grid-kd-Laplace,heart-dataset,4
24,1.0,4.011340441795903,grid-kd-Laplace,heart-dataset,4
25,1.5,2.658451712578098,grid-kd-Laplace,heart-dataset,4
26,2.0,2.0367866975624898,grid-kd-Laplace,heart-dataset,4
27,2.5,1.6105891280408466,grid-kd-Laplace,heart-dataset,4
28,3.0,1.3396417530893536,grid-kd-Laplace,heart-dataset,4
29,3.5,1.1211264439282413,grid-kd-Laplace,heart-dataset,4
30,5.0,0.8062407716772713,grid-kd-Laplace,heart-dataset,4
31,7.0,0.5742106520120123,grid-kd-Laplace,heart-dataset,4
32,9.0,0.45207239616670164,grid-kd-Laplace,heart-dataset,4
33,0.5,10.05920868555635,grid-kd-Laplace,heart-dataset,5
34,0.7,7.112205380962715,grid-kd-Laplace,heart-dataset,5
35,1.0,5.094162956393502,grid-kd-Laplace,heart-dataset,5
36,1.5,3.3386780741523157,grid-kd-Laplace,heart-dataset,5
37,2.0,2.5132562608456563,grid-kd-Laplace,heart-dataset,5
38,2.5,2.0052839570094543,grid-kd-Laplace,heart-dataset,5
39,3.0,1.6777803885757152,grid-kd-Laplace,heart-dataset,5
40,3.5,1.4167108431846156,grid-kd-Laplace,heart-dataset,5
41,5.0,1.0043716527805213,grid-kd-Laplace,heart-dataset,5
42,7.0,0.7019598926424093,grid-kd-Laplace,heart-dataset,5
43,9.0,0.5607016322258533,grid-kd-Laplace,heart-dataset,5
44,0.5,11.951680817737655,grid-kd-Laplace,heart-dataset,6
45,0.7,8.630008298346503,grid-kd-Laplace,heart-dataset,6
46,1.0,5.9934776969734695,grid-kd-Laplace,heart-dataset,6
47,1.5,3.927375678016343,grid-kd-Laplace,heart-dataset,6
48,2.0,3.0135817526376902,grid-kd-Laplace,heart-dataset,6
49,2.5,2.4204161888075113,grid-kd-Laplace,heart-dataset,6
50,3.0,1.9838142971774442,grid-kd-Laplace,heart-dataset,6
51,3.5,1.7012264324843769,grid-kd-Laplace,heart-dataset,6
52,5.0,1.2167457612889572,grid-kd-Laplace,heart-dataset,6
53,7.0,0.8621339607791082,grid-kd-Laplace,heart-dataset,6
54,9.0,0.6672516647422115,grid-kd-Laplace,heart-dataset,6
55,0.5,13.974404185645863,grid-kd-Laplace,heart-dataset,7
56,0.7,10.074020232258315,grid-kd-Laplace,heart-dataset,7
57,1.0,7.023673066439222,grid-kd-Laplace,heart-dataset,7
58,1.5,4.745330067184614,grid-kd-Laplace,heart-dataset,7
59,2.0,3.4971500737937253,grid-kd-Laplace,heart-dataset,7
60,2.5,2.75265784035265,grid-kd-Laplace,heart-dataset,7
61,3.0,2.326257258121566,grid-kd-Laplace,heart-dataset,7
62,3.5,2.0106312545015235,grid-kd-Laplace,heart-dataset,7
