area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
16.123880935518446,14.290194441938093,0.9864322255118406,5.759180512581921,3.313664946261327,2.220419363766496,5.219664837379853
16.331750619949183,14.555883202809566,0.8804799385577797,5.5538954821761335,3.3329316977601238,1.0180271036714201,4.956017979023315
15.86459748907138,14.015193181939937,0.9300195410339468,5.288191653409268,3.335915240769553,2.6985721546716364,4.825133337122439
14.991532797414752,13.665613398865585,1.009751748665041,5.339091599021262,3.3885848572218293,2.2637363062762352,4.806556813916277
17.189631514537012,16.047243122903065,0.9715497094070322,5.629894603578286,3.558848893454418,1.3555800484561475,5.1749716522583675
16.535476021310075,14.064334367343765,0.9734611932614193,5.3893098306154315,3.3111843824825575,2.462184660592027,4.9558303913604504
15.442508691890849,14.14643317485907,0.81277920668243,5.508338714096442,3.246098740283519,3.5833560195113536,5.219206568767104
15.171370962515697,13.277417116894608,1.3251820020424074,5.525084361131533,3.2934940562827717,2.6963557210002915,5.000010686118716
17.779229773073965,14.631825920242722,0.8566771253215733,6.05453259013825,3.4657441843108434,2.0396298301845457,5.877031591321325
18.61346122204562,14.367444247770234,1.1701972453974019,5.9322110358544125,3.5280635462116052,1.9607551684081352,5.536862819028538
16.0778847650728,14.857083687600708,0.8669322155690848,5.7128561682787815,3.2418031478511335,4.543000109275021,5.313999890241231
16.25064741188164,13.389922139363248,0.6012023075401411,5.2754049606813345,3.1713765492347035,1.702204117030677,5.004725951477633
16.752000424695133,11.880550849632627,0.11706053695200536,5.411879077593689,3.2011437224433172,3.9858883997903587,4.738076806514843
16.183788679156944,14.60419399186661,0.7832207367974536,5.401963157155138,3.1429709662078307,3.128472195943508,4.872180822221993
16.456683805956406,13.026160123431843,0.926922592727988,5.507263389142856,3.107833023538772,2.931952811213219,4.824998188222924
17.085535983240387,14.138802425985347,1.1013305163484417,5.370017976464632,3.3350582515810943,4.1848776983229445,4.781010042857013
17.999548931486054,14.177440909987496,0.847393831882322,5.0999795149712455,3.3763075229782205,5.233079420078805,4.780039995668014
17.34977836483361,13.939682723013684,0.8461570617498044,5.575439232970763,3.5264076338070747,1.593540310545979,5.04534730713386
15.974496307830357,14.90633647048574,0.8066268311650485,5.264922174687951,3.4649153901551544,1.7674244825580008,4.648773128891432
15.096066058822927,13.578223347776602,0.8746729988508624,5.227069192988814,3.04848320443078,4.102003557714502,4.914000938343118
17.34690968006377,16.003247979859403,1.2161811504376487,5.585062069640079,3.1340052769362945,3.0724484159556296,5.175999528642218
