,area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
0,16.01208305695879,14.937599583865575,0.869958854520223,5.762671838542402,3.311759487211904,2.2209462592733717,5.2200333131971695
1,15.296666666666667,14.023333333333333,0.9183,5.491,3.4094444444444445,0.7651,4.9703333333333335
2,15.296666666666667,14.561111111111112,0.9183,5.293666666666667,3.4094444444444445,2.4741888888888885,4.744666666666666
3,14.736993719405143,14.33822007355216,0.9523687414644237,5.3280427125775764,3.376255580745177,2.258409569423075,4.804744636081631
4,16.473333333333333,15.09888888888889,0.9183,5.6883333333333335,3.5653333333333332,1.6196444444444444,5.196
5,15.311027919519674,14.296521524519898,0.8803382953225212,5.3874049807832876,3.3118088452321492,2.4620125051973143,4.956001863610666
6,15.424032365283168,14.225525205004939,0.8469470251009199,5.570857714807868,3.2573952552264624,3.585072801080393,5.219568380561563
7,14.84711800730264,14.213855369686483,0.8923930669129955,5.418792903399083,3.3017643470664204,2.6998617154020543,5.000009370445892
8,16.877311004458214,15.465899587307977,0.8773386575694588,6.051938727135963,3.464558510187706,2.0397992922562698,5.877093757496868
9,17.055275914032524,15.324124661381594,0.861461691645171,5.880704870260497,3.5045901775877093,1.9688848761156545,5.533103783626619
10,16.473333333333333,14.023333333333333,0.8081,5.6883333333333335,3.2535555555555558,4.183277777777778,5.421666666666667
11,14.74154330131326,13.928105685080697,0.7547052881275126,5.360756642847985,3.185479541814472,1.7164427930603459,5.000752934391596
12,15.296666666666667,13.485555555555555,0.8081,5.491,3.2535555555555558,4.183277777777778,4.744666666666666
13,14.17963159565576,14.16055633444711,0.8742725799906663,5.479028321416052,3.156003780174266,3.1359952377958193,4.872000773673342
14,14.323859681730406,13.973337784082057,0.9192981984058604,5.474007080267002,3.109197555144972,2.929359052902884,4.824845158897959
15,15.296666666666667,13.485555555555555,0.8081,5.491,3.2535555555555558,4.183277777777778,4.744666666666666
16,14.120000000000001,13.485555555555555,0.9183,5.096333333333333,3.4094444444444445,5.037822222222222,4.744666666666666
17,16.23901974354471,15.131801562556207,0.8509346339545906,5.518865518063299,3.5113516521938983,1.5998780866185025,5.045627000385746
