x1,x2,class
-0.9964717698475479,-0.9402605002145721,0
-1.0374717586135467,-0.9926829540890759,0
-1.032647828155087,-0.9954400251935529,0
-0.9116865244813133,-0.9488025927235094,0
-0.9806994381641276,-1.0484599340335983,0
-1.0113414398319305,-1.0084650119827265,0
-0.9110225371136679,-1.0252611434070078,0
-1.0230000154623689,-0.9826734404991546,0
-0.8843842853474556,-1.004888033254725,0
-0.9923842973480187,-0.917794994985027,0
-1.015673287706772,-0.9249067256862461,0
-0.9582439663855521,-0.9753815957414329,0
-0.9399850335454311,-0.9670504524090502,0
-0.958592746166937,-1.0388170413692037,0
-0.9957095487491946,-0.9924207091765815,0
-0.9365265962772482,-0.9817485994732973,0
-0.8602004222029773,-0.944486322168823,0
-1.016912989532582,-0.9511096877046611,0
-0.9888613764697611,-0.9469033015076276,0
-1.0475012361755547,-0.9787147944486939,0
-0.9568184098944138,-0.9668847767133968,0
-0.9211845975083993,-0.9802831609729088,0
-0.8816400347284079,-0.9701862987608594,0
-1.0112472336759573,-0.9035713043980392,0
-0.8927263619983087,-1.0408049533277073,0
-0.9576541734768161,-0.9588500886212725,0
-0.9390600641705511,-0.9916788126130458,0
-0.9624650939511237,-0.9184348363059606,0
-0.9187619489763045,-0.9187651350837404,0
-0.9491887977287998,-0.9246123171313287,0
-0.9482654521905969,-0.9527240834076696,0
-0.9610685467299426,-0.9291133425921029,0
-0.9769746662782511,-0.9136119611937425,0
-0.9489882928490796,-0.8915855366257714,0
-1.0742937613863164,-1.032187663372564,0
-0.9957849244332878,-0.966423832499267,0
-1.0092844867346478,-0.9035885941686472,0
-0.8910527995751987,-0.9515300614059949,0
-0.8511037625555502,-0.8955725745523012,0
-0.8689136804906801,-0.9210193298159121,0
-0.935891605451007,-0.8142012400551806,0
-0.8665136181397354,-0.9883535385377915,0
-0.9624549503318143,-0.9700957846277329,0
-0.8341577234302211,-0.8598650376376195,0
-0.940818663099208,-0.8287177646660094,0
-0.9336952827287113,-0.8632279865031243,0
-0.8598623388192974,-0.8901835674745456,0
-0.9386159729085046,-0.9186339598045604,0
-0.9689055551593657,-0.9512520670165917,0
-0.9326614680039199,-0.8886446118797203,0
-0.8905745535902407,-0.8857683708269313,0
-0.9151392059690012,-0.9859628656952685,0
-0.8968609747565988,-0.8406370967358816,0
-0.9927854285583759,-0.9532305063151193,0
-0.8808887956323771,-0.7931044869328437,0
-0.9227359620311661,-0.9663188081623182,0
-0.9704315102947558,-0.7973011558720181,0
-0.8678493375185679,-0.9460922592327764,0
-0.8880401203961715,-0.9046958572674249,0
-0.9021667090805011,-0.99726242511447,0
-0.9183093807637817,-0.9762297962189944,0
-0.8951189622734059,-0.9192103843830849,0
-0.8267233143537561,-0.824965629848826,0
-0.8239966786676026,-0.9403219527163738,0
-0.9561217318220092,-0.8294900882247053,0
-0.8529844883840282,-0.8263530689031885,0
-0.8806272200071503,-0.8289933609315145,0
-0.9075789207884318,-0.7485059289381681,0
-0.8945077979113008,-0.8889098477570923,0
-0.8215748264895404,-0.8340648542737705,0
-0.8608858729759947,-0.9339146847410729,0
-0.8343447077141767,-0.868416457105676,0
-0.8853792818565002,-0.9206528520309787,0
-0.8953898151861798,-0.9183455004482775,0
-0.9080606906350254,-0.7947113409353858,0
-0.838228667437297,-0.8484537827779173,0
-0.8400901668999741,-0.8023259052807016,0
-0.8892847251310466,-0.8577641627700462,0
-0.8191086802739926,-0.824007977751518,0
-0.8212327470341275,-0.7174813085749697,0
-0.8752963441556726,-0.7755154932417072,0
-0.823659240219591,-0.888697072165663,0
-0.7495469408119478,-0.795962052794325,0
-0.8086168951669901,-0.8652742322035046,0
-0.8231609449707435,-0.8343668803513896,0
-0.7411792929956923,-0.7325830002544195,0
-0.7688715889413864,-0.8659171437172754,0
-0.8666367881453668,-0.8232458196458872,0
-0.8562220231433255,-0.7689126622159066,0
-0.891907159724113,-0.8334316421830246,0
-0.7885718596852205,-0.814961447408468,0
-0.8023921056529835,-0.8031753914776208,0
-0.7913007102935254,-0.8353537048562073,0
-0.9018162902413546,-0.7862953649583515,0
-0.824061912203534,-0.8217390023899039,0
-0.740246664717612,-0.7245795994529686,0
-0.9161931851866668,-0.843894713861703,0
-0.8046462742469301,-0.8170241031857004,0
-0.8064212877860607,-0.827610247804885,0
-0.8714279296689471,-0.8237841860339203,0
-0.8465275745717896,-0.8885821459386403,0
-0.8128131463808929,-0.7806490611169014,0
-0.785916179064972,-0.7462216502554744,0
-0.724641943007375,-0.8275320911196219,0
-0.8097506618662791,-0.812827144782778,0
-0.7714258911389271,-0.8233982390000952,0
-0.876880914939083,-0.7941875775229832,0
-0.7853620761634486,-0.7747203208695203,0
-0.7497228759651644,-0.7923910436184718,0
-0.8481075683489672,-0.798277095461138,0
-0.7952205514259708,-0.7504552894553865,0
-0.9432114990419724,-0.92535751957094,0
-0.7395352660874883,-0.7720956727433482,0
-0.7473516728873252,-0.8425559687521074,0
-0.8128173307765856,-0.8361785857005137,0
-0.7726708930151645,-0.7368079660385514,0
-0.8277459416282713,-0.751388347567683,0
-0.7034436374443185,-0.7654039061201404,0
-0.7292276175607935,-0.7395877062595759,0
-0.7034465257614422,-0.7508924390757068,0
-0.8457493080159979,-0.7935060545431484,0
-0.8152994495170376,-0.7870075835264562,0
-0.7666517698012526,-0.7233012384578057,0
-0.6853063337351724,-0.7855988199483327,0
-0.776928241459592,-0.7097365622500609,0
-0.7316353159377155,-0.7566232163948654,0
