x1,x2,x3,class
-0.4300963185588373,0.6442484772085227,-0.21935859671277058,1
-0.5027661893550468,0.23965405809185641,-0.49782224098787725,1
-0.08358153655034782,-0.036369851839459816,-0.020692598352813906,0
0.18722714459916542,0.1827616504015504,-0.5264831567986422,1
-0.252725760110047,0.1274037335200378,0.09417893484732577,0
-0.18776791415896976,-0.6695565416931744,0.21097158118253698,1
0.27919423895361534,0.850272804221944,0.39319373311099004,1
-0.010151136378477928,-0.08107428727521133,0.018494047381255974,0
0.3056012074404513,0.557143676967422,-0.09549975326885358,1
0.6845432563615207,-0.35108476979958253,-0.25842344547445883,1
0.03853826879394321,-0.11473729673548505,0.1670506396007035,0
0.1557962943717188,-0.11452903647971945,-0.010643554947052079,0
0.22824900745091445,-0.11278129173293414,0.48457393544739746,1
-0.023784441414126837,0.1561450032260006,-0.07006826133402941,0
0.3926540012643883,0.025024477415469384,0.15221677489326255,0
0.06692848758325236,-0.2693751882332614,-0.273021460159465,0
-0.24471456099393982,0.09523539188465843,0.39445960638252614,0
0.3866324067571312,-0.25222345982958927,0.7160918885383305,1
0.19140622102404128,0.27043358323452116,-0.8614205537580754,1
0.2857327564348754,-0.7015274967968257,-0.4472317107246998,1
-0.03774816673062311,-0.27469996834095334,0.13894856565818983,0
-0.20364132793959253,-0.16804078672025918,0.7097379127673422,1
-0.12809247585202344,0.31922709493145435,-0.140959393736824,0
0.6924040800763962,-0.6213536170064967,0.03116691045015512,1
0.30247155271207155,-0.05501326902593315,0.03293373979824356,0
-0.11181698230376612,-0.13718853471702094,-0.09216403049262228,0
0.46021325233326144,0.36198637605124634,0.5870635719169162,1
-0.1081644691301382,0.00233451050752877,0.27426329724998005,0
-0.17904380959774968,0.5692799986520206,0.27011245073678025,1
0.06321511270054189,0.4063107505924264,-0.31502312083316675,1
0.07050966806507433,-0.1784775976908138,0.02616168740171676,0
0.3436295918984902,-0.5866504354094878,0.14917417309207906,1
-0.13835706786321805,0.3177368421128827,-0.4806459978691016,1
-0.33939138561679993,0.0023982800079641077,0.25623349627710157,0
-0.4978594653331687,0.03486092531054092,0.09732401630392785,1
-0.04190647301635288,-0.012693039863275817,0.0028274936923494316,0
-0.3940622465871604,-0.21632147453058748,-0.10866221307363147,0
-0.07848127257466046,0.013537270552598726,0.1414894628961606,0
-9.158038297929626e-06,-6.743895603474846e-06,-4.7322521834380176e-05,0
0.0728785046102019,-0.11861817200601177,-0.11421446219134981,0
-0.43156068295803107,0.07701980844298006,0.34698238737241555,1
-0.38144293903372006,0.08244863314367709,-0.34614401853974985,1
-6.50578373243158e-05,0.05715261352448676,-0.13391932237956042,0
-0.0029984037571865406,0.0006415018142086502,-0.005585730243258517,0
0.06903460236752673,-0.3343884032187602,0.1890358206035098,0
0.13409425934200161,-0.10260021334831713,-0.038900164757034505,0
0.2889482383911955,0.42889521095631084,0.29459537281231957,1
-0.38674120280269914,0.2885669018074372,0.09639313420428729,1
0.2208024066046796,-0.3166602807511383,0.5073157452069941,1
0.04571586401269058,-0.032276134300440566,0.22524419690539232,0
0.7491202989858108,0.004973883372401187,-0.05208312456100294,1
0.013521246966978952,0.006751083199674291,0.019425090925327716,0
-0.1588943487975791,0.09913345928438043,-0.40038889838044106,0
0.0768947765246304,0.07951198640241548,-0.41319893672034685,0
-0.4747941026604593,-0.8012380429796588,-0.007534246677834179,1
0.19645235731886557,-0.21927038149529862,0.5398083346669681,1
0.1765049731310083,-0.8461841351865582,0.13723249309673655,1
0.14665985327827252,0.44714064805097453,-0.44351670689066197,1
0.33470049619845144,-0.1476058988524149,0.1774645056655835,0
0.731013657399872,0.3380047408661377,0.42792779624734295,1
-0.5465524546671046,0.720344675077511,-0.21359849149837679,1
0.7327362943407703,0.5185418674025803,0.38376698032106055,1
-0.23960009227410642,-0.07887876849326278,0.2457506463555517,0
0.03438969300332387,0.027106286475012693,-0.07914985751243284,0
0.01427227865422822,-0.10116752079760549,-0.04453398708822035,0
-0.02203034271709635,-0.4271640386177955,0.03720523367112393,0
0.08478736292996251,-0.03674150443698617,0.10252612164416681,0
0.5095469840031038,0.5887409489214824,0.4977703333802242,1
-0.18652831728764743,-0.16542146560751014,-0.06720480579922704,0
-0.7093409733955068,-0.04470787325539366,-0.14950394067606057,1
-0.11932302708893525,0.3540663041296984,-0.36988128682914834,1
0.7707824235542372,-0.3371139074171952,0.35642791082340836,1
0.4387027433894289,-0.2527176125855606,-0.25639340695248414,1
0.2966577297659429,-0.5077626577813085,-0.790342980765989,1
0.04190473938852497,-0.05003256651306833,0.048647482127196884,0
-0.3127002264155414,0.23057126969667105,-0.5403065020341018,1
0.3487707520059935,0.441341306945071,0.24820443426834227,1
0.10368801932733344,-0.3944701948849612,-0.5395344435566156,1
-0.15370116035745646,0.23392688415401713,-0.1492523682574693,0
0.07809124483525103,0.03334330303748893,0.025048263931593054,0
0.04286239165622728,-0.20700068168215918,0.03497346564901298,0
0.6036260474721912,0.6142131035318631,-0.0053126734323873746,1
0.35493906884746046,-0.5938953435823012,0.45635786756230357,1
0.06861704840186596,0.181296459229353,0.11145543309071979,0
-0.006528814087395681,0.009012390594602586,0.026198261058794838,0
-0.332833302699335,-0.3535141984876327,-0.4522419802751369,1
0.05640346825934083,0.1549821274402145,0.14510114913000877,0
-0.32903593725826386,0.21109220595145034,-0.3005213320771573,1
0.1978470719301153,0.14142568689268592,-0.3655328488166782,0
0.0889661907703535,0.09654776581829587,-0.6512546636398032,1
0.07388869100869913,-0.32936430949343287,0.09893625125642562,0
-0.10934946715761974,-0.3511915403817574,0.23610949154646288,0
-0.5927386729983953,-0.24131203420676184,-0.5274020369992907,1
0.08562054253935679,-0.21000772743540297,0.2171074118949431,0
0.11190541033028288,-0.07801576001963198,-0.12771471436887055,0
-0.15044136286322363,-0.2712481665476822,-0.22533464611415369,0
0.22466020920472488,-0.10492411672389061,-0.0879669530498373,0
0.0260352417602632,0.019020913206341323,0.9036660741259762,1
-0.005025726544600353,0.009351077762864675,0.001914119306418986,0
-0.5663173026631181,-0.5245843213014538,-0.2898560260750386,1
-0.019335338436798306,0.23784979375512225,-0.045858143848597994,0
-0.15060131296216292,-0.19303851994553825,0.11917559051979319,0
0.07380130261145966,-0.038604666168697774,-0.06878718302813298,0
-0.0202212074957187,0.4198353283847365,-0.3085712102782752,1
-0.02626889849584536,-0.031589535202237576,-0.01980784018151946,0
0.2419771627065596,-0.3574410602545935,0.06684484012824067,0
-0.6480262919229546,-0.13577683785051758,-0.3144122582686692,1
0.6789767740773431,-0.19137531576270145,0.13227524667306514,1
0.004636465367932994,0.12690750774503232,0.036590323604029334,0
-0.19644925454153878,0.27578097358646814,0.011243722996460708,0
0.6118455159651888,0.12180101100583694,0.48234446801155695,1
0.06075934735021022,0.12752542058795732,0.031459675383969626,0
0.09289968894241482,0.15517517362953828,-0.11202395056913475,0
-0.006086444053927403,-0.048703404122611184,0.1798706224040219,0
-0.7869305383247336,-0.48770218800858156,-0.011303801255649594,1
0.010318160762519218,-0.0051933512593986255,-0.030074148229435722,0
0.08354719087741384,0.01763868569185254,-0.06897917692221996,0
-0.5179289340051102,-0.758856571289598,0.3629600399823875,1
0.41844857726206747,0.20288264185256225,-0.5489197453302761,1
-0.660824617596447,0.21856130032153612,-0.13873843068747685,1
-0.21952767462070846,-0.07813624251546668,-0.16158046247321176,0
-0.5655114055952557,-0.28642096961529595,5.770863972214449e-05,1
0.0037308677182507836,0.1482406115390851,-0.43665944930347617,0
-0.19306169304557114,-0.10538724914768469,-0.2358324336379916,0
-0.0279606040440897,-0.0366831524241647,0.0530937284632238,0
0.6510686555854057,-0.18710942779966977,-0.730101495865845,1
0.010776226020156519,-0.06969671760045855,-0.01919213208166441,0
-0.32462041176775536,-0.25491562841569143,-0.31150096423840007,1
0.09013176336722781,0.035333457750033485,-0.5010473789831299,1
0.27587043725484606,-0.17979189142384439,-0.6510931234116138,1
0.07702862371434241,0.12404086801488698,0.1043670364287056,0
0.2489657292927395,0.746517053244299,0.38085878312332316,1
-0.2210794515140206,-0.7500089984872133,-0.08656521172473383,1
-0.14919237849428257,-0.3228122002310963,0.4601956569569674,1
0.13746687579436337,-0.4147652183820321,-0.42590174127537483,1
-0.16946424788610392,-0.04467515803425086,-0.2981456969395296,0
-0.06781816921281943,-0.018027239303136988,0.04817117821197813,0
-0.02582313285729591,0.056656350841063095,-0.21048368725950253,0
0.18950365149980458,-0.47150603394013657,-0.5251113097203488,1
-0.02305012572250842,-0.01039778290854662,-0.007582876730234248,0
-0.030867166374703006,-0.09686243187722175,-0.08044546692766638,0
-0.31329500331725574,0.771432515579525,0.25338904242603943,1
-0.6079506119405269,0.5516114283363294,-0.046041773280458394,1
0.6134792444921033,0.25402417052195836,0.4364967272496491,1
0.4934022275058111,0.22301885717973374,-0.0207358778712579,1
0.5066537550300855,0.38147082228824897,-0.5087714755795089,1
-0.04237416708049864,0.43935096455117145,-0.3306386823993548,1
-0.2807530935656733,0.32632945625862814,-0.08147103784780713,0
-0.20707912414073545,0.9442012491335717,0.09304903671050924,1
0.5488855330296506,-0.6875840125997187,0.43219401003466773,1
-0.007110067762017084,0.19629558041811243,-0.09916529786329341,0
-0.016859180103113054,0.2531326734613563,-0.10919422947927115,0
0.2024349003983466,-0.07605694475114747,0.17860059575714346,0
-0.007362832574087136,0.01723984322830066,0.006649148705432315,0
0.48259747804953895,0.3346146838840848,0.31048120635393467,1
0.1883677961570566,0.5747587873504141,0.4312126401767955,1
-0.055572381652672455,0.03172807330075815,-0.1033781718593209,0
-0.19139134750377634,-0.08344548321387919,-0.8743527469753162,1
0.12241179877206529,-0.05970071636499804,0.08923247953557771,0
-0.09548446899361024,0.6295842165682871,0.05664756886457453,1
0.2478180682481323,-0.7693120106846822,0.12271344963281196,1
-0.243650928565834,0.17510097522746348,0.3812601935980331,1
-0.04949409559344287,0.0674376608325247,0.1875276795115339,0
0.03704518725520583,0.007872905801527406,0.03951476926754464,0
0.47578350576284184,0.10592052792415452,-0.2996966682910744,1
0.0614886239498429,0.3842261176975471,0.03955555642251413,0
-0.04997368793573964,-0.06203377576474522,-0.050965877536028346,0
0.3736091123010018,0.7453392124312967,-0.2011957365851489,1
0.01355909643915334,-0.028021912150726743,-0.014553201912609063,0
0.7184520628290495,-0.29695673232168407,0.031159642213108515,1
0.5005840872739425,-0.5735652808262803,0.10464557575195137,1
-0.003044488798234382,0.001020776765602149,0.00020980054621663226,0
-0.05519243666098902,-0.04179459160195754,-0.12766418504184038,0
0.5597636974266378,0.36804270811771184,-0.15553589101451168,1
0.29491073818375607,-0.30275235210568746,-0.15515171897400812,0
-0.06778842774733225,-0.5788217401628933,-0.0766023911191707,1
-0.08163482009745987,-0.26477287484668227,-0.016646771237535093,0
-0.10543711785226112,-0.031954450142107065,0.22114557605247864,0
-0.43750096618001005,0.004398128274101912,-0.3569377966938356,1
-0.1420439220261689,0.05909680429050179,0.2737334472764462,0
-0.00012147109544879533,0.008097077159704705,0.0016063828188158126,0
-0.04735534599490667,0.06193943424796689,0.24001001705605002,0
0.09737725687845439,-0.16935664154673377,-0.13881758748387657,0
-0.04509490458672182,-0.2592421645513051,0.002810379444952719,0
-0.6021709097223968,-0.22476636799496036,0.3126321273299493,1
-0.05132612414240587,-0.04391734040098646,0.008817291902292369,0
-0.01581184850113611,0.02417828751130812,-0.02850012195714504,0
-0.3341954560518814,0.22290718728859246,-0.17983598073285753,0
0.133106764011244,-0.3376416617725365,-0.11945003515045735,0
0.5319201493779159,-0.5231608700296014,0.2608884307937692,1
0.6917201250193659,0.01416897685206607,0.47262028301011955,1
-0.4339528949144276,0.08853980074112905,0.14266421138129715,0
0.17646400950587518,0.08620511874903694,-0.07102073223614519,0
-0.26194255611057116,0.11077384907166114,0.07031408874043407,0
0.12809828532997347,0.23406182606365092,-0.719111773720236,1
0.006047843141851313,-0.10761591774197532,0.009435848465448256,0
