x1,x2,x3,class
-1.0,-0.8235947654032336,-0.9617267569987732,0.0
-0.9959919839679359,-0.9559762631312135,-0.9994162120211313,0.0
-0.9919839679358717,-0.8941101695252978,-0.8823492833692919,0.0
-0.9879759519038076,-0.7638866319836618,-1.0113975320382613,0.0
-0.9839679358717435,-0.7972121368567467,-1.0187130011216,0.0
-0.9799599198396793,-1.0776877078273204,-1.038086767525712,0.0
-0.9759519038076152,-0.8809430620550562,-1.1392153564310648,0.0
-0.9719438877755511,-0.9870796086053208,-1.1287206602063966,0.0
-0.9679358717434869,-0.9782577569228428,-1.0858516648072558,0.0
-0.9639278557114228,-0.9228680055175855,-0.8337850485449467,0.0
-0.9599198396793587,-0.9455154825632709,-0.8703938123903656,0.0
-0.9559118236472945,-0.810484472950997,-0.8184154170079956,0.0
-0.9519038076152304,-0.8758000351005311,-1.0851249730746806,0.0
-0.9478957915831663,-0.9357282899338835,-1.1447582605617683,0.0
-0.9438877755511023,-0.8995014522765596,-1.0098934075645105,0.0
-0.9398797595190381,-0.9065123267816114,-0.9222978641894354,0.0
-0.935871743486974,-0.7864638361712134,-0.8860027159959912,0.0
-0.9318637274549099,-0.95237955383149,-0.8270665118581045,0.0
-0.9278557114228457,-0.8965489412577556,-0.8994277443421242,0.0
-0.9238476953907816,-1.009257269320954,-0.7495808173252185,0.0
-0.9198396793587175,-1.1751386609421253,-0.9421002474535495,0.0
-0.9158316633266533,-0.8504698037826173,-1.007139585130833,0.0
-0.9118236472945892,-0.8253800274086386,-1.0799454688440326,0.0
-0.9078156312625251,-0.9820321333031693,-0.9967127670720701,0.0
-0.9038076152304609,-0.6768321528317002,-0.8795958191319486,0.0
-0.8997995991983968,-1.0452361666582732,-0.9886716249337599,0.0
-0.8957915831663327,-0.891215731436188,-0.802117336812807,0.0
-0.8917835671342685,-0.9105019521368519,-0.7505507965305243,0.0
-0.8877755511022044,-0.7344976296663587,-1.1247342416248647,0.0
-0.8837675350701403,-0.7368316580801118,-0.7973623050203755,0.0
-0.8797595190380761,-0.8642647764683845,-1.1037199249042497,0.0
-0.875751503006012,-0.8379352510457947,-0.8356015974969833,0.0
-0.8717434869739479,-0.9605220617369592,-0.7492564305545819,0.0
-0.8677354709418837,-1.0658151177642765,-0.8612498603075261,0.0
-0.8637274549098196,-0.8985186698424349,-0.9916963722302435,0.0
-0.8597194388777555,-0.8440845419673575,-0.9182625593055327,0.0
-0.8557114228456915,-0.7326823547729193,-0.8818759674167815,0.0
-0.8517034068136273,-0.7314654219351862,-0.8699278851926217,0.0
-0.8476953907815632,-0.8864280725223584,-0.86798507485823,0.0
-0.8436873747494991,-0.8739176498070326,-0.8546756526804304,0.0
-0.8396793587174349,-0.9445346552241443,-0.8183313538264181,0.0
-0.8356713426853708,-0.9776731364032684,-0.956528708058693,0.0
-0.8316633266533067,-1.0022903457158079,-0.8558653096403286,0.0
-0.8276553106212425,-0.6325777710980636,-0.675829193585672,0.0
-0.8236472945891784,-0.8746125127643437,-0.8621118369034302,0.0
-0.8196392785571143,-0.8634467087182329,-0.864022887872634,0.0
-0.8156312625250501,-0.9409107985300428,-0.7078115321536264,0.0
-0.811623246492986,-0.733874210909795,-1.0675417131273957,0.0
-0.8076152304609219,-0.969005015216717,-0.6894773703320933,0.0
-0.8036072144288577,-0.8248812424502546,-0.8667975902293745,0.0
-0.7995991983967936,-0.8891458545161612,-0.783206341151535,0.0
-0.7955911823647295,-0.7569009325788033,-0.7859590467726097,0.0
-0.7915831663326653,-0.8426636800895526,-0.6973363544106259,0.0
-0.7875751503006012,-0.9056383687128424,-0.814334624924136,0.0
-0.7835671342685371,-0.7863853571024025,-0.8513697124249822,0.0
-0.779559118236473,-0.7367259311834312,-0.6497745391713631,0.0
-0.7755511022044088,-0.768899379966092,-1.0119684839185268,0.0
-0.7715430861723447,-0.7412958963983666,-0.7695096680018204,0.0
-0.7675350701402806,-0.8309672795083769,-0.9023276124031926,0.0
-0.7635270541082164,-0.7998011707069302,-0.8396843929338723,0.0
-0.7595190380761523,-0.8267650828537474,-0.5583933699298386,0.0
-0.7555110220440882,-0.7914663381981423,-0.7599705646896738,0.0
-0.751503006012024,-0.8328176342164695,-0.7319960362968859,0.0
-0.7474949899799599,-0.9201232502131276,-0.9256512755505191,0.0
-0.7434869739478958,-0.7257443597225205,-0.8163914398273653,0.0
