,x1,x2,dimension,epsilon,mechanism,x3
0,0.0,-0.1155232986778636,2,0.5,density-nd-Laplace,
1,0.46850889769471665,0.4742156338768599,2,0.5,density-nd-Laplace,
2,0.5643381407128603,0.566947852717712,2,0.5,density-nd-Laplace,
3,0.4115156138167001,0.4113637424061484,2,0.5,density-nd-Laplace,
4,0.43273282530616014,0.4353093938464501,2,0.5,density-nd-Laplace,
5,0.4713239644007702,0.45421191183764087,2,0.5,density-nd-Laplace,
6,0.4620971066438621,0.4527630263986291,2,0.5,density-nd-Laplace,
7,0.4731239379476003,0.4797036944462424,2,0.5,density-nd-Laplace,
8,0.41861064284688104,0.40669321325130003,2,0.5,density-nd-Laplace,
9,0.46280408732270034,0.47174293417024377,2,0.5,density-nd-Laplace,
10,0.5112306020945765,0.5077529316897256,2,0.5,density-nd-Laplace,
11,0.5055481972612286,0.49888979237614534,2,0.5,density-nd-Laplace,
12,0.46867952884062725,0.4586429032084757,2,0.5,density-nd-Laplace,
13,0.5119160175311599,0.5190892819765832,2,0.5,density-nd-Laplace,
14,0.37104786937605594,0.3735471131057287,2,0.5,density-nd-Laplace,
15,0.4061486302070695,0.4072825981644979,2,0.5,density-nd-Laplace,
16,0.41369711267398696,0.4172576524352676,2,0.5,density-nd-Laplace,
17,0.4422814235118966,0.43754248351832387,2,0.5,density-nd-Laplace,
18,0.4043351839937859,0.4168983427246502,2,0.5,density-nd-Laplace,
19,0.44203284392975034,0.4391009363182361,2,0.5,density-nd-Laplace,
20,0.4516333495594413,0.4444839358527898,2,0.5,density-nd-Laplace,
21,0.4330657320465774,0.4212284644632584,2,0.5,density-nd-Laplace,
22,0.5037809355274829,0.4903830139032384,2,0.5,density-nd-Laplace,
23,0.4634331155643071,0.46844602689341697,2,0.5,density-nd-Laplace,
24,0.4599560368730597,0.4600876161178377,2,0.5,density-nd-Laplace,
25,0.49548730653935386,0.5028932752360603,2,0.5,density-nd-Laplace,
26,0.42083903330788147,0.41972164310012167,2,0.5,density-nd-Laplace,
27,0.4579310892483031,0.46333013833142483,2,0.5,density-nd-Laplace,
28,0.5390627912000283,0.5476640101143252,2,0.5,density-nd-Laplace,
29,0.4145210553268151,0.3976268335656685,2,0.5,density-nd-Laplace,
30,0.471739898372234,0.48577020959071376,2,0.5,density-nd-Laplace,
31,0.47034356969393537,0.46338197985276175,2,0.5,density-nd-Laplace,
32,0.529105286036867,0.529936355278032,2,0.5,density-nd-Laplace,
33,0.4548584392505244,0.46374862774898623,2,0.5,density-nd-Laplace,
34,0.4687870669026483,0.47164697933737887,2,0.5,density-nd-Laplace,
35,0.48492811197188757,0.4988760577387869,2,0.5,density-nd-Laplace,
36,0.43417302723562845,0.4376226945676608,2,0.5,density-nd-Laplace,
37,0.5061528632828126,0.5044783565343824,2,0.5,density-nd-Laplace,
38,0.48376796863859234,0.4955692404747893,2,0.5,density-nd-Laplace,
39,0.4555240205266205,0.4475782140098559,2,0.5,density-nd-Laplace,
40,0.41571394287840646,0.4159767083079453,2,0.5,density-nd-Laplace,
41,0.40749932681022877,0.39330053299821377,2,0.5,density-nd-Laplace,
42,0.15989525611374858,0.15629713632843165,2,0.5,density-nd-Laplace,
43,0.4539617869126171,0.45822971084812475,2,0.5,density-nd-Laplace,
44,0.5133387948921175,0.5230852300615585,2,0.5,density-nd-Laplace,
45,0.36401030842247734,0.36533839651414307,2,0.5,density-nd-Laplace,
46,0.3803389822834274,0.38518402819457015,2,0.5,density-nd-Laplace,
47,0.4890949919858344,0.49198051899023837,2,0.5,density-nd-Laplace,
48,0.37630250700246626,0.3824054763277473,2,0.5,density-nd-Laplace,
49,0.5044129235662945,0.5132740403601108,2,0.5,density-nd-Laplace,
50,0.40828168311837837,0.40540853437332663,2,0.5,density-nd-Laplace,
51,0.4332996026154862,0.4386864312346599,2,0.5,density-nd-Laplace,
52,0.2953739519254211,0.3096567486016803,2,0.5,density-nd-Laplace,
53,0.43842846330020285,0.44170145021152635,2,0.5,density-nd-Laplace,
54,0.43933312675371805,0.44385494778950657,2,0.5,density-nd-Laplace,
55,0.4383387499717341,0.44937075218134437,2,0.5,density-nd-Laplace,
56,0.45788803144713675,0.45658210808199406,2,0.5,density-nd-Laplace,
57,0.4307179633747621,0.43119707077209446,2,0.5,density-nd-Laplace,
58,0.48162330927565994,0.47540711206091096,2,0.5,density-nd-Laplace,
59,0.10281006625636123,0.0949570217577766,2,0.5,density-nd-Laplace,
60,0.4204413274887724,0.4116984033874748,2,0.5,density-nd-Laplace,
61,0.48029501445650297,0.486285946437749,2,0.5,density-nd-Laplace,
62,0.45894212792569794,0.4649458132469603,2,0.5,density-nd-Laplace,
63,0.44386698174772615,0.44192748757274875,2,0.5,density-nd-Laplace,
64,0.36282999692663037,0.3663490971485616,2,0.5,density-nd-Laplace,
65,0.42070168461483926,0.41708193596341814,2,0.5,density-nd-Laplace,
66,0.5008210534037895,0.5062375250408558,2,0.5,density-nd-Laplace,
67,0.10129547814501697,0.09571886913444586,2,0.5,density-nd-Laplace,
68,0.45813336635464347,0.4581670291014755,2,0.5,density-nd-Laplace,
69,0.5198667601696294,0.5053776607229858,2,0.5,density-nd-Laplace,
70,0.49786213829297093,0.5003630266914061,2,0.5,density-nd-Laplace,
71,0.42065456255976863,0.4230253054083469,2,0.5,density-nd-Laplace,
72,0.4201205217445933,0.4247920337149931,2,0.5,density-nd-Laplace,
73,0.3288104654906899,0.32886625569419076,2,0.5,density-nd-Laplace,
74,0.4701176090844235,0.4682616487948654,2,0.5,density-nd-Laplace,
75,0.5075437249263289,0.5115047034393544,2,0.5,density-nd-Laplace,
76,0.4392770899225256,0.44443840737576945,2,0.5,density-nd-Laplace,
