area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
20.994891713886922,16.41606560854721,0.8002152474151656,5.711283068731648,3.3180325505188133,2.220293727443436,5.220483100831161
24.256272046299536,16.30010079257739,1.8343548102432905,5.138582155661418,3.328256070041995,1.019895791694788,4.955274503776087
17.933676154045166,15.497816082771092,0.8380878272154182,5.315740740092596,3.336095392677283,2.698812035265994,4.825037356791275
20.07944968726118,12.77301883159831,0.683021096960409,5.353724612733263,3.3813416643784007,2.261717337954988,4.80460856009657
28.609645220938063,12.897737359351598,0.1639097059602983,5.666627589459556,3.5525380517736878,1.3544924418213264,5.175074228438299
24.698288345699698,18.484500111108286,0.8346590607262534,5.39961778016272,3.309409801302434,2.459815837920099,4.955867574959173
19.71544418547964,14.328302158341819,0.9099590963199873,5.566285142819138,3.25768979930383,3.5849611755357746,5.21935875734643
22.724046771284268,17.375885087828195,-0.15330867947510707,5.272538673184428,3.3747006954852536,2.6654440868453895,4.991834777026613
27.758257499052327,16.45121317654249,0.20043618583536726,5.992424056816264,3.420812286368959,2.0530400385970586,5.875205455726139
20.523348834914188,14.40001864917576,0.8818232054919644,5.884061137443434,3.504969708051581,1.9690120677843395,5.533001761582434
18.045663860316882,14.383844420639797,1.0521680277021848,5.826219754227622,3.236246940297929,4.5401851380674145,5.314493977470206
17.896476149562215,13.600217566039975,0.8093175367415096,5.431105546315749,3.20477713050162,1.7144590293700082,5.0017457718099285
19.638932595177515,14.428439891308232,0.9264051548640737,5.479237215884309,3.183745682042263,3.9834435390334417,4.737177372005879
22.078200130667824,15.662334002161499,1.471487402568165,5.574006691612443,3.0945074853717376,3.09913293845469,4.8736987096425075
18.32390227524744,14.969411686934015,0.9924318612363293,5.589457306182821,3.11077347407564,2.933102318748881,4.82516917418839
22.00919321675257,11.414755420046,0.4167329168877539,5.382982160186882,3.3006478774924277,4.186737415747023,4.781697051522822
17.620434901614452,15.63377015234171,0.327468028245428,5.163959040794864,3.3764258297992753,5.231613045562486,4.780006551966477
20.292859732328555,15.107991125073287,0.8654023869548193,5.518861346908603,3.51851151887859,1.5973977733697258,5.045807441893607
18.816294503090425,10.67877906944047,0.5212648326553652,5.434456853682814,3.414103921244814,1.7510327009451425,4.645982563699243
21.73914889497785,15.098363891480023,1.1707666377337718,5.352278146897848,3.0030329627520107,4.1215809243930766,4.921704720208759
18.709482515428036,11.938083551163894,0.5836113974662729,5.737781833484945,3.0785556085441756,3.0742195096917886,5.176878082466415
19.670088409443032,14.307985833540194,0.8261352200918831,5.509418980446504,3.173441926634367,2.689412943562579,5.21917241300389
24.73736921563844,14.99736014142649,0.9430074622653017,5.614787281502206,3.508268849802699,0.7645769978409667,5.090815657782603
18.671801386215492,15.243156892620659,0.6110888907190228,5.046796910282901,2.8999256494783476,1.4381772471228442,4.958678399151731
22.187304896915215,15.670790915601444,0.25380456861577116,6.012325636272295,3.272260369080154,1.807956749039935,4.995508533088629
22.795199103149606,13.676289031279026,1.887169546398868,5.7493402134833556,3.4635964509747126,0.8784391540769573,5.308139216579771
19.917467280185182,11.867375233246051,0.5394752984210227,5.400377283346674,3.0284060152858774,3.3719846847408497,4.82539242169715
20.47832879015632,8.153645087069085,0.8525728865296024,5.394806646182764,2.9560849937777807,2.5040576578715195,4.869003701741444
