area,perimeter,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove
189.24124198040383,14.940116675108502,0.8041403343914029,5.81069115654835,3.3257341678673953,2.218675119038952,5.219944381099767
306.50452565272246,141.93473247147108,-5.395712368988508,1.7672696706066549,5.672157418302094,1.1151493097207696,4.993658630327188
100.72494078622248,-1.24844750609034,-4.22678681271239,0.17274593667016003,4.461182491437475,2.786788872925542,4.8081333193186575
93.63608991142563,2.12033011950896,-0.012839139554351009,4.515812520595842,3.4851600944397196,2.33563207949205,4.797689557053839
278.40101789749264,93.40709442269244,-13.00408896004781,12.422296431046513,6.594385160748823,1.9723884795257867,4.761575301643214
152.6399347475818,113.36214914014502,46.71227709329945,-2.1028663242810124,0.8282346001557173,1.3463579661325698,4.819925483757723
179.47595491478194,77.52089008362604,-45.30950057335462,14.539531893065249,2.0995240833107593,4.000129142650875,5.025389350600897
161.284969540951,12.717688333503158,1.1265924049508158,5.379862058333677,3.3424561605249594,2.6890589805208416,5.004775699295771
280.0136884146474,95.47239498724386,28.55069026559757,25.13695967914727,11.421653723569806,-0.03458469788141949,6.0249048351164625
311.8766340627586,-76.45238979000561,-82.2072696236489,20.863864390768533,1.4527876229126315,2.654568924070888,5.751540121871269
140.90901187565177,1.7363229424745956,-0.08200710840629322,5.980691851620942,3.2573734114474355,4.550296196826272,5.3106275601995625
206.99518647118043,1.4449552414493247,8.510146258044617,10.547388139934561,1.7060371663887806,1.5901868453527488,5.04939663590466
216.62027530171383,3.319333141840728,4.5951482285445415,3.4751975545408498,3.039235509746442,4.043221873351707,4.732882173634304
51.78367644295438,3.2536292954417014,-1.3344031667406497,5.139221471344289,3.454724372204326,3.115208658699089,4.86570803582879
117.91277468533451,20.106192433222994,-1.1544051931606796,5.246226032864948,2.9534136319945454,2.9200780411963363,4.814965680231121
342.94932771573855,-11.852583880629828,-8.893053835339296,3.9527812412671577,2.1995049751237534,4.454029490303327,4.629931527183751
252.52374808217826,-158.57066513150306,4.399032820508508,6.738652940818618,3.301041180541374,5.251577768040711,4.7916881889737075
427.3735751666554,-44.09536119513234,28.170314437145368,2.893871373616297,5.661975489102295,0.8547248262496818,4.97802794920253
162.88839716923414,-12.763008352771081,-7.207714751846003,-0.779089664212365,4.873650660807463,1.9487927991828222,4.7511182769620355
