,area,perimeter,dimension,epsilon,mechanism,compactness,length of kernel,width of kernel,asymmetry coefficient,length of kernel groove,class
0,20.559451896349447,15.668451374634776,2,0.5,kd-Laplace,,,,,,
1,11.648052909436934,17.724634454588507,2,0.5,kd-Laplace,,,,,,
2,10.705843719396961,9.854107739258021,2,0.5,kd-Laplace,,,,,,
3,2.6558602656494994,3.3577486361059083,2,0.5,kd-Laplace,,,,,,
4,18.801232655594323,10.943469681319268,2,0.5,kd-Laplace,,,,,,
5,16.2494579926889,14.847878904272275,2,0.5,kd-Laplace,,,,,,
6,16.393843455386033,16.842502769920195,2,0.5,kd-Laplace,,,,,,
7,15.654051642746442,10.10809600591547,2,0.5,kd-Laplace,,,,,,
8,14.441964529223197,16.683600753318885,2,0.5,kd-Laplace,,,,,,
9,14.266426132460102,19.93046028181456,2,0.5,kd-Laplace,,,,,,
10,21.05245574236986,15.508079350998358,2,0.5,kd-Laplace,,,,,,
11,13.073033243544213,14.541792727660562,2,0.5,kd-Laplace,,,,,,
12,14.28782825007963,16.667381577837727,2,0.5,kd-Laplace,,,,,,
13,13.482211900536939,9.783166686067577,2,0.5,kd-Laplace,,,,,,
14,11.991685416374898,11.715264465090794,2,0.5,kd-Laplace,,,,,,
15,12.38837081987125,17.792192393991193,2,0.5,kd-Laplace,,,,,,
16,12.939236224209104,6.674685228823147,2,0.5,kd-Laplace,,,,,,
17,18.107386481885285,15.897127746031053,2,0.5,kd-Laplace,,,,,,
18,10.91313738865246,8.772614201506197,2,0.5,kd-Laplace,,,,,,
19,10.554737143896297,9.029305219557955,2,0.5,kd-Laplace,,,,,,
20,14.67137291889251,13.846437177170149,2,0.5,kd-Laplace,,,,,,
21,9.103854995977768,14.334411436669727,2,0.5,kd-Laplace,,,,,,
22,11.484017411423224,12.867258118236892,2,0.5,kd-Laplace,,,,,,
23,11.34979815250932,12.775480921019591,2,0.5,kd-Laplace,,,,,,
24,19.762321192752154,17.743215089480266,2,0.5,kd-Laplace,,,,,,
25,13.400098719710627,16.87445744118532,2,0.5,kd-Laplace,,,,,,
26,11.726542729088282,24.890506796926438,2,0.5,kd-Laplace,,,,,,
27,11.029082695185872,14.083175490666566,2,0.5,kd-Laplace,,,,,,
28,15.080320949216178,12.134036534947846,2,0.5,kd-Laplace,,,,,,
29,12.62366929286541,13.50530497894146,2,0.5,kd-Laplace,,,,,,
30,7.117791814340922,13.976476477179244,2,0.5,kd-Laplace,,,,,,
31,14.233142494280743,17.61618795934463,2,0.5,kd-Laplace,,,,,,
32,15.984144152849122,13.35456534833109,2,0.5,kd-Laplace,,,,,,
33,13.847705384945264,14.299166177987498,2,0.5,kd-Laplace,,,,,,
34,15.367432727331261,12.023673473630351,2,0.5,kd-Laplace,,,,,,
35,16.57697351726802,15.444567325195743,2,0.5,kd-Laplace,,,,,,
36,19.741341601113447,15.537045338920667,2,0.5,kd-Laplace,,,,,,
37,18.291377946558462,13.601847716933166,2,0.5,kd-Laplace,,,,,,
38,12.692300034076725,15.849438110011526,2,0.5,kd-Laplace,,,,,,
39,9.55699911563989,19.155326867441456,2,0.5,kd-Laplace,,,,,,
40,16.158040045676643,17.301643157691338,2,0.5,kd-Laplace,,,,,,
41,4.534822242887477,4.206428106123184,2,0.5,kd-Laplace,,,,,,
42,14.740795747921368,9.3725379189908,2,0.5,kd-Laplace,,,,,,
43,16.486107126631634,13.857336396147588,2,0.5,kd-Laplace,,,,,,
44,14.165669328252092,12.845425272597238,2,0.5,kd-Laplace,,,,,,
45,5.734636284279544,15.291815523854813,2,0.5,kd-Laplace,,,,,,
46,17.13569394310147,19.26955151362447,2,0.5,kd-Laplace,,,,,,
47,17.33612241497862,21.03752494763848,2,0.5,kd-Laplace,,,,,,
48,16.904201893501238,13.734801003108268,2,0.5,kd-Laplace,,,,,,
49,20.709597501442985,17.713217441340003,2,0.5,kd-Laplace,,,,,,
50,16.535612642611337,15.353857288788683,2,0.5,kd-Laplace,,,,,,
