,area,perimeter,dimension,epsilon,mechanism,length of kernel,compactness,width of kernel,asymmetry coefficient,length of kernel groove
0,-0.31007929027752207,-4.167119267085491,2,0.5,piecewise,,,,,
1,-18.840303729056668,10.38304840555292,2,0.5,piecewise,,,,,
2,15.500695481512123,17.894293996893463,2,0.5,piecewise,,,,,
3,-7.5923842334753875,29.517497219673245,2,0.5,piecewise,,,,,
4,3.9351698484128517,9.081456253294327,2,0.5,piecewise,,,,,
5,10.408458121733235,9.684493041390125,2,0.5,piecewise,,,,,
6,9.596448534452461,11.883769956811223,2,0.5,piecewise,,,,,
7,-1.7279846525732296,23.319680689243278,2,0.5,piecewise,,,,,
8,34.078651052273926,8.230775411245196,2,0.5,piecewise,,,,,
9,31.008440207950667,32.42736123574247,2,0.5,piecewise,,,,,
10,16.25592600815198,12.27940482168647,2,0.5,piecewise,,,,,
11,6.450271488910923,19.7308822155889,2,0.5,piecewise,,,,,
12,0.8333979262829933,14.317808629853426,2,0.5,piecewise,,,,,
13,-3.58852541800527,25.029308610926098,2,0.5,piecewise,,,,,
14,19.975018895021176,16.96455995256342,2,0.5,piecewise,,,,,
15,34.140337015672934,18.190525750259738,2,0.5,piecewise,,,,,
16,-1.6207876250765145,3.8878572803706914,2,0.5,piecewise,,,,,
17,2.5484927054950552,14.159239668000815,2,0.5,piecewise,,,,,
18,53.944698335131235,24.15176457733259,2,0.5,piecewise,,,,,
19,18.460002920588888,14.597983602465039,2,0.5,piecewise,,,,,
20,24.697416804706627,28.54632818632809,2,0.5,piecewise,,,,,
21,-7.954264629719081,31.852738552303705,2,0.5,piecewise,,,,,
22,26.497153828744125,25.088685907937556,2,0.5,piecewise,,,,,
23,3.9699939080312747,33.469110800257184,2,0.5,piecewise,,,,,
24,55.29564857513411,0.8480139774608881,2,0.5,piecewise,,,,,
25,33.99423610324646,8.97862198228063,2,0.5,piecewise,,,,,
26,9.350462447831768,5.775353060102455,2,0.5,piecewise,,,,,
27,-23.730997174547042,26.6698374537649,2,0.5,piecewise,,,,,
28,44.5977775317769,27.16668363227814,2,0.5,piecewise,,,,,
29,52.34164179452473,-3.0924320273785746,2,0.5,piecewise,,,,,
