,epsilon,distance,algorithm,dataset,dimension
0,0.5,4.003937809523809,density-kd-Laplace,seeds-dataset,2
1,0.7,2.847744020408163,density-kd-Laplace,seeds-dataset,2
2,1.0,2.1247001047619047,density-kd-Laplace,seeds-dataset,2
3,1.5,1.2794461206349206,density-kd-Laplace,seeds-dataset,2
4,2.0,1.1127851,density-kd-Laplace,seeds-dataset,2
5,2.5,0.7783304590476189,density-kd-Laplace,seeds-dataset,2
6,3.0,0.6588168476190477,density-kd-Laplace,seeds-dataset,2
7,3.5,0.5601403741496598,density-kd-Laplace,seeds-dataset,2
8,5.0,0.40549048190476195,density-kd-Laplace,seeds-dataset,2
9,7.0,0.27923818639455766,density-kd-Laplace,seeds-dataset,2
10,9.0,0.2211913058201057,density-kd-Laplace,seeds-dataset,2
11,0.5,5.8319838007160145,density-kd-Laplace,seeds-dataset,3
12,0.7,4.099612628410471,density-kd-Laplace,seeds-dataset,3
13,1.0,3.117680231039776,density-kd-Laplace,seeds-dataset,3
14,1.5,2.0503649910616657,density-kd-Laplace,seeds-dataset,3
15,2.0,1.5028622255907327,density-kd-Laplace,seeds-dataset,3
16,2.5,1.2149759309516386,density-kd-Laplace,seeds-dataset,3
17,3.0,1.0069324549604823,density-kd-Laplace,seeds-dataset,3
18,3.5,0.7860132154253108,density-kd-Laplace,seeds-dataset,3
19,5.0,0.604769946282406,density-kd-Laplace,seeds-dataset,3
20,7.0,0.45259704364189657,density-kd-Laplace,seeds-dataset,3
21,9.0,0.32018849963878016,density-kd-Laplace,seeds-dataset,3
22,0.5,7.970889211850555,density-kd-Laplace,seeds-dataset,4
23,0.7,5.504395136209006,density-kd-Laplace,seeds-dataset,4
24,1.0,4.171950235483609,density-kd-Laplace,seeds-dataset,4
25,1.5,2.6336053504922963,density-kd-Laplace,seeds-dataset,4
26,2.0,1.95340431594368,density-kd-Laplace,seeds-dataset,4
27,2.5,1.714163763670294,density-kd-Laplace,seeds-dataset,4
28,3.0,1.3367549245530472,density-kd-Laplace,seeds-dataset,4
29,3.5,1.15508040253342,density-kd-Laplace,seeds-dataset,4
30,5.0,0.8161118356179694,density-kd-Laplace,seeds-dataset,4
31,7.0,0.567625116268201,density-kd-Laplace,seeds-dataset,4
32,9.0,0.42066988468399436,density-kd-Laplace,seeds-dataset,4
33,0.5,9.865797938710239,density-kd-Laplace,seeds-dataset,5
34,0.7,7.166699443627817,density-kd-Laplace,seeds-dataset,5
35,1.0,4.88748153515503,density-kd-Laplace,seeds-dataset,5
36,1.5,3.0493956330587437,density-kd-Laplace,seeds-dataset,5
37,2.0,2.4249702966765962,density-kd-Laplace,seeds-dataset,5
38,2.5,1.997143254007376,density-kd-Laplace,seeds-dataset,5
39,3.0,1.690321487823378,density-kd-Laplace,seeds-dataset,5
40,3.5,1.4867061816963572,density-kd-Laplace,seeds-dataset,5
41,5.0,1.0675961637519242,density-kd-Laplace,seeds-dataset,5
42,7.0,0.7162174968869205,density-kd-Laplace,seeds-dataset,5
43,9.0,0.539894862137783,density-kd-Laplace,seeds-dataset,5
44,0.5,12.230356803022053,density-kd-Laplace,seeds-dataset,6
45,0.7,7.997282860185472,density-kd-Laplace,seeds-dataset,6
46,1.0,6.006793045266412,density-kd-Laplace,seeds-dataset,6
47,1.5,3.902222948315042,density-kd-Laplace,seeds-dataset,6
48,2.0,3.0226973489647824,density-kd-Laplace,seeds-dataset,6
49,2.5,2.459490120053675,density-kd-Laplace,seeds-dataset,6
50,3.0,1.9329896844108938,density-kd-Laplace,seeds-dataset,6
51,3.5,1.7116983398027616,density-kd-Laplace,seeds-dataset,6
52,5.0,1.20741299917613,density-kd-Laplace,seeds-dataset,6
53,7.0,0.8449264317116285,density-kd-Laplace,seeds-dataset,6
54,9.0,0.6643256170847425,density-kd-Laplace,seeds-dataset,6
55,0.5,14.093047115499543,density-kd-Laplace,seeds-dataset,7
56,0.7,9.89951350321071,density-kd-Laplace,seeds-dataset,7
57,1.0,6.954008126079087,density-kd-Laplace,seeds-dataset,7
58,1.5,4.9037148087213325,density-kd-Laplace,seeds-dataset,7
59,2.0,3.543125597279947,density-kd-Laplace,seeds-dataset,7
60,2.5,2.8005839957692356,density-kd-Laplace,seeds-dataset,7
61,3.0,2.391700513283962,density-kd-Laplace,seeds-dataset,7
62,3.5,1.9782055581827587,density-kd-Laplace,seeds-dataset,7
63,5.0,1.4083081131714033,density-kd-Laplace,seeds-dataset,7
64,7.0,1.0282571095922888,density-kd-Laplace,seeds-dataset,7
65,9.0,0.7808776489443335,density-kd-Laplace,seeds-dataset,7
