,epsilon,distance,algorithm,dataset,dimension
0,0.5,0.35149842276395066,density-nd-Laplace,circle-dataset,2
1,1.0,0.3221070081463462,density-nd-Laplace,circle-dataset,2
2,1.5,0.31552285970889715,density-nd-Laplace,circle-dataset,2
3,2.0,0.31418490833415497,density-nd-Laplace,circle-dataset,2
4,2.5,0.2995532165133793,density-nd-Laplace,circle-dataset,2
5,3.0,0.29039745508819553,density-nd-Laplace,circle-dataset,2
6,3.5,0.3084592730902251,density-nd-Laplace,circle-dataset,2
7,5.0,0.276547299634664,density-nd-Laplace,circle-dataset,2
8,7.0,0.22964601773188026,density-nd-Laplace,circle-dataset,2
9,9.0,0.19744015633563175,density-nd-Laplace,circle-dataset,2
10,0.5,0.4535593258253522,density-nd-Laplace,circle-dataset,3
11,1.0,0.4141156053588699,density-nd-Laplace,circle-dataset,3
12,1.5,0.372929435862119,density-nd-Laplace,circle-dataset,3
13,2.0,0.3459108679169265,density-nd-Laplace,circle-dataset,3
14,2.5,0.3185983084662459,density-nd-Laplace,circle-dataset,3
15,3.0,0.3325283726570514,density-nd-Laplace,circle-dataset,3
16,3.5,0.3260308773898048,density-nd-Laplace,circle-dataset,3
17,5.0,0.311114393269012,density-nd-Laplace,circle-dataset,3
18,7.0,0.29041406728291946,density-nd-Laplace,circle-dataset,3
19,9.0,0.2526203717266453,density-nd-Laplace,circle-dataset,3
