,epsilon,shokri_mi_adv,run
0,0.05,0.4230769230769231,0
1,0.05,0.26923076923076916,1
2,0.05,0.5769230769230769,2
3,0.05,0.5769230769230769,3
4,0.05,0.38461538461538464,4
5,0.05,0.7692307692307693,5
6,0.05,0.8076923076923077,6
7,0.05,0.23076923076923073,7
8,0.05,0.3846153846153846,8
9,0.05,0.26923076923076916,9
10,0.05,0.4230769230769231,10
11,0.05,0.3461538461538461,11
12,0.05,0.576923076923077,12
13,0.05,0.3846153846153846,13
14,0.05,0.4615384615384615,14
15,0.05,0.3461538461538462,15
16,0.05,0.8076923076923077,16
17,0.05,0.3076923076923077,17
18,0.05,0.7692307692307693,18
19,0.05,0.5769230769230769,19
20,0.1,0.30769230769230765,0
21,0.1,0.46153846153846156,1
22,0.1,0.6923076923076923,2
23,0.1,0.8076923076923077,3
24,0.1,0.3461538461538462,4
25,0.1,0.3076923076923077,5
26,0.1,0.5769230769230769,6
27,0.1,0.5384615384615384,7
28,0.1,0.4230769230769231,8
29,0.1,0.4230769230769231,9
30,0.1,0.8076923076923077,10
31,0.1,0.7307692307692307,11
32,0.1,0.6538461538461537,12
33,0.1,0.6153846153846154,13
34,0.1,0.6538461538461539,14
35,0.1,0.8461538461538463,15
36,0.1,0.6153846153846154,16
37,0.1,0.38461538461538464,17
38,0.1,0.6153846153846154,18
39,0.1,0.5,19
40,0.5,0.42307692307692313,0
41,0.5,0.1923076923076923,1
42,0.5,0.07692307692307698,2
43,0.5,0.34615384615384615,3
44,0.5,0.11538461538461531,4
45,0.5,0.6153846153846154,5
46,0.5,0.23076923076923078,6
47,0.5,0.1923076923076923,7
48,0.5,0.42307692307692313,8
49,0.5,0.30769230769230765,9
50,0.5,0.8461538461538461,10
51,0.5,0.38461538461538464,11
52,0.5,0.3461538461538462,12
53,0.5,0.23076923076923078,13
54,0.5,0.4230769230769231,14
55,0.5,0.23076923076923078,15
56,0.5,0.5,16
57,0.5,0.15384615384615385,17
58,0.5,0.26923076923076916,18
59,0.5,0.4230769230769231,19
60,1.0,0.0,0
61,1.0,0.3076923076923077,1
62,1.0,0.5384615384615384,2
63,1.0,0.23076923076923073,3
64,1.0,0.23076923076923084,4
65,1.0,-0.15384615384615385,5
66,1.0,0.15384615384615385,6
67,1.0,0.11538461538461542,7
68,1.0,0.23076923076923073,8
69,1.0,0.5769230769230769,9
70,1.0,0.23076923076923073,10
71,1.0,0.07692307692307687,11
72,1.0,-0.07692307692307698,12
73,1.0,0.2692307692307693,13
74,1.0,0.1923076923076924,14
75,1.0,-0.07692307692307687,15
76,1.0,0.15384615384615385,16
77,1.0,0.03846153846153855,17
78,1.0,0.15384615384615385,18
79,1.0,0.23076923076923078,19
80,2.0,0.07692307692307687,0
81,2.0,0.11538461538461542,1
82,2.0,0.1923076923076924,2
83,2.0,0.038461538461538436,3
84,2.0,0.2692307692307692,4
85,2.0,0.1923076923076923,5
86,2.0,0.23076923076923078,6
87,2.0,0.11538461538461542,7
88,2.0,0.07692307692307687,8
89,2.0,0.0,9
90,2.0,0.07692307692307687,10
91,2.0,-0.03846153846153855,11
92,2.0,0.15384615384615385,12
93,2.0,0.07692307692307687,13
94,2.0,0.11538461538461542,14
95,2.0,0.23076923076923078,15
96,2.0,0.07692307692307698,16
97,2.0,-0.07692307692307687,17
98,2.0,-0.038461538461538436,18
99,2.0,0.11538461538461531,19
100,3.0,0.23076923076923084,0
101,3.0,0.38461538461538464,1
102,3.0,0.3076923076923077,2
103,3.0,0.07692307692307693,3
104,3.0,0.3076923076923077,4
105,3.0,0.15384615384615385,5
106,3.0,0.11538461538461542,6
107,3.0,0.23076923076923073,7
108,3.0,0.11538461538461542,8
109,3.0,0.0,9
110,3.0,0.15384615384615385,10
111,3.0,0.15384615384615385,11
112,3.0,0.1923076923076923,12
113,3.0,0.23076923076923078,13
114,3.0,0.30769230769230765,14
115,3.0,0.07692307692307687,15
116,3.0,0.19230769230769235,16
117,3.0,-0.03846153846153855,17
118,3.0,0.30769230769230765,18
119,3.0,-0.15384615384615385,19
120,5.0,0.30769230769230765,0
121,5.0,-0.07692307692307687,1
122,5.0,0.23076923076923084,2
123,5.0,0.1923076923076923,3
124,5.0,0.26923076923076916,4
125,5.0,0.2692307692307693,5
126,5.0,-0.038461538461538436,6
127,5.0,0.15384615384615385,7
128,5.0,0.0,8
129,5.0,0.03846153846153855,9
130,5.0,0.1923076923076923,10
131,5.0,0.11538461538461542,11
132,5.0,0.07692307692307687,12
133,5.0,0.038461538461538436,13
134,5.0,0.1923076923076923,14
135,5.0,0.07692307692307687,15
136,5.0,-0.07692307692307687,16
137,5.0,0.15384615384615385,17
138,5.0,0.038461538461538436,18
139,5.0,-0.038461538461538436,19
140,7.0,-0.07692307692307698,0
141,7.0,0.1923076923076923,1
142,7.0,0.23076923076923073,2
143,7.0,0.23076923076923073,3
144,7.0,0.07692307692307698,4
145,7.0,0.11538461538461536,5
146,7.0,0.23076923076923084,6
147,7.0,0.15384615384615385,7
148,7.0,0.23076923076923084,8
149,7.0,0.0,9
150,7.0,-0.038461538461538436,10
151,7.0,0.3076923076923077,11
152,7.0,0.11538461538461542,12
153,7.0,0.1923076923076923,13
154,7.0,-0.038461538461538436,14
155,7.0,0.1923076923076924,15
156,7.0,0.11538461538461536,16
157,7.0,0.23076923076923073,17
158,7.0,0.34615384615384615,18
159,7.0,0.0,19
160,9.0,0.23076923076923078,0
161,9.0,0.11538461538461542,1
162,9.0,-0.15384615384615385,2
163,9.0,0.07692307692307687,3
164,9.0,-0.038461538461538436,4
165,9.0,0.038461538461538436,5
166,9.0,0.038461538461538436,6
167,9.0,0.1538461538461538,7
168,9.0,0.11538461538461531,8
169,9.0,0.11538461538461542,9
170,9.0,0.30769230769230765,10
171,9.0,0.0,11
172,9.0,0.19230769230769235,12
173,9.0,0.2692307692307693,13
174,9.0,0.15384615384615385,14
175,9.0,0.34615384615384615,15
176,9.0,0.15384615384615385,16
177,9.0,0.3076923076923077,17
178,9.0,0.1923076923076923,18
179,9.0,-0.038461538461538436,19
