,epsilon,distance,algorithm,dataset,dimension
0,0.5,3.892521204145962,density-nd-Laplace,heart-dataset,2
1,1.0,1.94363495502428,density-nd-Laplace,heart-dataset,2
2,1.5,1.316060786830936,density-nd-Laplace,heart-dataset,2
3,2.0,0.9836217991534005,density-nd-Laplace,heart-dataset,2
4,2.5,0.7754185275169456,density-nd-Laplace,heart-dataset,2
5,3.0,0.6441108636459908,density-nd-Laplace,heart-dataset,2
6,3.5,0.5589646059434814,density-nd-Laplace,heart-dataset,2
7,5.0,0.40101518923143725,density-nd-Laplace,heart-dataset,2
8,7.0,0.277946341215199,density-nd-Laplace,heart-dataset,2
9,9.0,0.21899887654598033,density-nd-Laplace,heart-dataset,2
10,0.5,5.337587264381252,density-nd-Laplace,heart-dataset,3
11,1.0,2.8639258674795904,density-nd-Laplace,heart-dataset,3
12,1.5,1.9700000930252126,density-nd-Laplace,heart-dataset,3
13,2.0,1.4479233988556965,density-nd-Laplace,heart-dataset,3
14,2.5,1.1929808355791374,density-nd-Laplace,heart-dataset,3
15,3.0,0.9928670889007771,density-nd-Laplace,heart-dataset,3
16,3.5,0.8366563544059854,density-nd-Laplace,heart-dataset,3
17,5.0,0.5797655266038388,density-nd-Laplace,heart-dataset,3
18,7.0,0.4256814144020668,density-nd-Laplace,heart-dataset,3
19,9.0,0.3288542902119643,density-nd-Laplace,heart-dataset,3
20,0.5,7.899497880882303,density-nd-Laplace,heart-dataset,4
21,1.0,4.046035452748888,density-nd-Laplace,heart-dataset,4
22,1.5,2.6502839402658367,density-nd-Laplace,heart-dataset,4
23,2.0,1.9885707569968152,density-nd-Laplace,heart-dataset,4
24,2.5,1.594087279852853,density-nd-Laplace,heart-dataset,4
25,3.0,1.3304741554675092,density-nd-Laplace,heart-dataset,4
26,3.5,1.150966741990981,density-nd-Laplace,heart-dataset,4
27,5.0,0.784500407824758,density-nd-Laplace,heart-dataset,4
28,7.0,0.5712822475855925,density-nd-Laplace,heart-dataset,4
29,9.0,0.4534142698304542,density-nd-Laplace,heart-dataset,4
30,0.5,10.041167938517967,density-nd-Laplace,heart-dataset,5
31,1.0,5.030284356630827,density-nd-Laplace,heart-dataset,5
32,1.5,3.3937117551714486,density-nd-Laplace,heart-dataset,5
33,2.0,2.5092767122416597,density-nd-Laplace,heart-dataset,5
34,2.5,2.013800980343047,density-nd-Laplace,heart-dataset,5
35,3.0,1.6403624660259868,density-nd-Laplace,heart-dataset,5
36,3.5,1.448142071581344,density-nd-Laplace,heart-dataset,5
37,5.0,0.9933578332606465,density-nd-Laplace,heart-dataset,5
38,7.0,0.7114126413451103,density-nd-Laplace,heart-dataset,5
39,9.0,0.5519840020707928,density-nd-Laplace,heart-dataset,5
40,0.5,12.037256772670109,density-nd-Laplace,heart-dataset,6
41,1.0,5.978606513745013,density-nd-Laplace,heart-dataset,6
42,1.5,4.060790764798102,density-nd-Laplace,heart-dataset,6
43,2.0,3.0241112099590852,density-nd-Laplace,heart-dataset,6
44,2.5,2.40087687240647,density-nd-Laplace,heart-dataset,6
45,3.0,1.9941323856661044,density-nd-Laplace,heart-dataset,6
46,3.5,1.6965704694518933,density-nd-Laplace,heart-dataset,6
47,5.0,1.2122949289557878,density-nd-Laplace,heart-dataset,6
48,7.0,0.8542671356463237,density-nd-Laplace,heart-dataset,6
49,9.0,0.6691877085775859,density-nd-Laplace,heart-dataset,6
50,0.5,14.089879049480487,density-nd-Laplace,heart-dataset,7
51,1.0,7.093607146000666,density-nd-Laplace,heart-dataset,7
52,1.5,4.6707220038144674,density-nd-Laplace,heart-dataset,7
53,2.0,3.4875059546820846,density-nd-Laplace,heart-dataset,7
54,2.5,2.7732864442458736,density-nd-Laplace,heart-dataset,7
55,3.0,2.3230992156300543,density-nd-Laplace,heart-dataset,7
56,3.5,2.016017594510355,density-nd-Laplace,heart-dataset,7
57,5.0,1.4070329594758515,density-nd-Laplace,heart-dataset,7
58,7.0,1.0140763923545468,density-nd-Laplace,heart-dataset,7
59,9.0,0.7673640949857354,density-nd-Laplace,heart-dataset,7
60,0.5,15.956530393025224,density-nd-Laplace,heart-dataset,8
61,1.0,8.124908913087646,density-nd-Laplace,heart-dataset,8
62,1.5,5.254054080669758,density-nd-Laplace,heart-dataset,8
63,2.0,4.070214647802674,density-nd-Laplace,heart-dataset,8
64,2.5,3.177353881006272,density-nd-Laplace,heart-dataset,8
65,3.0,2.715743030931582,density-nd-Laplace,heart-dataset,8
66,3.5,2.2702417728442494,density-nd-Laplace,heart-dataset,8
67,5.0,1.602862839090427,density-nd-Laplace,heart-dataset,8
68,7.0,1.1374600964641934,density-nd-Laplace,heart-dataset,8
69,9.0,0.891774133103198,density-nd-Laplace,heart-dataset,8
70,0.5,17.822115603674643,density-nd-Laplace,heart-dataset,9
71,1.0,8.87823027397286,density-nd-Laplace,heart-dataset,9
72,1.5,6.01219000243264,density-nd-Laplace,heart-dataset,9
73,2.0,4.445527916207489,density-nd-Laplace,heart-dataset,9
74,2.5,3.583363451246412,density-nd-Laplace,heart-dataset,9
75,3.0,3.00186840501733,density-nd-Laplace,heart-dataset,9
76,3.5,2.5862297218305006,density-nd-Laplace,heart-dataset,9
77,5.0,1.7973596785607964,density-nd-Laplace,heart-dataset,9
78,7.0,1.283603033155277,density-nd-Laplace,heart-dataset,9
79,9.0,1.0025017915993273,density-nd-Laplace,heart-dataset,9
