,epsilon,shokri_mi_adv,run
0,0.1,0.019999999999999997,0
1,0.1,0.14,1
2,0.1,0.14,2
3,0.1,0.14,3
4,0.1,0.08,4
5,0.1,0.18,5
6,0.1,0.16,6
7,0.1,0.09999999999999999,7
8,0.1,-0.04000000000000001,8
9,0.1,0.0,9
10,0.5,0.16,0
11,0.5,0.12,1
12,0.5,0.12000000000000001,2
13,0.5,0.06,3
14,0.5,0.18,4
15,0.5,0.2,5
16,0.5,0.04,6
17,0.5,0.12,7
18,0.5,0.0,8
19,0.5,0.22,9
20,1.0,0.1,0
21,1.0,-0.12,1
22,1.0,0.03999999999999998,2
23,1.0,0.18,3
24,1.0,0.03999999999999998,4
25,1.0,0.13999999999999996,5
26,1.0,0.12,6
27,1.0,0.16,7
28,1.0,-0.06,8
29,1.0,0.18,9
30,2.0,-0.040000000000000036,0
31,2.0,0.20000000000000007,1
32,2.0,0.16000000000000003,2
33,2.0,0.07999999999999996,3
34,2.0,0.06,4
35,2.0,0.33999999999999997,5
36,2.0,-0.040000000000000036,6
37,2.0,-0.12,7
38,2.0,0.14,8
39,2.0,0.24,9
40,3.0,0.15999999999999992,0
41,3.0,0.05999999999999994,1
42,3.0,0.11999999999999994,2
43,3.0,0.06000000000000005,3
44,3.0,0.25999999999999995,4
45,3.0,0.09999999999999998,5
46,3.0,0.24,6
47,3.0,0.10000000000000003,7
48,3.0,0.2,8
49,3.0,0.20000000000000007,9
50,5.0,0.16000000000000003,0
51,5.0,0.06,1
52,5.0,0.24,2
53,5.0,0.18,3
54,5.0,0.020000000000000018,4
55,5.0,0.12000000000000005,5
56,5.0,0.12000000000000005,6
57,5.0,0.0,7
58,5.0,0.019999999999999907,8
59,5.0,0.18,9
60,7.0,0.30000000000000004,0
61,7.0,0.18000000000000005,1
62,7.0,0.26,2
63,7.0,0.07999999999999996,3
64,7.0,-0.06000000000000005,4
65,7.0,0.27999999999999997,5
66,7.0,0.16000000000000003,6
67,7.0,0.17999999999999994,7
68,7.0,0.26,8
69,7.0,0.15999999999999992,9
70,9.0,0.020000000000000018,0
71,9.0,0.22000000000000008,1
72,9.0,0.1399999999999999,2
73,9.0,0.24,3
74,9.0,0.12,4
75,9.0,0.09999999999999998,5
76,9.0,0.17999999999999994,6
77,9.0,0.15999999999999998,7
78,9.0,0.14,8
79,9.0,0.18,9
