,epsilon,shokri_mi_adv,run
0,0.1,0.07200000000000001,0
1,0.1,0.07200000000000001,1
2,0.1,0.07200000000000001,2
3,0.1,0.008,3
4,0.1,0.008,4
5,0.1,0.016,5
6,0.1,0.08,6
7,0.1,0.032,7
8,0.1,0.088,8
9,0.1,0.28800000000000003,9
10,0.5,0.152,0
11,0.5,0.08000000000000002,1
12,0.5,0.007999999999999993,2
13,0.5,0.168,3
14,0.5,-0.008,4
15,0.5,0.039999999999999994,5
16,0.5,0.024000000000000007,6
17,0.5,0.032000000000000015,7
18,0.5,-0.008000000000000007,8
19,0.5,0.11199999999999999,9
20,1.0,-0.016,0
21,1.0,0.176,1
22,1.0,0.07999999999999999,2
23,1.0,0.07199999999999998,3
24,1.0,0.15999999999999998,4
25,1.0,0.08800000000000001,5
26,1.0,0.088,6
27,1.0,0.11200000000000002,7
28,1.0,0.17600000000000002,8
29,1.0,0.040000000000000036,9
30,2.0,-0.02400000000000002,0
31,2.0,0.055999999999999994,1
32,2.0,0.09599999999999997,2
33,2.0,0.11200000000000004,3
34,2.0,0.12,4
35,2.0,0.03999999999999998,5
36,2.0,0.09600000000000003,6
37,2.0,0.03200000000000003,7
38,2.0,-0.008000000000000007,8
39,2.0,-0.02400000000000002,9
40,3.0,0.040000000000000036,0
41,3.0,0.22399999999999998,1
42,3.0,0.09599999999999997,2
43,3.0,0.11999999999999994,3
44,3.0,0.05599999999999994,4
45,3.0,0.04800000000000004,5
46,3.0,0.15199999999999997,6
47,3.0,0.18400000000000005,7
48,3.0,0.16000000000000003,8
49,3.0,0.16000000000000003,9
50,5.0,0.22400000000000003,0
51,5.0,0.272,1
52,5.0,0.2,2
53,5.0,0.016000000000000014,3
54,5.0,0.15200000000000002,4
55,5.0,0.128,5
56,5.0,0.264,6
57,5.0,0.136,7
58,5.0,0.14400000000000002,8
59,5.0,0.20800000000000002,9
60,7.0,0.19999999999999996,0
61,7.0,0.12,1
62,7.0,0.22399999999999998,2
63,7.0,0.16800000000000004,3
64,7.0,0.15200000000000002,4
65,7.0,0.05600000000000005,5
66,7.0,0.192,6
67,7.0,0.14400000000000002,7
68,7.0,0.22399999999999998,8
69,7.0,0.1279999999999999,9
70,9.0,0.06400000000000006,0
71,9.0,0.15200000000000008,1
72,9.0,0.16800000000000004,2
73,9.0,0.08000000000000007,3
74,9.0,0.05599999999999994,4
75,9.0,0.248,5
76,9.0,0.1279999999999999,6
77,9.0,0.16800000000000004,7
78,9.0,0.25599999999999995,8
79,9.0,0.03200000000000003,9
