age,fnlwgt
-0.7403558069419036,-1.5323512573080191
-0.23459103890977517,-1.1698793633229645
-0.6227722590405183,-0.8526477139619144
0.13583917124808886,-0.5041965379813598
-0.7196512546952676,-0.40735595602391006
-0.5560523083626641,-1.0338839879193642
-0.05581098421120506,-0.906876359078411
-0.4061773998684023,-0.6220726939464871
-1.0103150210841965,-1.134518150769218
-0.10321857283092656,-0.609106214048302
-0.924374964141919,-0.12448450853857629
-0.6176545375927032,-0.45322085444121724
-0.7990086408669157,-0.6284066116692842
-0.4670742543938215,-0.6719564183094285
-0.006299459453515843,-0.11906226866176017
-0.6630149383294156,-0.7059818706497503
-0.7472124332737797,-0.612378323774812
-0.4942102101424955,-1.3333980474966607
-0.20506742391418675,-1.0551501212852188
-0.19536483126732068,-0.48179128629106344
-0.6682804716578334,-0.6634576845273232
0.49481783448078015,0.4728191474938468
0.4067307295015381,-1.3592516418887572
0.13651776787969244,-1.2586910976009822
0.1866799425461015,-0.9656824963171546
0.17799203409471628,-1.0238584526545662
-1.0890352845243008,-0.8938222671131553
-0.21966086115256206,-0.5942916430577181
-0.16581933354766273,-0.6293776130463066
0.10865555773447641,-0.36351933645551376
-1.2285174387397704,-1.3621981495805435
-0.7171433617119009,-0.9051251655958018
-0.4187083807610005,-0.16466574860714067
-0.08322826494635416,-0.5481282746722682
-1.2639524512033007,-0.8676005545332277
0.1365861120193257,-0.5623873172925904
-0.7060776024248313,-0.11710944314604854
-0.9973559246612483,-0.3096701215265507
-0.7506917998748119,-1.0295661358939319
-0.08422633895968444,-0.9417122447134392
-0.6396245925053162,-0.019444108721990816
-0.3375112776812899,-1.2154819056021888
-0.2485507749535657,-0.42001934358798004
-0.19869561665672933,-0.6599784611285879
-0.8872778537652308,-0.4979506122240298
0.4244586161249292,-0.5005911828117309
0.05181117947503955,-0.6132734097182779
-0.14716776427680434,-0.931447223604401
-0.09921610055990529,-1.4979311353451985
-0.5143744642497796,-0.409005495939063
-0.38490085965348475,-1.6977407330630025
-1.0778462260647015,-0.6662016446128948
-0.16506686360958522,-0.7118463322788839
-0.6520600929527492,-0.8812492438351353
-0.0601826623532354,-0.6541364352770258
-0.13133401467561592,-0.41443353377475634
-0.2288222682330901,-0.5407070703112513
-0.8742226666439292,-0.8048868274934908
0.12572131171946294,-0.319725883336151
-0.46479375990976046,-0.906259833777315
-0.6857105096666358,-0.36786959582072876
-0.6125050533885468,-0.7492483159965819
-0.19461585119434735,-0.5675054011158448
-0.5451340011072828,-0.7554025051092254
-1.0517500480345048,-0.7435837801493881
-0.06564009420590278,-1.0016740345804769
-0.3329286998239276,-0.7440091665052937
0.1527735376182085,-0.7411058007433051
-0.32550662130437147,-0.22987498288639452
-1.16814623276658,-0.6229861468939191
-0.8216615375130613,-0.9302734174417846
-0.9124948641784523,0.017861674834951047
-0.6939555900481819,-0.802635336215279
-0.9831751388398466,-0.7500851573120776
0.7660976996953205,-0.838914861032643
-0.8408618581518077,-0.7691299371015728
-0.2720572143408555,-0.609759231506509
0.812900827018624,-0.6122356788725282
-1.2884528680043323,-0.4338440485252528
-0.6714453113225041,-1.0920968426649702
-1.0375178938135459,-0.4878318598604521
0.3067952485255461,-0.5539656555628287
-0.194238623455834,-1.1336174003883044
-0.2667954237491223,-1.0002216099069994
-0.49076325001539245,-0.7137949567166395
0.15693903000327367,-0.19873013488002822
-0.008747284318970802,-0.24819627051958848
-0.2884983981460915,-0.9235173211782615
-1.0783643520125663,-2.7333891834478528
-1.1469631268126634,-0.5500446423816436
0.11857109124328687,-1.0452441597978406
-0.4453262680591304,-0.5156965285541302
-0.1053753724420281,-1.0692641672870942
0.6726933385060185,-1.6689152055431602
-0.6080304654288013,-0.716224084356835
-0.9723832404015098,-1.0835821212842274
-0.13580475775844028,-0.33965498567306485
-0.40887348360434456,-0.5463543014353669
-0.21262859208584145,-0.5141086472461605
-2.004408554444533,-1.4105825033050612
0.6284450184579194,-1.169956373298072
-0.5054564317905214,-1.3036772248393342
-0.5172429329826675,-0.8221634249945263
-1.2391012067478768,-0.9239917631445596
-0.9092781301109258,-1.0067032576385264
-0.5663977244208217,0.22417765939609813
-0.7556808106032851,-0.31314487970024885
-0.3372390629146384,-0.6215206520479886
-0.06598297953939625,-0.7277366634012181
-0.10633775143543636,-0.7573432116448138
-0.5707155931712201,-1.3183516360607526
-0.3918630758615664,-0.8466673522872349
0.078392460074163,-1.4600547400746022
-0.24345398186084016,-0.8755569355382675
-0.5590870687677935,-0.9101858785122521
-0.3219007523246032,-0.9953815699880371
0.32117530639224584,-1.0492708102308117
-0.5274507412531382,-0.494193865373266
-0.02221194254384179,-0.9062769129142609
-0.863355741307908,-1.2390547771687612
-0.10150119305176675,-1.1514479109832283
-0.21593372083320816,-1.1882043431557086
-0.5943038279441496,-0.6988951827387274
-0.671427977564076,-0.6281839648754742
-0.855170428234553,-0.6131209816980867
0.05446479610969632,0.18753191662011892
-0.7788828021775409,-0.9793841733109442
-0.9314453225757975,-0.6782450503827115
-0.08439726848377721,-0.6592056178934331
-0.4126261524340018,-0.627665799756107
-0.5568417962848239,-1.3355504258002133
-0.5544821591694373,-1.000935508043325
-0.5921926507943871,-0.889277707428726
-0.8038329923743939,-0.9014105579747387
0.6654540287334144,0.2067937776686164
0.27060833198341216,-0.9688864514734875
0.07468686033876587,-1.289630340174742
-0.5799680541996938,-0.6681199724919716
-0.6923678704544455,-0.8647707348674929
-0.10404212556135306,-0.9620909952201245
1.0174425865669334,-0.7844626624504751
-0.563297486632666,-0.8540263737566555
-0.6726505900855475,-0.401737475622411
0.19880642496385031,-0.525589474440555
0.2053525740311139,-0.8881493111485114
-0.5999112334210802,-0.5613778931780685
-0.8927560156246119,-0.7233180993566651
-0.2571969434041179,-0.7794914758590507
-0.08706149297360044,-0.7285939254375886
-0.2103888183652042,-0.7424854978812009
-0.17838413465785474,-1.8880596445677198
-0.741495085007829,-0.9984642713682494
-0.14402070336441947,-0.6944119791785708
-0.8666944449427898,0.28532667168797154
0.28687922595961174,-1.5692327725552473
-0.08902375652091385,-0.7037847544769369
-0.918184473973818,0.3375228105604615
0.26121123821061243,-0.5364074492546109
-0.8493422615021119,-1.352063852459057
-0.27451209880897953,-0.7954045926903306
0.5319870015013431,-0.6933608967656323
-0.7940315944822341,-0.6588583819999504
-0.5700910120490047,-1.456544051883448
-0.8278867834454477,-0.9430019857466443
-0.2801347210475689,-0.6823069840445317
-1.4411077306757312,-0.1890033317638986
-0.007662134887020278,-0.623619803324357
0.19183643616552515,-1.1373477391291982
-0.683747353442675,-1.207408128702466
0.28782313706552515,-0.9337984389781498
-0.49054217474982154,-0.5868805558331429
-1.191514549483582,-1.146876703355289
-0.0993692459526649,-0.8816849292125845
-0.8784475392341952,-0.7391541308569456
-0.8140967239400254,-0.06199388783466253
-1.2835223140761265,-1.1453092030704122
-0.767497274754286,-0.9929814505723679
-0.26224294938813775,-0.5009294288493558
-0.08988607314626651,-1.2561096023866964
-0.6934245420972595,-1.0392516244270928
-1.3246317052740821,-1.4699380341106192
-0.38216653699200587,-0.8973771704041849
-0.8562604301925805,0.3329209443950476
-0.10365439824154932,-0.4047918959893743
-0.5879877749509248,-0.8263441704846205
0.5129519084365601,0.3121726428391407
-0.3005772517108692,-1.0077203250489524
0.4550409097577345,-1.240675532525654
-0.16668851947792718,-1.3543371275288008
0.15596820211046214,-0.6262260372750841
-0.8023703700850298,-1.013703701172386
-0.9080627044069484,-0.2870055739616497
0.21682969453001666,-0.6053351048294926
-0.4026163753281027,-0.7164244097523403
-0.05910861116932431,-0.8690267451813123
-0.9577757639984141,-1.2625398726601793
-0.25712757686145743,-0.8109615353036784
0.648204249191302,-0.6204643014515063
-0.4040710606351872,-0.930138673545298
-0.8621777402596128,-0.9457819787288969
-0.7497145421392587,-0.370820513616164
-1.0323464755110572,-0.8780301039590157
0.11846712976462076,-0.5020373166974674
-0.8323422666761623,-0.8881512404153831
-0.4991209899956166,-0.5794558714181659
-1.0529265385071531,-0.5174798189292216
-0.5827588453979468,-0.8329730069515342
-0.10048902522282799,-1.334961301881593
0.14296537881075833,-0.4110297013580301
-1.1400340957645563,-1.1381943425228198
-0.5985167755079295,-0.6617999046113348
-0.4937824765533106,-0.9560420262171005
-0.250793303273428,-0.9471777213218462
-0.2899270341710307,-0.2314324624241243
0.30357311000480536,-0.8364461532974942
-0.4369443954930541,-0.045594915381896944
-0.6897749094447001,-0.14467110420049267
-0.5103104750372566,-0.5564708074656085
-0.43421682901715764,-0.7708642265523183
-0.6481464584928813,-0.5382130521519091
-0.2755129838419897,-0.9778359209756557
0.38355294900908393,-0.7352988967680122
1.3308060607534968,-1.4998848094895698
0.18406601439108192,-0.5424207747230008
-0.37468085257907535,-0.7310862738392437
-0.5891768793107861,-0.8798438581918067
0.2989170810091405,-1.0733756535228423
0.30083955138178414,-0.7916304566339472
0.5350110279938228,-0.39892365845378486
1.11201275097898,-1.5475031300640274
0.08282677373970992,0.2885236576005452
-0.2856868010948338,-0.8188420303095428
-0.3043866715925252,-0.8053928892212263
-0.40279991584573727,-0.09545391288523974
-0.673426981360652,-0.8133862165028215
0.202235140342157,-1.1320453361603915
-0.6739945967338031,-0.8082484447696433
-0.11062221034484884,-0.47415587930791375
-0.03951585145080161,-0.8808466085147713
-0.7639946340862164,-0.6960061760951307
-0.05294267166760991,-0.4269506110921405
0.3905400740400299,-0.7199305700503814
-0.42595198554476216,-1.3207492145298718
-0.9227709895736478,-0.9957214747043439
-0.4966981121938296,-0.3708490415899147
0.1550010980467704,-0.6656023922858967
0.010705968667551302,-0.9144923383299723
-0.4738531264308965,-0.8205675971882564
-0.25237173258050916,-0.40112994025691895
-0.5172098009073703,-0.6368857129633975
-0.24459522445718554,-1.0067880632840545
-0.4869498913711355,-0.36354137299292394
-0.35089126118561376,0.19956978442053586
-1.1536043735508505,-0.9003384224504218
-0.1024999284721452,-0.40356960483974713
-0.5003581142539746,-0.3397480275140308
-0.8895123691099788,-0.8237691911933049
-0.6202928496296376,-0.6936687729018217
-0.011445835556649464,-1.527390784102703
-0.49969801746620546,-0.8736938051544112
-0.320761702700315,-0.9159592920516851
-0.31717461383798995,-1.5859026659976232
-0.9173062393980642,-0.9416044767537092
-0.4445670757953888,-0.8853900387499782
-1.2138059868645081,-0.8005690969396024
-0.2070183492329134,-0.9582836921596309
-1.2191352407465676,-1.2274526630338467
0.024976580725647013,-0.15520305779324317
-1.0674061676518345,0.030354461349085926
-1.4149437414213029,-0.04060662779865887
-0.11208994079501189,-0.7118120398526858
-0.9942774297284711,-0.8328304803273869
-0.29759483713569224,-1.0447863796803571
-0.2530169087045927,-0.9485408401991813
-1.9260970687063212,0.2708738926971286
-1.1803151098691609,-0.8881176206003405
-0.4875655077215012,-0.547026710339088
-0.12676754883545444,-1.2389508033751964
-1.1560741320330434,-0.18077076819706628
-0.9359964022587575,-0.38761815286111767
-1.6468422276093575,-1.8787272142066216
0.2594564760549257,-0.9104833549683731
-0.4394103411743224,-0.6887745424036145
0.2960570783148884,-0.702816061133437
-1.1366384604201514,-1.4713367287970947
0.20818373571527343,-0.6921322704535272
-0.10163024326795495,-0.6611822788417888
0.1796657534969342,-0.5558854367190826
-0.26069296874645687,-0.4969722268262519
-0.18550949259545513,-1.368335804022979
-0.3340028627241969,-0.5615784472743058
-0.5309485620676218,-0.9815142272986033
-1.1613721904610153,-0.8236404509777018
-1.2600691106798954,-0.940478344533738
-0.43784647520536424,-0.6156839742723724
-0.12930828065985067,-0.9710231426491267
-0.21769708995110307,-1.6788907263956463
-0.1372396835454417,-1.0590796147366357
-2.287039400750756,-0.9493709765772833
0.3068896890792646,-0.842854917319681
-0.3380439999399697,-1.1984313882326894
-1.2181281043408905,-0.7093511911247348
-0.6475579744984244,-1.0480828758175949
-0.19670974848479103,-1.80769644657399
-1.55392959706509,-0.3419045577094073
-0.038790064781472705,-0.7048880745707534
-0.6196347894241898,-0.4056160076489847
-0.19379010224253912,-0.6657007873211875
0.025756797115268126,-2.1271837382264254
-0.06125470724700033,-0.675816287833279
-1.8101450976220486,-0.014801035718483235
0.028569141876999105,-0.6916950331534589
-0.7683285712487198,0.6494954872291216
-0.6857011812019458,-0.3819016584827365
-1.0144520341417171,-1.2684158706499788
-0.9062173219694978,-0.3862335991295835
0.7745819775655765,-0.38998268187959506
-0.44879012746734,-0.2577662877715974
-0.3529799430991169,-0.431218463455269
0.3520840704149456,-1.023011084069167
-0.4474624616808937,-0.9500429542875983
0.14873419619062256,-1.4486986612751274
-0.494507728489394,-0.9559535784489129
-0.6511966113634238,-0.6354965213691116
1.087397238100131,-1.1165737602285475
-0.24114547037601797,-0.6297939018802302
-1.960193982050571,-0.8484368904508434
-0.06718357267748903,-1.3863139802853273
-0.033032798950305364,-0.4712895095089336
0.25626531271095804,-0.8563661236851736
0.060863141209126115,-0.6701641546084305
-0.6075048094871606,-0.5648829660043365
-0.051713174611603574,-0.9195755024184971
0.10761537537296022,-0.9766804827012424
0.39909530377587865,-0.48723460923719075
-1.1916894040824153,-0.8341559200004524
-0.7834538035777829,-0.4322723299899275
-0.20212311861173698,-0.541491584400541
-1.1617424858994418,-0.7166419530318082
-0.23348514893517708,-1.569846204017927
-1.823518395466843,-1.1798893639363568
-0.023293506885796067,-1.426758204976485
-0.05842752692845288,-1.5493091533560932
-1.081231686338085,-1.3391214673776661
-0.5850300085542512,-0.7492153951322812
-0.21915067547860445,-0.5792333223441538
0.4268353504310065,-1.1681882725393218
-0.32664427914237715,-0.7214670576017106
-0.039674649918215094,-0.7114765586821987
-0.9067973127195521,-0.8043193346879726
