age,fnlwgt
-0.40699171998117134,-0.8244196314290416
0.1466749632544651,-0.8579297685837023
-0.3320129551654675,-0.7019227500713314
-0.3511329961935459,-0.5069610783105383
-0.40827327743458935,-0.44498650745494234
-0.7374460863944896,0.01721427301853551
-0.3517646263041666,-0.5993119056783188
0.3447540526041787,-0.9053374361474511
-1.2001168587437099,-0.4379551810798591
0.24180617932159498,-1.1675072607232493
-0.32458420443629366,-0.6091420552240524
-0.8047017356677684,-0.7589824560802072
-0.7821850927934126,-0.8930131177177381
-0.49705214366793826,-0.6284959336156197
-0.07724668931406409,-0.637920680507128
-0.5610986469144198,-0.6877659642782012
-0.6480835048773727,-0.8584067461248294
-0.25125407516682885,-0.517474042717439
-0.9149915441788015,-1.0046236037528988
-0.31308212973284577,-0.6586021901772754
-0.3663256868905591,-0.6373685973090831
0.31987428675722956,-0.5887109757488316
-0.4328386894501339,-1.0657447870594938
0.051464680752584036,-0.8092655561462673
-0.06653087814294065,-1.2745361265098876
-0.08851951118845533,-0.9373573827465818
-0.9702264993066034,-1.0991545968021854
-0.16015779922572276,-1.0259458090325517
-0.5519237563163952,-0.748936147294542
-0.09508417580650906,-0.8904652190642286
-0.2323632627306872,-0.8371313609275157
-0.6939041942486668,-0.8088756897655663
-0.28030712023496124,-0.8767865886834842
-0.7190362833063241,-1.1389724446832292
-0.9434373085143052,-0.36761948888222296
-0.22689736658380283,-0.7123704072009035
-0.8586701903772516,-0.7113228121053461
-1.3638487780464386,-0.7066105852627077
-0.3661691816307602,-0.6325068214415039
0.09418008985678045,-0.46451059143217244
-0.5916156441614077,-0.4342315910265802
-0.02818695711505556,-1.110745715971217
-0.7456546609724027,-0.7344445018535096
0.03459620684623965,-0.301880824075906
-0.8876120634904848,-0.9869500876185429
-0.11486428418296421,-0.5191979088743484
0.0421354133433113,-1.229922169625379
-0.2459063287225975,-0.818590889318119
-0.5603436369128789,-0.7344561560916214
-0.7305540029624323,-0.9674214552875229
-0.8744630849523032,-1.1317418609091592
-1.1808299135371796,-1.216839918035769
-0.18488513795068506,-0.9433931220882183
0.37262871280124543,-0.261298748016719
0.09462547906838531,-0.7482673406059998
0.0006087832300085694,-0.6580398285840825
-0.1517133786959147,-0.48180504624842513
-0.31547512585916865,-1.2789412488292131
-0.5750404951750674,-0.9649946306620739
-0.6727540049549584,-0.5932717116941297
-0.7600515833326928,-0.932057787302158
-0.43755069475542463,-1.0111312623395574
-0.1995781658690746,-0.6878318534009489
-0.44385154196183874,-0.5362769695675447
-0.7999066503182483,-0.6049023769570179
-0.6754642674064915,-1.1547918662621208
