age,fnlwgt
-1.9230179937104939,-8.85991241595201
-13.837028297050782,41.79152041717755
11.138549827224441,-2.0829982801516786
-27.865068361045285,-10.174146773179581
-8.2572379725834,-10.650175735794493
2.201674548000899,-11.335599361893848
7.150460560680007,-6.950907568386604
-3.528934649998361,-13.33575757550766
36.27396298865801,-4.577998090202716
-13.973454946674353,23.592684407282896
12.792072058951245,-6.048831647428209
-17.237740936248287,-14.282085206573598
37.59205940384334,-66.49686974658734
1.2693255660775276,-10.680663062147772
-0.5712013987586092,1.9317737363603604
-15.45828874638847,-13.724696798752701
4.154972757667488,4.265785794279417
-20.76027600067211,-18.395001429010605
3.7419599200276767,18.306757423792792
-9.237725012818657,16.416461693443143
-0.33252342040699934,14.785683538935864
-4.80730039521974,-26.195369917531917
-22.75272753825485,-9.42965588644291
-0.08378923992063853,8.816037240348306
37.81509236296192,0.15484275248145296
-6.817589350817394,18.287874912772775
0.1385498059203779,-1.6147266156414541
20.402556914193646,32.109932186502206
7.231420228474393,-5.303013940205808
28.847951298633923,33.33134596432471
-1.0256046689054898,-6.899787589615348
-14.391405829953879,45.032196213623
8.760665463809287,-1.4528556273192184
-1.2300093795837366,12.962248685675423
16.99645490740462,-5.127362021280446
-18.666367731499754,-1.7352861514986095
-4.371998145679187,24.736064549195344
-34.334515201061414,34.33715014750371
1.2037792822226843,-5.537433355402061
-9.890369099517269,18.627520855133874
-12.515311831167786,-24.77400298067907
-12.686938084207105,-5.554681218080814
-12.770860254302368,-33.29727225325859
16.94415080322003,-6.189405302989308
0.17705268285105336,12.297426773036474
2.746055260863018,11.532601868902882
15.533126919860978,-11.660984805843778
-7.008653760346389,12.462682746639405
-11.050493992401869,-10.288173558386056
-34.457592972601674,8.92851556824736
-20.291349795227795,-5.694110471965688
3.859974969963221,9.137887046491537
27.956087746348636,3.018408905633978
-14.619624369177266,-15.895347110255877
6.3447933518538315,8.791485098785152
-18.35515985512147,-4.22293795391925
-1.67973165460333,-4.628659384287323
31.112588524389487,11.770458530717754
-13.472403994546571,17.896519017699397
-73.550150763147,-12.581537830670696
-24.804945814435065,17.095170862306276
13.532904747485727,-20.20879770876393
1.2214602016622114,-1.9315953830364971
1.9123799621709543,4.211104516765146
2.6971224505346263,4.402318089219182
-6.67318685232914,9.560437882063379
-6.48437627191675,-18.18347693824626
-41.59783679792382,1.6192560973183963
-1.786952076945799,-4.124360480378137
-2.1860627090993936,-24.567701944597154
-4.043853054304653,2.9290418770430415
6.731464012381708,11.28841762609879
-5.92568743426366,1.9302403133449033
-9.386337196529622,-2.5063301201566954
19.85383553295914,-17.6851431565802
26.905460577070787,18.101283541781015
19.70154811891635,9.892179357643217
15.675651986888392,-14.390006774722163
17.19531131411456,2.584887078670919
3.820451982466948,-0.8363799424066717
-31.498613013062513,8.414037354314683
-28.989537528260175,36.27055909970355
3.0062769956040443,24.521106180959645
-59.74841082553764,8.79397100085724
-9.684204322482191,3.7605233310362105
35.83729590670085,-8.205993614958311
-0.01946870906257675,-7.273008457429404
-15.51925157286347,-5.563776959662614
5.13260295292825,-14.976916470032915
8.603677062285083,-19.132518052710815
-11.241052773937888,0.741912486130166
16.49190376064605,-3.023675892995797
-38.72208371665217,10.49962883597887
-2.2137569676729467,35.099613371130395
21.020442078158094,-2.3824701410833864
5.78119363212823,-5.341715845636316
7.831103726723923,1.6207924433604584
-32.29918409121322,-31.507254430831143
4.133500246062181,5.342024876910804
